Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,2e-06,22.652216,[51 10] ; [17 27],[39.5047619 21.4952381] ; [28.4952381 15.5047619],1
n2,1,0.209077,1.577804,[20  8] ; [9 8],[18.04444444  9.95555556] ; [10.95555556  6.04444444],0
d3,1,0.210252,1.569688,[32 28] ; [18 26],[28.84615385 31.15384615] ; [21.15384615 22.84615385],0
p5,1,0.216893,1.524808,[ 7 52] ; [ 2 40],[ 5.25742574 53.74257426] ; [ 3.74257426 38.25742574],0
s1,1,0.277429,1.17964,[10 51] ; [ 4 40],[ 8.13333333 52.86666667] ; [ 5.86666667 38.13333333],0
p3,1,0.294951,1.096885,[18 43] ; [ 9 35],[15.68571429 45.31428571] ; [11.31428571 32.68571429],0
n1,1,0.352972,0.862745,[15 12] ; [ 7 10],[13.5 13.5] ; [8.5 8.5],0
a8,1,0.407314,0.686628,[ 7 53] ; [ 3 41],[ 5.76923077 54.23076923] ; [ 4.23076923 39.76923077],0
s4,1,0.446953,0.578368,[10 50] ; [ 5 39],[ 8.65384615 51.34615385] ; [ 6.34615385 37.65384615],0
n5,1,0.460442,0.544821,[41 19] ; [27 17],[39.23076923 20.76923077] ; [28.76923077 15.23076923],0
v3,1,0.461819,0.541482,[15 41] ; [ 9 35],[13.44 42.56] ; [10.56 33.44],0
p7,1,0.523698,0.406604,[15 43] ; [ 9 35],[13.64705882 44.35294118] ; [10.35294118 33.64705882],0
p10,1,0.532824,0.389003,[26 34] ; [16 27],[24.46601942 35.53398058] ; [17.53398058 25.46601942],0
p6,1,0.548983,0.359142,[ 8 53] ; [ 4 39],[ 7.03846154 53.96153846] ; [ 4.96153846 38.03846154],0
b5,1,0.571917,0.319486,[38 23] ; [25 19],[36.6 24.4] ; [26.4 17.6],0
b4,1,0.603766,0.269353,[35 26] ; [23 21],[33.6952381 27.3047619] ; [24.3047619 19.6952381],0
d4,1,0.616501,0.250816,[41 19] ; [28 16],[39.80769231 20.19230769] ; [29.19230769 14.80769231],0
a5,1,0.647832,0.208644,[36 25] ; [24 20],[34.85714286 26.14285714] ; [25.14285714 18.85714286],0
p9,1,0.680749,0.169284,[30 31] ; [18 22],[28.99009901 32.00990099] ; [19.00990099 20.99009901],0
a6,1,0.700092,0.148376,[35 25] ; [24 20],[34.03846154 25.96153846] ; [24.96153846 19.03846154],0
a3,1,0.709158,0.139119,[37 22] ; [26 18],[36.08737864 22.91262136] ; [26.91262136 17.08737864],0
p8,1,0.769113,0.086163,[10 51] ; [ 8 35],[10.55769231 50.44230769] ; [ 7.44230769 35.55769231],0
b1,1,0.803553,0.061877,[32 29] ; [22 22],[31.37142857 29.62857143] ; [22.62857143 21.37142857],0
p12,1,0.814775,0.054883,[ 1 60] ; [ 1 43],[ 1.16190476 59.83809524] ; [ 0.83809524 43.16190476],0
d2,1,0.924442,0.008995,[28 32] ; [20 22],[28.23529412 31.76470588] ; [19.76470588 22.23529412],0
