Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,2e-06,22.241657,[41 29] ; [ 1 24],[30.94736842 39.05263158] ; [11.05263158 13.94736842],1
s5,1,0.47425,0.512057,[13 53] ; [ 3 20],[11.86516854 54.13483146] ; [ 4.13483146 18.86516854],0
r2,1,0.53985,0.375817,[60  8] ; [20  4],[59.13043478  8.86956522] ; [20.86956522  3.13043478],0
u1,1,0.579208,0.307517,[ 5 65] ; [ 1 24],[ 4.42105263 65.57894737] ; [ 1.57894737 23.42105263],0
s3,1,0.624441,0.239674,[31 36] ; [13 12],[32.04347826 34.95652174] ; [11.95652174 13.04347826],0
p9,1,0.635945,0.224084,[44 25] ; [14 10],[43.03225806 25.96774194] ; [14.96774194  9.03225806],0
n2,1,0.75415,0.098077,[18  6] ; [8 2],[18.35294118  5.64705882] ; [7.64705882 2.35294118],0
s4,1,0.835567,0.043084,[10 60] ; [ 4 21],[10.31578947 59.68421053] ; [ 3.68421053 21.31578947],0
s6,1,0.844031,0.038706,[32 38] ; [12 13],[32.42105263 37.57894737] ; [11.57894737 13.42105263],0
p5,1,0.941154,0.005449,[ 3 66] ; [ 1 24],[ 2.93617021 66.06382979] ; [ 1.06382979 23.93617021],0
n3,1,0.960492,0.002454,[13 10] ; [5 4],[12.9375 10.0625] ; [5.0625 3.9375],0
s7,1,0.963077,0.002143,[21 43] ; [ 8 16],[21.09090909 42.90909091] ; [ 7.90909091 16.09090909],0
p3,1,0.983506,0.000427,[25 44] ; [ 9 16],[24.95744681 44.04255319] ; [ 9.04255319 15.95744681],0
s2,1,0.991499,0.000114,[22 47] ; [ 8 17],[22.0212766 46.9787234] ; [ 7.9787234 17.0212766],0
