Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,8e-06,19.890553,[97 15] ; [26 22],[86.1 25.9] ; [36.9 11.1],1
u3,1,0.35784,0.845458,[27 12] ; [9 7],[25.52727273 13.47272727] ; [10.47272727  5.52727273],0
b4,1,0.395397,0.72228,[71 41] ; [27 21],[68.6 43.4] ; [29.4 18.6],0
d1,1,0.407479,0.686143,[57 55] ; [21 27],[54.6 57.4] ; [23.4 24.6],0
n2,1,0.419289,0.652307,[24 18] ; [11  5],[25.34482759 16.65517241] ; [9.65517241 6.34482759],0
n1,1,0.47268,0.515704,[12 31] ; [ 3 13],[10.93220339 32.06779661] ; [ 4.06779661 11.93220339],0
s3,1,0.482727,0.492697,[54 57] ; [20 27],[51.98734177 59.01265823] ; [22.01265823 24.98734177],0
v1,1,0.484751,0.488157,[42 67] ; [15 31],[40.08387097 68.91612903] ; [16.91612903 29.08387097],0
n6,1,0.502294,0.450086,[66 46] ; [31 17],[67.9 44.1] ; [29.1 18.9],0
a7,1,0.568332,0.325482,[79 33] ; [31 16],[77.48427673 34.51572327] ; [32.51572327 14.48427673],0
b2,1,0.570682,0.321543,[20 39] ; [12 18],[21.21348315 37.78651685] ; [10.78651685 19.21348315],0
b3,1,0.570682,0.321543,[20 39] ; [12 18],[21.21348315 37.78651685] ; [10.78651685 19.21348315],0
b5,1,0.570999,0.321013,[67 45] ; [31 17],[68.6 43.4] ; [29.4 18.6],0
d5,1,0.613934,0.254485,[83 29] ; [33 14],[81.71069182 30.28930818] ; [34.28930818 12.71069182],0
s1,1,0.634833,0.225564,[  5 107] ; [ 3 45],[  5.6 106.4] ; [ 2.4 45.6],0
a3,1,0.645809,0.211225,[72 40] ; [32 15],[73.25786164 38.74213836] ; [30.74213836 16.25786164],0
s4,1,0.652653,0.202572,[27 85] ; [10 38],[25.9 86.1] ; [11.1 36.9],0
d4,1,0.678466,0.171858,[94 18] ; [39  9],[93.1 18.9] ; [39.9  8.1],0
p6,1,0.732994,0.116381,[21 90] ; [10 37],[21.77848101 89.22151899] ; [ 9.22151899 37.77848101],0
s7,1,0.756011,0.096549,[34 69] ; [14 32],[33.18120805 69.81879195] ; [14.81879195 31.18120805],0
v3,1,0.783558,0.075452,[24 79] ; [10 37],[23.34666667 79.65333333] ; [10.65333333 36.34666667],0
d3,1,0.786268,0.073527,[74 38] ; [30 17],[73.25786164 38.74213836] ; [30.74213836 16.25786164],0
p5,1,0.81891,0.052417,[  3 108] ; [ 1 47],[  2.79245283 108.20754717] ; [ 1.20754717 46.79245283],0
p1,1,0.832439,0.044764,[  6 105] ; [ 3 45],[  6.28301887 104.71698113] ; [ 2.71698113 45.28301887],0
d2,1,0.834145,0.043844,[47 65] ; [21 27],[47.6 64.4] ; [20.4 27.6],0
a8,1,0.850565,0.035494,[ 8 97] ; [ 4 43],[ 8.28947368 96.71052632] ; [ 3.71052632 43.28947368],0
p4,1,0.855887,0.032983,[38 74] ; [17 31],[38.5 73.5] ; [16.5 31.5],0
p9,1,0.868367,0.027468,[70 40] ; [28 17],[69.5483871 40.4516129] ; [28.4516129 16.5483871],0
u2,1,0.89194,0.018455,[23 15] ; [10  6],[23.22222222 14.77777778] ; [9.77777778 6.22222222],0
p12,1,0.910579,0.012613,[  2 108] ; [ 1 47],[  2.08860759 107.91139241] ; [ 0.91139241 47.08860759],0
p7,1,0.914573,0.011507,[41 71] ; [18 30],[41.3 70.7] ; [17.7 30.3],0
s2,1,0.943852,0.00496,[45 67] ; [19 29],[44.8 67.2] ; [19.2 28.8],0
