Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,2e-06,22.345918,[41 38] ; [ 1 30],[30.16363636 48.83636364] ; [11.83636364 19.16363636],1
d2,1,0.094222,2.800726,[34 45] ; [ 8 23],[30.16363636 48.83636364] ; [11.83636364 19.16363636],0
a4,1,0.155396,2.018468,[29 50] ; [ 7 24],[25.85454545 53.14545455] ; [10.14545455 20.85454545],0
a5,1,0.155564,2.016825,[45 34] ; [13 18],[41.65454545 37.34545455] ; [16.34545455 14.65454545],0
b4,1,0.173625,1.851366,[47 32] ; [14 17],[43.80909091 35.19090909] ; [17.19090909 13.80909091],0
b5,1,0.192027,1.701998,[49 30] ; [15 16],[45.96363636 33.03636364] ; [18.03636364 12.96363636],0
n4,1,0.212963,1.551166,[38 41] ; [19 12],[40.93636364 38.06363636] ; [16.06363636 14.93636364],0
r2,1,0.216035,1.530518,[65 12] ; [23  8],[62.74074074 14.25925926] ; [25.25925926  5.74074074],0
b1,1,0.259803,1.269809,[40 39] ; [12 19],[37.34545455 41.65454545] ; [14.65454545 16.34545455],0
u2,1,0.300544,1.071778,[14  8] ; [8 9],[12.41025641  9.58974359] ; [9.58974359 7.41025641],0
v1,1,0.306805,1.04438,[34 43] ; [10 20],[31.6635514 45.3364486] ; [12.3364486 17.6635514],0
n2,1,0.342579,0.900757,[21 10] ; [8 7],[19.54347826 11.45652174] ; [9.45652174 5.54347826],0
p9,1,0.347627,0.882102,[45 32] ; [14 15],[42.85849057 34.14150943] ; [16.14150943 12.85849057],0
p10,1,0.394461,0.725145,[39 38] ; [12 17],[37.04716981 39.95283019] ; [13.95283019 15.04716981],0
p2,1,0.416465,0.660269,[45 34] ; [15 16],[43.09090909 35.90909091] ; [16.90909091 14.09090909],0
s4,1,0.447592,0.576742,[15 64] ; [ 4 27],[13.64545455 65.35454545] ; [ 5.35454545 25.64545455],0
u3,1,0.491118,0.474075,[12 11] ; [ 7 10],[10.925 12.075] ; [8.075 8.925],0
p6,1,0.52511,0.403846,[11 64] ; [ 3 27],[10. 65.] ; [ 4. 26.],0
a2,1,0.663069,0.189817,[10 69] ; [ 3 28],[ 9.33636364 69.66363636] ; [ 3.66363636 27.33636364],0
a6,1,0.701718,0.146691,[49 30] ; [18 13],[48.11818182 30.88181818] ; [18.88181818 12.11818182],0
p8,1,0.721521,0.12704,[18 59] ; [ 8 22],[18.71028037 58.28971963] ; [ 7.28971963 22.71028037],0
s1,1,0.796447,0.066537,[ 4 73] ; [ 2 29],[ 4.27777778 72.72222222] ; [ 1.72222222 29.27777778],0
p7,1,0.809197,0.058304,[24 50] ; [ 9 21],[23.48076923 50.51923077] ; [ 9.51923077 20.48076923],0
n1,1,0.825709,0.048491,[11 19] ; [ 5 10],[10.66666667 19.33333333] ; [5.33333333 9.66666667],0
n3,1,0.857514,0.032234,[18 12] ; [8 6],[17.72727273 12.27272727] ; [8.27272727 5.72727273],0
v3,1,0.873123,0.025502,[17 58] ; [ 7 22],[17.30769231 57.69230769] ; [ 6.69230769 22.30769231],0
p11,1,0.874136,0.025093,[37 42] ; [14 17],[36.62727273 42.37272727] ; [14.37272727 16.62727273],0
a8,1,0.952469,0.003553,[ 8 69] ; [ 3 27],[ 7.91588785 69.08411215] ; [ 3.08411215 26.91588785],0
