Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,146.677168,[ 9 43] ; [352  46],[41.71555556 10.28444444] ; [319.28444444  78.71555556],1
p3,1,0.023472,5.133198,[11 41] ; [147 249],[18.33928571 33.66071429] ; [139.66071429 256.33928571],0
a2,1,0.028282,4.810795,[ 4 48] ; [ 81 317],[ 9.82222222 42.17777778] ; [ 75.17777778 322.82222222],0
d4,1,0.050791,3.815164,[33 19] ; [301  95],[38.76785714 13.23214286] ; [295.23214286 100.76785714],0
a1,1,0.054358,3.701676,[ 5 47] ; [ 15 383],[ 2.31111111 49.68888889] ; [ 17.68888889 380.31111111],0
a3,1,0.066648,3.363696,[27 24] ; [262 135],[32.89955357 18.10044643] ; [256.10044643 140.89955357],0
a4,1,0.079212,3.080994,[14 38] ; [156 239],[19.77628635 32.22371365] ; [150.22371365 244.77628635],0
s2,1,0.081173,3.041253,[12 39] ; [142 254],[17.5704698 33.4295302] ; [136.4295302 259.5704698],0
s8,1,0.107404,2.592005,[10 42] ; [119 278],[14.93986637 37.06013363] ; [114.06013363 282.93986637],0
s7,1,0.134296,2.242124,[11 36] ; [130 249],[15.55633803 31.44366197] ; [125.44366197 253.55633803],0
n5,1,0.167462,1.905513,[31 21] ; [273 122],[35.36465324 16.63534676] ; [268.63534676 126.36465324],0
p8,1,0.184648,1.759809,[15 36] ; [154 241],[19.32511211 31.67488789] ; [149.67488789 245.32511211],0
b5,1,0.253169,1.305729,[28 24] ; [247 151],[31.77777778 20.22222222] ; [243.22222222 154.77777778],0
p7,1,0.346566,0.885992,[21 31] ; [185 206],[24.18058691 27.81941309] ; [181.81941309 209.18058691],0
p5,1,0.353374,0.861303,[ 3 48] ; [ 13 380],[ 1.83783784 49.16216216] ; [ 14.16216216 378.83783784],0
s4,1,0.467619,0.527596,[ 8 44] ; [ 47 349],[ 6.38392857 45.61607143] ; [ 48.61607143 347.38392857],0
b2,1,0.478432,0.502435,[ 8 25] ; [ 69 159],[ 9.73563218 23.26436782] ; [ 67.26436782 160.73563218],0
b3,1,0.478432,0.502435,[ 8 25] ; [ 69 159],[ 9.73563218 23.26436782] ; [ 67.26436782 160.73563218],0
p4,1,0.539941,0.375649,[20 32] ; [170 226],[22.05357143 29.94642857] ; [167.94642857 228.05357143],0
p1,1,0.606771,0.264904,[ 2 50] ; [ 22 374],[ 2.78571429 49.21428571] ; [ 21.21428571 374.78571429],0
p12,1,0.65289,0.202276,[ 1 51] ; [ 12 383],[ 1.51230425 50.48769575] ; [ 11.48769575 383.51230425],0
u2,1,0.721789,0.126785,[12 13] ; [69 64],[12.8164557 12.1835443] ; [68.1835443 64.8164557],0
b4,1,0.72892,0.120106,[29 23] ; [232 166],[30.16 21.84] ; [230.84 167.16],0
a8,1,0.782448,0.076248,[ 5 42] ; [ 44 322],[ 5.57627119 41.42372881] ; [ 43.42372881 322.57627119],0
n3,1,0.789631,0.071177,[15  9] ; [68 36],[15.5625  8.4375] ; [67.4375 36.5625],0
n1,1,0.929248,0.007884,[ 8 16] ; [36 69],[ 8.18604651 15.81395349] ; [35.81395349 69.18604651],0
n2,1,0.976412,0.000874,[16  8] ; [71 35],[16.06153846  7.93846154] ; [70.93846154 35.06153846],0
