Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,3e-06,21.806852,[ 7 82] ; [19 27],[17.14074074 71.85925926] ; [ 8.85925926 37.14074074],1
n4,1,0.697977,0.150585,[36 55] ; [17 30],[34.94927536 56.05072464] ; [18.05072464 28.94927536],0
n1,1,0.739985,0.11014,[ 6 20] ; [ 3 13],[ 5.57142857 20.42857143] ; [ 3.42857143 12.57142857],0
b1,1,0.742245,0.108164,[38 53] ; [21 26],[38.9057971 52.0942029] ; [20.0942029 26.9057971],0
s1,1,0.775192,0.081562,[ 3 88] ; [ 2 45],[ 3.29710145 87.70289855] ; [ 1.70289855 45.29710145],0
b5,1,0.792369,0.069293,[56 35] ; [30 17],[56.71014493 34.28985507] ; [29.28985507 17.71014493],0
n3,1,0.849727,0.035897,[17  9] ; [10  6],[16.71428571  9.28571429] ; [10.28571429  5.71428571],0
u1,1,0.866422,0.028293,[ 7 84] ; [ 4 43],[ 7.25362319 83.74637681] ; [ 3.74637681 43.25362319],0
a6,1,0.880226,0.022705,[53 38] ; [28 19],[53.41304348 37.58695652] ; [27.58695652 19.41304348],0
v4,1,0.90856,0.013192,[80 11] ; [41  6],[79.78985507 11.21014493] ; [41.21014493  5.78985507],0
r3,1,0.949983,0.003935,[81 10] ; [42  5],[81.10869565  9.89130435] ; [41.89130435  5.10869565],0
b2,1,0.983984,0.000403,[15 36] ; [ 8 19],[15.03846154 35.96153846] ; [ 7.96153846 19.03846154],0
b3,1,0.983984,0.000403,[15 36] ; [ 8 19],[15.03846154 35.96153846] ; [ 7.96153846 19.03846154],0
