Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,7e-06,20.320981,[89  7] ; [37 21],[78.54545455 17.45454545] ; [47.45454545 10.54545455],1
b1,1,0.493146,0.469654,[45 51] ; [31 28],[47.07096774 48.92903226] ; [28.92903226 30.07096774],0
v1,1,0.500506,0.453863,[34 61] ; [18 41],[32.07792208 62.92207792] ; [19.92207792 39.07792208],0
a2,1,0.528085,0.398075,[22 74] ; [11 48],[20.43870968 75.56129032] ; [12.56129032 46.43870968],0
a8,1,0.602335,0.271488,[ 8 76] ; [ 7 50],[ 8.93617021 75.06382979] ; [ 6.06382979 50.93617021],0
n1,1,0.651706,0.203756,[15 24] ; [11 22],[14.08333333 24.91666667] ; [11.91666667 21.08333333],0
n3,1,0.662356,0.190674,[24 16] ; [17 14],[23.09859155 16.90140845] ; [17.90140845 13.09859155],0
p1,1,0.763264,0.09072,[ 6 90] ; [ 3 56],[ 5.57419355 90.42580645] ; [ 3.42580645 55.57419355],0
a3,1,0.765324,0.0891,[59 35] ; [35 23],[58.13157895 35.86842105] ; [35.86842105 22.13157895],0
b4,1,0.855952,0.032953,[49 47] ; [31 28],[49.5483871 46.4516129] ; [30.4516129 28.5483871],0
d3,1,0.898516,0.016265,[56 39] ; [33 24],[55.625 39.375] ; [33.375 23.625],0
b3,1,0.901523,0.015311,[17 32] ; [10 20],[16.74683544 32.25316456] ; [10.25316456 19.74683544],0
b2,1,0.901523,0.015311,[17 32] ; [10 20],[16.74683544 32.25316456] ; [10.25316456 19.74683544],0
a4,1,0.975303,0.000958,[38 56] ; [24 35],[38.09150327 55.90849673] ; [23.90849673 35.09150327],0
u3,1,0.985197,0.000344,[14 22] ; [ 9 14],[14.03389831 21.96610169] ; [ 8.96610169 14.03389831],0
