Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,2.6e-05,17.702484,[56  4] ; [42 26],[45.9375 14.0625] ; [52.0625 15.9375],1
b3,1,0.225393,1.469703,[13 29] ; [20 26],[15.75 26.25] ; [17.25 28.75],0
b2,1,0.225393,1.469703,[13 29] ; [20 26],[15.75 26.25] ; [17.25 28.75],0
b1,1,0.241567,1.371425,[26 35] ; [36 32],[29.31782946 31.68217054] ; [32.68217054 35.31782946],0
n6,1,0.26101,1.263392,[40 21] ; [38 30],[36.88372093 24.11627907] ; [41.11627907 26.88372093],0
v3,1,0.265144,1.2417,[13 44] ; [21 45],[15.75609756 41.24390244] ; [18.24390244 47.75609756],0
d4,1,0.317485,0.999278,[47 13] ; [48 20],[44.53125 15.46875] ; [50.46875 17.53125],0
s6,1,0.32616,0.964083,[29 31] ; [27 41],[26.25 33.75] ; [29.75 38.25],0
r2,1,0.338432,0.916364,[52  8] ; [53 13],[50. 10.] ; [55. 11.],0
u4,1,0.364428,0.822577,[ 1 60] ; [ 3 65],[ 1.89147287 59.10852713] ; [ 2.10852713 65.89147287],0
u2,1,0.395094,0.723208,[ 6 12] ; [12 14],[ 7.36363636 10.63636364] ; [10.63636364 15.36363636],0
p5,1,0.496324,0.462788,[ 2 59] ; [ 1 67],[ 1.41860465 59.58139535] ; [ 1.58139535 66.41860465],0
s5,1,0.498953,0.457163,[10 46] ; [ 9 58],[ 8.6504065 47.3495935] ; [10.3495935 56.6504065],0
a3,1,0.534864,0.385142,[42 19] ; [42 24],[40.34645669 20.65354331] ; [43.65354331 22.34645669],0
n2,1,0.541478,0.372807,[14  9] ; [19 17],[12.86440678 10.13559322] ; [20.13559322 15.86440678],0
d2,1,0.543473,0.369141,[29 31] ; [36 31],[30.70866142 29.29133858] ; [34.29133858 32.70866142],0
n5,1,0.564909,0.331275,[31 30] ; [38 30],[32.62790698 28.37209302] ; [36.37209302 31.62790698],0
a5,1,0.56778,0.326411,[38 23] ; [39 29],[36.41085271 24.58914729] ; [40.58914729 27.41085271],0
p1,1,0.593879,0.284327,[ 6 54] ; [ 5 63],[ 5.15625 54.84375] ; [ 5.84375 62.15625],0
s4,1,0.605774,0.266375,[11 49] ; [10 57],[ 9.92125984 50.07874016] ; [11.07874016 55.92125984],0
u1,1,0.616269,0.251147,[ 9 52] ; [ 8 60],[ 8.03875969 52.96124031] ; [ 8.96124031 59.03875969],0
d1,1,0.795058,0.067469,[31 30] ; [33 35],[30.26356589 30.73643411] ; [33.73643411 34.26356589],0
u3,1,0.861531,0.030424,[ 9 10] ; [13 13],[9.28888889 9.71111111] ; [12.71111111 13.28888889],0
a4,1,0.91529,0.011314,[29 32] ; [32 34],[29.2992126 31.7007874] ; [31.7007874 34.2992126],0
a2,1,0.919699,0.010163,[13 48] ; [14 54],[12.76744186 48.23255814] ; [14.23255814 53.76744186],0
n4,1,0.927231,0.008341,[39 22] ; [44 24],[39.24806202 21.75193798] ; [43.75193798 24.24806202],0
p12,1,0.928874,0.007968,[ 1 59] ; [ 1 67],[ 0.9375 59.0625] ; [ 1.0625 66.9375],0
b4,1,0.966546,0.001759,[37 24] ; [41 27],[36.88372093 24.11627907] ; [41.11627907 26.88372093],0
