Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,168.073247,[ 4 48] ; [296  39],[40.31007752 11.68992248] ; [259.68992248  75.31007752],1
s4,1,0.182127,1.78018,[ 8 44] ; [ 31 300],[ 5.29503916 46.70496084] ; [ 33.70496084 297.29503916],0
a8,1,0.217375,1.52162,[ 2 45] ; [ 30 276],[ 4.26062323 42.73937677] ; [ 27.73937677 278.26062323],0
a2,1,0.255681,1.291992,[ 6 46] ; [ 60 275],[ 8.86821705 43.13178295] ; [ 57.13178295 277.86821705],0
b3,1,0.285268,1.141822,[15 22] ; [ 56 122],[12.21860465 24.78139535] ; [ 58.78139535 119.21860465],0
b2,1,0.285268,1.141822,[15 22] ; [ 56 122],[12.21860465 24.78139535] ; [ 58.78139535 119.21860465],0
n1,1,0.295506,1.094366,[12 15] ; [28 56],[ 9.72972973 17.27027027] ; [30.27027027 53.72972973],0
s7,1,0.305906,1.048271,[ 5 43] ; [ 51 265],[ 7.38461538 40.61538462] ; [ 48.61538462 267.38461538],0
u2,1,0.314675,1.010951,[ 8 14] ; [59 64],[10.16551724 11.83448276] ; [56.83448276 66.16551724],0
s5,1,0.421469,0.646217,[ 6 46] ; [ 52 276],[ 7.93684211 44.06315789] ; [ 50.06315789 277.93684211],0
n5,1,0.613154,0.255608,[36 16] ; [218 114],[34.39583333 17.60416667] ; [219.60416667 112.39583333],0
d2,1,0.623423,0.241086,[22 29] ; [132 202],[20.4 30.6] ; [133.6 200.4],0
a4,1,0.634134,0.226497,[18 32] ; [132 202],[19.53125 30.46875] ; [130.46875 203.53125],0
a3,1,0.67629,0.174332,[30 20] ; [210 123],[31.33159269 18.66840731] ; [208.66840731 124.33159269],0
p12,1,0.753916,0.09827,[ 2 50] ; [ 10 320],[ 1.63350785 50.36649215] ; [ 10.36649215 319.63350785],0
p5,1,0.836355,0.042666,[ 4 46] ; [ 24 310],[ 3.64583333 46.35416667] ; [ 24.35416667 309.64583333],0
b4,1,0.943985,0.004937,[30 22] ; [195 140],[30.23255814 21.76744186] ; [194.76744186 140.23255814],0
