Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,4.2e-05,16.797234,[264  28] ; [41 17],[254.45714286  37.54285714] ; [50.54285714  7.45714286],1
u4,1,0.271557,1.208865,[ 11 285] ; [ 4 54],[ 12.54237288 283.45762712] ; [ 2.45762712 55.54237288],0
b1,1,0.343665,0.896712,[118 178] ; [27 31],[121.24293785 174.75706215] ; [23.75706215 34.24293785],0
n2,1,0.37539,0.785745,[44 12] ; [15  2],[45.26027397 10.73972603] ; [13.73972603  3.26027397],0
s6,1,0.379795,0.771365,[249  42] ; [47 11],[246.80802292  44.19197708] ; [49.19197708  8.80802292],0
r3,1,0.415026,0.664358,[286   9] ; [55  3],[284.97167139  10.02832861] ; [56.02832861  1.97167139],0
a2,1,0.434952,0.609565,[ 81 215] ; [13 45],[ 78.59887006 217.40112994] ; [15.40112994 42.59887006],0
p1,1,0.435798,0.607323,[ 30 264] ; [ 4 54],[ 28.39772727 265.60227273] ; [ 5.60227273 52.39772727],0
u2,1,0.506108,0.442105,[39 26] ; [13  6],[40.23809524 24.76190476] ; [11.76190476  7.23809524],0
b4,1,0.512711,0.42853,[170 126] ; [36 22],[172.24858757 123.75141243] ; [33.75141243 24.24858757],0
n3,1,0.567373,0.327098,[41 16] ; [11  6],[40.05405405 16.94594595] ; [11.94594595  5.05405405],0
a1,1,0.612388,0.256713,[ 20 276] ; [ 5 53],[ 20.9039548 275.0960452] ; [ 4.0960452 53.9039548],0
v2,1,0.621948,0.243139,[179 106] ; [32 22],[177.38938053 107.61061947] ; [33.61061947 20.38938053],0
a6,1,0.632671,0.228456,[189 106] ; [34 22],[187.42165242 107.57834758] ; [35.57834758 20.42165242],0
p12,1,0.645918,0.211085,[ 37 259] ; [ 6 52],[ 35.95480226 260.04519774] ; [ 7.04519774 50.95480226],0
b2,1,0.663868,0.188859,[ 83 111] ; [14 22],[ 81.8173913 112.1826087] ; [15.1826087 20.8173913],0
b3,1,0.663868,0.188859,[ 83 111] ; [14 22],[ 81.8173913 112.1826087] ; [15.1826087 20.8173913],0
u3,1,0.70056,0.14789,[42 24] ; [13  6],[42.70588235 23.29411765] ; [12.29411765  6.70588235],0
u1,1,0.733191,0.116202,[ 62 234] ; [11 47],[ 61.03954802 234.96045198] ; [11.96045198 46.03954802],0
v1,1,0.780942,0.077335,[173 111] ; [33 23],[172.07058824 111.92941176] ; [33.92941176 22.07058824],0
n1,1,0.800758,0.063689,[26 30] ; [8 8],[26.44444444 29.55555556] ; [7.55555556 8.44444444],0
v3,1,0.845075,0.038183,[135 149] ; [25 26],[135.64179104 148.35820896] ; [24.35820896 26.64179104],0
a4,1,0.875775,0.024438,[136 160] ; [26 32],[135.45762712 160.54237288] ; [26.54237288 31.45762712],0
d2,1,0.880329,0.022666,[156 139] ; [29 27],[155.48433048 139.51566952] ; [29.51566952 26.48433048],0
