Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.001704,9.843762,[17 29] ; [15 90],[ 9.74834437 36.25165563] ; [22.25165563 82.74834437],0
p1,1,0.668214,0.183698,[ 3 43] ; [ 9 96],[ 3.65562914 42.34437086] ; [ 8.34437086 96.65562914],0
a1,1,0.679219,0.171007,[ 3 43] ; [ 9 97],[ 3.63157895 42.36842105] ; [ 8.36842105 97.63157895],0
p5,1,0.68207,0.167805,[ 4 42] ; [ 7 96],[ 3.39597315 42.60402685] ; [ 7.60402685 95.39597315],0
b3,1,0.690862,0.158154,[ 8 20] ; [20 41],[ 8.80898876 19.19101124] ; [19.19101124 41.80898876],0
b2,1,0.690862,0.158154,[ 8 20] ; [20 41],[ 8.80898876 19.19101124] ; [19.19101124 41.80898876],0
s3,1,0.722745,0.125878,[20 26] ; [42 62],[19.01333333 26.98666667] ; [42.98666667 61.01333333],0
a7,1,0.728711,0.120299,[27 19] ; [59 47],[26.02631579 19.97368421] ; [59.97368421 46.02631579],0
s7,1,0.748939,0.102425,[12 32] ; [25 76],[11.22758621 32.77241379] ; [25.77241379 75.22758621],0
p10,1,0.750139,0.101415,[30 16] ; [65 39],[29.13333333 16.86666667] ; [65.86666667 38.13333333],0
p2,1,0.781475,0.076949,[30 16] ; [66 39],[29.24503311 16.75496689] ; [66.75496689 38.24503311],0
a5,1,0.80547,0.060651,[24 22] ; [53 53],[23.30263158 22.69736842] ; [53.69736842 52.30263158],0
u2,1,0.836619,0.042527,[ 6 10] ; [21 31],[6.35294118 9.64705882] ; [20.64705882 31.35294118],0
n1,1,0.890664,0.018896,[ 4 10] ; [11 25],[4.2 9.8] ; [10.8 25.2],0
s5,1,0.898365,0.016314,[ 8 36] ; [18 86],[ 7.72972973 36.27027027] ; [18.27027027 85.72972973],0
n5,1,0.899568,0.015928,[30 16] ; [68 38],[29.65789474 16.34210526] ; [68.34210526 37.65789474],0
u1,1,0.92054,0.009951,[ 2 44] ; [  5 101],[ 2.11842105 43.88157895] ; [  4.88157895 101.11842105],0
p3,1,0.948479,0.004175,[15 31] ; [34 72],[14.82894737 31.17105263] ; [34.17105263 71.82894737],0
a8,1,0.972172,0.001217,[ 4 40] ; [ 9 92],[ 3.94482759 40.05517241] ; [ 9.05517241 91.94482759],0
