Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,2.9e-05,17.49847,[20  9] ; [11 40],[11.2375 17.7625] ; [19.7625 31.2375],1
a8,1,0.602629,0.271049,[ 2 27] ; [ 5 43],[ 2.63636364 26.36363636] ; [ 4.36363636 43.63636364],0
p3,1,0.649564,0.206451,[ 9 19] ; [19 32],[ 9.92405063 18.07594937] ; [18.07594937 32.92405063],0
p12,1,0.662887,0.190035,[ 1 27] ; [ 1 50],[ 0.70886076 27.29113924] ; [ 1.29113924 49.70886076],0
p8,1,0.680947,0.169062,[ 8 21] ; [16 34],[ 8.81012658 20.18987342] ; [15.18987342 34.81012658],0
b2,1,0.683135,0.166618,[ 6 11] ; [12 17],[ 6.65217391 10.34782609] ; [11.34782609 17.65217391],0
b3,1,0.683135,0.166618,[ 6 11] ; [12 17],[ 6.65217391 10.34782609] ; [11.34782609 17.65217391],0
s1,1,0.703446,0.144912,[ 3 26] ; [ 4 47],[ 2.5375 26.4625] ; [ 4.4625 46.5375],0
n4,1,0.77758,0.079792,[19  9] ; [33 18],[18.43037975  9.56962025] ; [33.56962025 17.43037975],0
b1,1,0.813547,0.055627,[18 11] ; [33 18],[18.4875 10.5125] ; [32.5125 18.4875],0
p6,1,0.855672,0.033083,[ 6 23] ; [11 38],[ 6.32051282 22.67948718] ; [10.67948718 38.32051282],0
u2,1,0.860817,0.030742,[4 7] ; [ 8 16],[3.77142857 7.22857143] ; [ 8.22857143 15.77142857],0
b4,1,0.883521,0.021465,[16 13] ; [29 22],[16.3125 12.6875] ; [28.6875 22.3125],0
p4,1,0.898406,0.016301,[12 17] ; [21 28],[12.26923077 16.73076923] ; [20.73076923 28.26923077],0
u1,1,0.914697,0.011474,[ 1 28] ; [ 2 49],[ 1.0875 27.9125] ; [ 1.9125 49.0875],0
