Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,6.2e-05,16.030572,[16  9] ; [16 60],[ 7.92079208 17.07920792] ; [24.07920792 51.92079208],1
a3,1,0.283331,1.151042,[ 9 15] ; [39 39],[11.29411765 12.70588235] ; [36.70588235 41.29411765],0
s8,1,0.321055,0.984646,[ 4 21] ; [20 58],[ 5.82524272 19.17475728] ; [18.17475728 59.82524272],0
r3,1,0.382481,0.762711,[21  4] ; [59 19],[19.41747573  5.58252427] ; [60.58252427 17.41747573],0
n1,1,0.389961,0.739065,[2 1] ; [11 16],[1.3 1.7] ; [11.7 15.3],0
n4,1,0.398363,0.713262,[13 12] ; [48 30],[14.80582524 10.19417476] ; [46.19417476 31.80582524],0
p11,1,0.413495,0.66873,[15 10] ; [40 39],[13.22115385 11.77884615] ; [41.77884615 37.22115385],0
p1,1,0.423053,0.64182,[ 4 21] ; [ 8 71],[ 2.88461538 22.11538462] ; [ 9.11538462 69.88461538],0
b5,1,0.438257,0.600842,[13 12] ; [48 31],[14.66346154 10.33653846] ; [46.33653846 32.66346154],0
a4,1,0.446831,0.578678,[ 4 20] ; [19 60],[ 5.3592233 18.6407767] ; [17.6407767 61.3592233],0
s5,1,0.623639,0.240786,[ 6 18] ; [15 59],[ 5.14285714 18.85714286] ; [15.85714286 58.14285714],0
n6,1,0.638547,0.220648,[17  8] ; [49 29],[16.01941748  8.98058252] ; [49.98058252 28.01941748],0
n5,1,0.65566,0.198839,[15 10] ; [50 27],[15.93137255  9.06862745] ; [49.06862745 27.93137255],0
u2,1,0.672407,0.178799,[7 9] ; [20 20],[7.71428571 8.28571429] ; [19.28571429 20.71428571],0
u3,1,0.672407,0.178799,[7 9] ; [20 20],[7.71428571 8.28571429] ; [19.28571429 20.71428571],0
v1,1,0.71142,0.136863,[10 15] ; [28 50],[ 9.22330097 15.77669903] ; [28.77669903 49.22330097],0
s4,1,0.736194,0.1135,[ 4 21] ; [15 64],[ 4.56730769 20.43269231] ; [14.43269231 64.56730769],0
r1,1,0.738219,0.111699,[16  9] ; [47 31],[15.29126214  9.70873786] ; [47.70873786 30.29126214],0
v4,1,0.747852,0.103344,[20  5] ; [60 18],[19.41747573  5.58252427] ; [60.58252427 17.41747573],0
d3,1,0.797433,0.06588,[ 6 19] ; [21 58],[ 6.49038462 18.50961538] ; [20.50961538 58.49038462],0
s3,1,0.898715,0.016201,[ 9 14] ; [29 48],[ 8.74 14.26] ; [29.26 47.74],0
a8,1,0.950398,0.00387,[ 3 21] ; [10 67],[ 3.08910891 20.91089109] ; [ 9.91089109 67.08910891],0
r2,1,0.955833,0.003067,[20  5] ; [62 16],[19.90291262  5.09708738] ; [62.09708738 15.90291262],0
b4,1,0.992953,7.8e-05,[13 12] ; [41 38],[12.98076923 12.01923077] ; [41.01923077 37.98076923],0
n3,1,1.0,0.0,[2 1] ; [18  9],[2. 1.] ; [18.  9.],0
