Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.000211,13.730433,[12 14] ; [91 21],[19.4057971  6.5942029] ; [83.5942029 28.4057971],1
u3,1,0.745939,0.104975,[4 1] ; [19  7],[3.70967742 1.29032258] ; [19.29032258  6.70967742],0
b3,1,0.760056,0.093273,[6 8] ; [35 39],[6.52272727 7.47727273] ; [34.47727273 39.52272727],0
b2,1,0.760056,0.093273,[6 8] ; [35 39],[6.52272727 7.47727273] ; [34.47727273 39.52272727],0
r1,1,0.84562,0.037912,[22  4] ; [93 19],[21.66666667  4.33333333] ; [93.33333333 18.66666667],0
s2,1,0.854347,0.0337,[20  6] ; [88 24],[20.34782609  5.65217391] ; [87.65217391 24.34782609],0
v3,1,0.879658,0.022923,[11 14] ; [47 64],[10.66176471 14.33823529] ; [47.33823529 63.66176471],0
a8,1,0.882068,0.022007,[ 3 18] ; [14 93],[ 2.7890625 18.2109375] ; [14.2109375 92.7890625],0
p1,1,0.885412,0.020768,[ 5 20] ; [21 91],[ 4.74452555 20.25547445] ; [21.25547445 90.74452555],0
s1,1,0.889263,0.019387,[ 1 25] ; [  5 107],[ 1.13043478 24.86956522] ; [  4.86956522 107.13043478],0
r4,1,0.946157,0.004561,[25  1] ; [108   4],[25.05797101  0.94202899] ; [107.94202899   4.05797101],0
a7,1,0.961968,0.002274,[18  8] ; [77 35],[17.89855072  8.10144928] ; [77.10144928 34.89855072],0
a4,1,0.979811,0.00064,[14 12] ; [60 52],[13.94202899 12.05797101] ; [60.05797101 51.94202899],0
