Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.000805,11.229167,[19  9] ; [14 35],[12. 16.] ; [21. 28.],1
n1,1,0.386876,0.748739,[1 4] ; [ 7 10],[1.81818182 3.18181818] ; [ 6.18181818 10.81818182],0
a6,1,0.43131,0.619295,[18 12] ; [26 25],[16.2962963 13.7037037] ; [27.7037037 23.2962963],0
d4,1,0.4639,0.536467,[25  5] ; [39 12],[23.7037037  6.2962963] ; [40.2962963 10.7037037],0
u3,1,0.466473,0.530318,[10  3] ; [13  7],[9.06060606 3.93939394] ; [13.93939394  6.06060606],0
a8,1,0.487696,0.481605,[ 2 24] ; [ 6 40],[ 2.88888889 23.11111111] ; [ 5.11111111 40.88888889],0
a4,1,0.493294,0.469333,[ 8 22] ; [17 33],[ 9.375 20.625] ; [15.625 34.375],0
p5,1,0.494398,0.466941,[ 3 27] ; [ 3 48],[ 2.22222222 27.77777778] ; [ 3.77777778 47.22222222],0
a1,1,0.494398,0.466941,[ 3 27] ; [ 3 48],[ 2.22222222 27.77777778] ; [ 3.77777778 47.22222222],0
b2,1,0.515582,0.422721,[ 5 20] ; [ 8 21],[ 6.01851852 18.98148148] ; [ 6.98148148 22.01851852],0
b3,1,0.515582,0.422721,[ 5 20] ; [ 8 21],[ 6.01851852 18.98148148] ; [ 6.98148148 22.01851852],0
p6,1,0.543182,0.369674,[ 8 21] ; [11 40],[ 6.8875 22.1125] ; [12.1125 38.8875],0
p3,1,0.59652,0.280277,[10 20] ; [20 31],[11.11111111 18.88888889] ; [18.88888889 32.11111111],0
a7,1,0.625484,0.238235,[19 11] ; [35 16],[20. 10.] ; [34. 17.],0
n6,1,0.683003,0.166765,[23  7] ; [37 14],[22.22222222  7.77777778] ; [37.77777778 13.22222222],0
p4,1,0.685267,0.164257,[17 13] ; [26 24],[16.125 13.875] ; [26.875 23.125],0
v1,1,0.715696,0.132654,[13 17] ; [20 31],[12.22222222 17.77777778] ; [20.77777778 30.22222222],0
a3,1,0.715696,0.132654,[17 13] ; [31 20],[17.77777778 12.22222222] ; [30.22222222 20.77777778],0
p8,1,0.715696,0.132654,[13 17] ; [20 31],[12.22222222 17.77777778] ; [20.77777778 30.22222222],0
n2,1,0.726053,0.122767,[4 1] ; [13  5],[3.69565217 1.30434783] ; [13.30434783  4.69565217],0
s5,1,0.733528,0.115897,[ 9 20] ; [14 37],[ 8.3375 20.6625] ; [14.6625 36.3375],0
s1,1,0.826495,0.048048,[ 2 28] ; [ 4 46],[ 2.25 27.75] ; [ 3.75 46.25],0
s4,1,0.854433,0.033659,[ 7 22] ; [13 37],[ 7.34177215 21.65822785] ; [12.65822785 37.34177215],0
b5,1,0.900977,0.015482,[19 11] ; [33 18],[19.25925926 10.74074074] ; [32.74074074 18.25925926],0
u1,1,0.907588,0.013475,[ 5 25] ; [ 8 43],[ 4.81481481 25.18518519] ; [ 8.18518519 42.81481481],0
d3,1,0.957779,0.002803,[19 11] ; [32 19],[18.88888889 11.11111111] ; [32.11111111 18.88888889],0
p7,1,0.981129,0.00056,[15 14] ; [26 24],[15.05063291 13.94936709] ; [25.94936709 24.05063291],0
