Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,37.615299,[84 79] ; [16 92],[ 60.14760148 102.85239852] ; [39.85239852 68.14760148],1
p10,1,0.681958,0.16793,[130  31] ; [85 23],[128.6802974  32.3197026] ; [86.3197026 21.6802974],0
a3,1,0.685947,0.163508,[106  57] ; [67 40],[104.44074074  58.55925926] ; [68.55925926 38.44074074],0
v1,1,0.7114,0.136883,[85 76] ; [53 52],[83.52631579 77.47368421] ; [54.47368421 50.52631579],0
n1,1,0.747968,0.103247,[10 18] ; [10 15],[10.56603774 17.43396226] ; [ 9.43396226 15.56603774],0
p8,1,0.780841,0.077408,[96 66] ; [61 45],[94.90298507 67.09701493] ; [62.09701493 43.90298507],0
v4,1,0.781067,0.077244,[151  12] ; [101   7],[151.57195572  11.42804428] ; [100.42804428   7.57195572],0
p7,1,0.796291,0.066641,[112  48] ; [74 34],[111.04477612  48.95522388] ; [74.95522388 33.04477612],0
a8,1,0.822139,0.050533,[ 13 136] ; [ 9 85],[ 13.48971193 135.51028807] ; [ 8.51028807 85.48971193],0
b5,1,0.875138,0.024692,[92 71] ; [62 46],[92.62730627 70.37269373] ; [61.37269373 46.62730627],0
p2,1,0.916833,0.010904,[143  19] ; [94 13],[142.72862454  19.27137546] ; [94.27137546 12.72862454],0
a6,1,0.930451,0.007617,[111  52] ; [73 35],[110.67158672  52.32841328] ; [73.32841328 34.67158672],0
a4,1,1.0,0.0,[75 87] ; [50 58],[75. 87.] ; [50. 58.],0
