Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,2.8e-05,17.558313,[26 33] ; [ 7 58],[15.7016129 43.2983871] ; [17.2983871 47.7016129],1
u1,1,0.654429,0.200361,[ 6 57] ; [ 5 63],[ 5.29007634 57.70992366] ; [ 5.70992366 62.29007634],0
p6,1,0.658673,0.19514,[14 43] ; [14 52],[12.97560976 44.02439024] ; [15.02439024 50.97560976],0
n4,1,0.65956,0.194058,[33 30] ; [33 35],[31.74045802 31.25954198] ; [34.25954198 33.74045802],0
p7,1,0.659695,0.193894,[30 30] ; [29 34],[28.7804878 31.2195122] ; [30.2195122 32.7804878],0
s8,1,0.779901,0.078091,[19 44] ; [19 49],[18.27480916 44.72519084] ; [19.72519084 48.27480916],0
a8,1,0.786052,0.07368,[ 5 51] ; [ 5 61],[ 4.59016393 51.40983607] ; [ 5.40983607 60.59016393],0
s4,1,0.806454,0.060027,[11 52] ; [13 55],[11.54198473 51.45801527] ; [12.45801527 55.54198473],0
u3,1,0.865053,0.028881,[10  5] ; [18  8],[10.24390244  4.75609756] ; [17.75609756  8.24390244],0
s5,1,0.878654,0.02331,[15 44] ; [16 50],[14.632 44.368] ; [16.368 49.632],0
d2,1,0.884399,0.02114,[27 36] ; [30 38],[27.41221374 35.58778626] ; [29.58778626 38.41221374],0
a6,1,0.884933,0.020944,[40 23] ; [44 24],[40.39694656 22.60305344] ; [43.60305344 24.39694656],0
p1,1,0.938459,0.005961,[ 3 60] ; [ 3 64],[ 2.90769231 60.09230769] ; [ 3.09230769 63.90769231],0
