Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,70.173428,[ 7 33] ; [124  21],[28.32432432 11.67567568] ; [102.67567568  42.32432432],1
a7,1,0.021381,5.295476,[17 23] ; [91 54],[23.35135135 16.64864865] ; [84.64864865 60.35135135],0
u2,1,0.03384,4.502793,[ 5 13] ; [29 22],[8.86956522 9.13043478] ; [25.13043478 25.86956522],0
v1,1,0.036757,4.361656,[ 8 31] ; [55 88],[13.5 25.5] ; [49.5 93.5],0
b5,1,0.0398,4.226388,[17 23] ; [88 57],[22.7027027 17.2972973] ; [82.2972973 62.7027027],0
a6,1,0.04316,4.089135,[17 23] ; [87 57],[22.60869565 17.39130435] ; [81.39130435 62.60869565],0
d5,1,0.047556,3.925611,[22 18] ; [103  41],[27.17391304 12.82608696] ; [97.82608696 46.17391304],0
p7,1,0.050447,3.826531,[ 7 33] ; [47 93],[12. 28.] ; [42. 98.],0
n2,1,0.078974,3.085882,[11 10] ; [39 14],[14.18918919  6.81081081] ; [35.81081081 17.18918919],0
p3,1,0.08753,2.919231,[ 7 33] ; [45 99],[11.30434783 28.69565217] ; [ 40.69565217 103.30434783],0
u1,1,0.090049,2.873496,[ 2 38] ; [ 22 123],[ 5.18918919 34.81081081] ; [ 18.81081081 126.18918919],0
s5,1,0.090415,2.866962,[ 5 35] ; [ 34 101],[ 8.91428571 31.08571429] ; [ 30.08571429 104.91428571],0
a5,1,0.10446,2.636092,[20 20] ; [93 52],[24.43243243 15.56756757] ; [88.56756757 56.43243243],0
n3,1,0.105193,2.625,[ 9 11] ; [33 17],[12.  8.] ; [30. 20.],0
s3,1,0.11644,2.464566,[12 27] ; [64 79],[16.28571429 22.71428571] ; [59.71428571 83.28571429],0
a2,1,0.122254,2.388203,[ 4 36] ; [ 30 115],[ 7.35135135 32.64864865] ; [ 26.64864865 118.35135135],0
n1,1,0.145344,2.120444,[12  9] ; [20 32],[ 9.20547945 11.79452055] ; [22.79452055 29.20547945],0
a1,1,0.150714,2.065011,[ 6 34] ; [ 11 134],[ 3.67567568 36.32432432] ; [ 13.32432432 131.67567568],0
p8,1,0.155084,2.021514,[ 5 35] ; [ 33 112],[ 8.21621622 31.78378378] ; [ 29.78378378 115.21621622],0
a8,1,0.18293,1.773657,[ 6 34] ; [ 11 127],[ 3.82022472 36.17977528] ; [ 13.17977528 124.82022472],0
a4,1,0.186014,1.748909,[13 26] ; [65 79],[16.62295082 22.37704918] ; [61.37704918 82.62295082],0
s7,1,0.208135,1.584349,[ 9 28] ; [48 88],[12.19075145 24.80924855] ; [44.80924855 91.19075145],0
s1,1,0.261703,1.259725,[ 5 35] ; [ 10 133],[ 3.27868852 36.72131148] ; [ 11.72131148 131.27868852],0
d2,1,0.313134,1.01741,[21 18] ; [64 79],[18.21428571 20.78571429] ; [66.78571429 76.21428571],0
b4,1,0.326405,0.963109,[25 15] ; [78 67],[22.27027027 17.72972973] ; [80.72972973 64.27027027],0
d4,1,0.342454,0.901224,[27 13] ; [108  36],[29.34782609 10.65217391] ; [105.65217391  38.34782609],0
a3,1,0.348779,0.877895,[22 17] ; [93 51],[24.50819672 14.49180328] ; [90.49180328 53.50819672],0
s4,1,0.362176,0.830332,[ 6 34] ; [ 31 113],[ 8.04347826 31.95652174] ; [ 28.95652174 115.04347826],0
d1,1,0.379499,0.772326,[17 23] ; [73 72],[19.45945946 20.54054054] ; [70.54054054 74.45945946],0
b2,1,0.400537,0.706714,[12 16] ; [30 58],[10.13793103 17.86206897] ; [31.86206897 56.13793103],0
b3,1,0.400537,0.706714,[12 16] ; [30 58],[10.13793103 17.86206897] ; [31.86206897 56.13793103],0
v3,1,0.423724,0.639964,[10 29] ; [44 92],[12.03428571 26.96571429] ; [41.96571429 94.03428571],0
p12,1,0.427994,0.628261,[ 1 39] ; [  8 136],[ 1.95652174 38.04347826] ; [  7.04347826 136.95652174],0
n4,1,0.478527,0.502219,[27 13] ; [89 56],[25.08108108 14.91891892] ; [90.91891892 54.08108108],0
n5,1,0.565512,0.330251,[23 17] ; [90 54],[24.56521739 15.43478261] ; [88.43478261 55.56521739],0
u4,1,0.764382,0.089839,[ 1 39] ; [  5 140],[ 1.2972973 38.7027027] ; [  4.7027027 140.2972973],0
b1,1,0.846844,0.037306,[20 20] ; [70 75],[19.45945946 20.54054054] ; [70.54054054 74.45945946],0
