Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,108.182158,[437 113] ; [ 72 114],[380.36684783 169.63315217] ; [128.63315217  57.36684783],1
d5,1,0.39469,0.724443,[487  64] ; [160  26],[483.71370421  67.28629579] ; [163.28629579  22.71370421],0
p1,1,0.44176,0.591707,[ 42 505] ; [ 11 173],[ 39.65937073 507.34062927] ; [ 13.34062927 170.65937073],0
s4,1,0.453126,0.562819,[ 90 452] ; [ 35 149],[ 93.31955923 448.68044077] ; [ 31.68044077 152.31955923],0
n2,1,0.464584,0.534828,[86 36] ; [38 12],[87.95348837 34.04651163] ; [36.04651163 13.95348837],0
v3,1,0.52118,0.411558,[209 317] ; [ 76 103],[212.63829787 313.36170213] ; [ 72.36170213 106.63829787],0
r3,1,0.536759,0.38158,[528  21] ; [176   9],[526.5613079  22.4386921] ; [177.4386921   7.5613079],0
s6,1,0.550236,0.356895,[374 169] ; [119  60],[370.77423823 172.22576177] ; [122.22576177  56.77423823],0
u2,1,0.593715,0.28458,[91 52] ; [23 16],[89.57142857 53.42857143] ; [24.42857143 14.57142857],0
n4,1,0.600017,0.27497,[417 133] ; [143  41],[419.61852861 130.38147139] ; [140.38147139  43.61852861],0
n1,1,0.608274,0.262696,[43 77] ; [20 30],[44.47058824 75.52941176] ; [18.52941176 31.47058824],0
n6,1,0.640155,0.21854,[464  85] ; [152  31],[462.  87.] ; [154.  29.],0
p8,1,0.65665,0.197619,[290 254] ; [92 87],[287.42461964 256.57538036] ; [94.57538036 84.42461964],0
p11,1,0.664893,0.187634,[432 119] ; [143  43],[429.88466757 121.11533243] ; [145.11533243  40.88466757],0
d2,1,0.690332,0.158726,[288 262] ; [100  85],[290.34013605 259.65986395] ; [97.65986395 87.34013605],0
p3,1,0.700895,0.147542,[273 276] ; [94 89],[275.25 273.75] ; [91.75 91.25],0
s3,1,0.715261,0.133079,[305 239] ; [106  78],[307.12087912 236.87912088] ; [103.87912088  80.12087912],0
a4,1,0.795506,0.067168,[266 284] ; [92 94],[267.52717391 282.47282609] ; [90.47282609 95.52717391],0
u4,1,0.801655,0.063105,[ 13 538] ; [  5 181],[ 13.45725916 537.54274084] ; [  4.54274084 181.45725916],0
p9,1,0.816662,0.05375,[462  80] ; [153  28],[461.0373444  80.9626556] ; [153.9626556  27.0373444],0
s1,1,0.832762,0.044589,[ 16 526] ; [  6 178],[ 16.42424242 525.57575758] ; [  5.57575758 178.42424242],0
p6,1,0.861427,0.030471,[203 339] ; [ 65 112],[202.02503477 339.97496523] ; [ 65.97496523 111.02503477],0
a5,1,0.867922,0.027655,[421 130] ; [141  45],[420.16553596 130.83446404] ; [141.83446404  44.16553596],0
s2,1,0.889039,0.019466,[293 254] ; [98 87],[292.18169399 254.81830601] ; [98.81830601 86.18169399],0
p5,1,0.916324,0.011039,[ 62 485] ; [ 20 161],[ 61.61263736 485.38736264] ; [ 20.38736264 160.61263736],0
