Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,35.392916,[81 14] ; [ 6 18],[69.45378151 25.54621849] ; [17.54621849  6.45378151],1
p1,1,0.395869,0.72084,[ 9 85] ; [ 1 23],[ 7.96610169 86.03389831] ; [ 2.03389831 21.96610169],0
a7,1,0.421764,0.645394,[66 27] ; [19  5],[67.56410256 25.43589744] ; [17.43589744  6.56410256],0
v2,1,0.491332,0.473607,[65 28] ; [17  5],[66.31304348 26.68695652] ; [15.68695652  6.31304348],0
r2,1,0.568333,0.32548,[87  7] ; [23  1],[87.62711864  6.37288136] ; [22.37288136  1.62711864],0
p9,1,0.637082,0.222579,[73 20] ; [17  6],[72.15517241 20.84482759] ; [17.84482759  5.15517241],0
p3,1,0.65179,0.20365,[44 50] ; [10 14],[43.01694915 50.98305085] ; [10.98305085 13.01694915],0
r3,1,0.673905,0.177068,[87  6] ; [23  1],[87.43589744  5.56410256] ; [22.56410256  1.43589744],0
v4,1,0.681635,0.168291,[88  6] ; [23  1],[88.42372881  5.57627119] ; [22.57627119  1.42372881],0
s5,1,0.687556,0.161744,[28 64] ; [ 8 15],[28.8 63.2] ; [ 7.2 15.8],0
r1,1,0.711751,0.136534,[76 19] ; [20  4],[76.63865546 18.36134454] ; [19.36134454  4.63865546],0
p5,1,0.738794,0.111189,[10 84] ; [ 2 22],[ 9.55932203 84.44067797] ; [ 2.44067797 21.55932203],0
b5,1,0.746628,0.104386,[51 44] ; [12 12],[50.29411765 44.70588235] ; [12.70588235 11.29411765],0
b4,1,0.749189,0.102214,[60 35] ; [16  8],[60.67226891 34.32773109] ; [15.32773109  8.67226891],0
p4,1,0.752476,0.099462,[45 46] ; [11 13],[44.31304348 46.68695652] ; [11.68695652 12.31304348],0
u3,1,0.826824,0.047863,[11 10] ; [4 3],[11.25  9.75] ; [3.75 3.25],0
d5,1,0.84924,0.036134,[73 22] ; [18  6],[72.64705882 22.35294118] ; [18.35294118  5.64705882],0
p12,1,0.851931,0.03484,[ 9 85] ; [ 2 22],[ 8.76271186 85.23728814] ; [ 2.23728814 21.76271186],0
r4,1,0.879229,0.023088,[82 13] ; [21  3],[82.22689076 12.77310924] ; [20.77310924  3.22689076],0
p7,1,0.897518,0.016589,[55 37] ; [14 10],[54.72413793 37.27586207] ; [14.27586207  9.72413793],0
s3,1,0.90136,0.015362,[48 43] ; [13 11],[48.26956522 42.73043478] ; [12.73043478 11.26956522],0
d4,1,0.965211,0.001902,[74 19] ; [19  5],[73.92307692 19.07692308] ; [19.07692308  4.92307692],0
d3,1,0.973705,0.001087,[63 31] ; [16  8],[62.93220339 31.06779661] ; [16.06779661  7.93220339],0
s6,1,0.99033,0.000147,[58 35] ; [15  9],[58.02564103 34.97435897] ; [14.97435897  9.02564103],0
