Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,31.138622,[18 81] ; [21  8],[30.1640625 68.8359375] ; [ 8.8359375 20.1640625],1
a7,1,0.628348,0.234308,[59 39] ; [16 13],[57.87401575 40.12598425] ; [17.12598425 11.87401575],0
b5,1,0.743409,0.107153,[58 41] ; [16 13],[57.234375 41.765625] ; [16.765625 12.234375],0
d4,1,0.796334,0.066612,[72 26] ; [22  7],[72.53543307 25.46456693] ; [21.46456693  7.53543307],0
v3,1,0.81712,0.053477,[26 69] ; [ 8 19],[26.47540984 68.52459016] ; [ 7.52459016 19.47540984],0
n6,1,0.887076,0.020166,[60 39] ; [18 11],[60.328125 38.671875] ; [17.671875 11.328125],0
b4,1,0.887076,0.020166,[60 39] ; [18 11],[60.328125 38.671875] ; [17.671875 11.328125],0
d1,1,0.90806,0.013337,[49 50] ; [14 15],[48.7265625 50.2734375] ; [14.2734375 14.7265625],0
d2,1,0.909053,0.013049,[49 48] ; [15 14],[49.26984127 47.73015873] ; [14.73015873 14.26984127],0
u4,1,0.90942,0.012944,[ 3 96] ; [ 1 28],[ 3.09375 95.90625] ; [ 0.90625 28.09375],0
a3,1,0.963267,0.002121,[64 33] ; [19 10],[63.8968254 33.1031746] ; [19.1031746  9.8968254],0
b2,1,0.995065,3.8e-05,[25 43] ; [ 7 12],[25.01149425 42.98850575] ; [ 6.98850575 12.01149425],0
b3,1,0.995065,3.8e-05,[25 43] ; [ 7 12],[25.01149425 42.98850575] ; [ 6.98850575 12.01149425],0
