Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.001841,9.701654,[24 10] ; [ 7 17],[18.17241379 15.82758621] ; [12.82758621 11.17241379],0
p7,1,0.412133,0.67264,[ 9 24] ; [ 9 15],[10.42105263 22.57894737] ; [ 7.57894737 16.42105263],0
u3,1,0.432111,0.617143,[ 3 12] ; [4 8],[ 3.88888889 11.11111111] ; [3.11111111 8.88888889],0
s1,1,0.463111,0.538364,[ 5 29] ; [ 2 22],[ 4.10344828 29.89655172] ; [ 2.89655172 21.10344828],0
a5,1,0.469068,0.524171,[16 18] ; [ 9 15],[14.65517241 19.34482759] ; [10.34482759 13.65517241],0
p10,1,0.495967,0.463555,[ 6 28] ; [ 6 18],[ 7.03448276 26.96551724] ; [ 4.96551724 19.03448276],0
s5,1,0.548513,0.359987,[ 4 30] ; [ 4 19],[ 4.77192982 29.22807018] ; [ 3.22807018 19.77192982],0
a3,1,0.570736,0.321453,[19 14] ; [12 12],[17.94736842 15.05263158] ; [13.05263158 10.94736842],0
n3,1,0.693282,0.155556,[ 8 12] ; [7 8],[ 8.57142857 11.42857143] ; [6.42857143 8.57142857],0
u1,1,0.801104,0.063463,[ 1 33] ; [ 1 23],[ 1.17241379 32.82758621] ; [ 0.82758621 23.17241379],0
s4,1,0.808392,0.058807,[ 8 26] ; [ 5 19],[ 7.62068966 26.37931034] ; [ 5.37931034 18.62068966],0
n1,1,0.812524,0.05625,[ 7 13] ; [ 5 11],[ 6.66666667 13.33333333] ; [ 5.33333333 10.66666667],0
u2,1,0.850646,0.035455,[6 9] ; [4 7],[5.76923077 9.23076923] ; [4.23076923 6.76923077],0
v3,1,0.922448,0.009477,[ 6 28] ; [ 4 20],[ 5.86206897 28.13793103] ; [ 4.13793103 19.86206897],0
b1,1,0.926577,0.008492,[18 16] ; [13 11],[18.17241379 15.82758621] ; [12.82758621 11.17241379],0
a6,1,0.926577,0.008492,[16 18] ; [11 13],[15.82758621 18.17241379] ; [11.17241379 12.82758621],0
b4,1,0.926577,0.008492,[18 16] ; [13 11],[18.17241379 15.82758621] ; [12.82758621 11.17241379],0
a2,1,0.93253,0.007168,[ 4 30] ; [ 3 21],[ 4.10344828 29.89655172] ; [ 2.89655172 21.10344828],0
r1,1,0.937548,0.006139,[11 23] ; [ 8 16],[11.13793103 22.86206897] ; [ 7.86206897 16.13793103],0
r2,1,0.938346,0.005983,[17 15] ; [13 11],[17.14285714 14.85714286] ; [12.85714286 11.14285714],0
