Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,6e-06,20.565457,[ 58 101] ; [58 29],[74.97560976 84.02439024] ; [41.02439024 45.97560976],1
u1,1,0.275102,1.191131,[ 26 138] ; [19 70],[ 29.16996047 134.83003953] ; [15.83003953 73.16996047],0
n2,1,0.293239,1.10469,[33 16] ; [16  4],[34.79710145 14.20289855] ; [14.20289855  5.79710145],0
s5,1,0.30699,1.04358,[ 31 121] ; [22 62],[ 34.13559322 117.86440678] ; [18.86440678 65.13559322],0
n5,1,0.319486,0.991049,[131  32] ; [76 13],[133.89285714  29.10714286] ; [73.10714286 15.89285714],0
a5,1,0.335703,0.926771,[120  44] ; [70 19],[123.16205534  40.83794466] ; [66.83794466 22.16205534],0
p8,1,0.34231,0.90176,[ 37 126] ; [25 64],[ 40.1031746 122.8968254] ; [21.8968254 67.1031746],0
u3,1,0.350223,0.872649,[27 30] ; [13  9],[28.86075949 28.13924051] ; [11.13924051 10.86075949],0
n6,1,0.377925,0.77744,[132  31] ; [76 13],[134.53968254  28.46031746] ; [73.46031746 15.53968254],0
p5,1,0.400487,0.706863,[ 10 153] ; [ 8 81],[ 11.64285714 151.35714286] ; [ 6.35714286 82.64285714],0
p6,1,0.473786,0.513133,[ 26 137] ; [17 70],[ 28.036 134.964] ; [14.964 72.036],0
s1,1,0.482345,0.493557,[  9 155] ; [ 3 83],[  7.872 156.128] ; [ 4.128 81.872],0
s3,1,0.527144,0.399893,[77 85] ; [44 41],[79.36032389 82.63967611] ; [41.63967611 43.36032389],0
b1,1,0.569616,0.323325,[ 64 100] ; [38 51],[66.11857708 97.88142292] ; [35.88142292 53.11857708],0
p3,1,0.580944,0.304711,[ 53 110] ; [32 57],[ 54.98015873 108.01984127] ; [30.01984127 58.98015873],0
p11,1,0.618254,0.24833,[113  51] ; [64 25],[114.73517787  49.26482213] ; [62.26482213 26.73517787],0
d4,1,0.621006,0.244457,[126  38] ; [70 18],[127.55555556  36.44444444] ; [68.44444444 19.55555556],0
d5,1,0.646607,0.210205,[121  43] ; [68 21],[122.51383399  41.48616601] ; [66.48616601 22.51383399],0
p2,1,0.656235,0.198129,[115  49] ; [60 29],[113.43873518  50.56126482] ; [61.56126482 27.43873518],0
u2,1,0.665649,0.186734,[28 29] ; [12 10],[28.86075949 28.13924051] ; [11.13924051 10.86075949],0
p10,1,0.670033,0.181563,[110  53] ; [61 26],[111.492  51.508] ; [59.508 27.492],0
b5,1,0.781326,0.077057,[104  60] ; [58 31],[105.01185771  58.98814229] ; [56.98814229 32.01185771],0
p9,1,0.808171,0.058945,[118  43] ; [65 22],[118.80241935  42.19758065] ; [64.19758065 22.80241935],0
b3,1,0.837739,0.041937,[39 60] ; [23 33],[39.6 59.4] ; [22.4 33.6],0
b2,1,0.837739,0.041937,[39 60] ; [23 33],[39.6 59.4] ; [22.4 33.6],0
p1,1,0.843167,0.039142,[ 17 146] ; [10 79],[ 17.46428571 145.53571429] ; [ 9.53571429 79.46428571],0
a4,1,0.844904,0.038269,[78 84] ; [44 45],[78.74103586 83.25896414] ; [43.25896414 45.74103586],0
a8,1,0.873542,0.025332,[ 20 137] ; [ 9 66],[ 19.625 137.375] ; [ 9.375 65.625],0
p4,1,0.885979,0.020562,[73 91] ; [40 48],[73.53968254 90.46031746] ; [39.46031746 48.53968254],0
u4,1,0.923712,0.00917,[  4 160] ; [ 2 87],[  3.88932806 160.11067194] ; [ 2.11067194 86.88932806],0
