Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,49.815359,[ 30 127] ; [124 101],[63.29319372 93.70680628] ; [ 90.70680628 134.29319372],1
a1,1,0.400998,0.70533,[  6 154] ; [ 13 219],[  7.75510204 152.24489796] ; [ 11.24489796 220.75510204],0
p3,1,0.401149,0.704878,[74 85] ; [118 114],[78.07672634 80.92327366] ; [113.92327366 118.07672634],0
v4,1,0.433623,0.613099,[151   9] ; [220   9],[152.59640103   7.40359897] ; [218.40359897  10.59640103],0
n2,1,0.437011,0.604119,[33 11] ; [36  8],[34.5  9.5] ; [34.5  9.5],0
u3,1,0.448593,0.574205,[33 14] ; [36 21],[31.18269231 15.81730769] ; [37.81730769 19.18269231],0
a7,1,0.470172,0.521573,[111  48] ; [169  62],[114.15384615  44.84615385] ; [165.84615385  65.15384615],0
s6,1,0.484605,0.488482,[133  26] ; [194  31],[135.3984375  23.6015625] ; [191.6015625  33.3984375],0
a6,1,0.497057,0.461215,[100  59] ; [153  78],[103.14615385  55.85384615] ; [149.85384615  81.14615385],0
a4,1,0.522984,0.408004,[72 88] ; [112 120],[75.10204082 84.89795918] ; [108.89795918 123.10204082],0
b2,1,0.542519,0.370891,[34 67] ; [51 85],[36.22362869 64.77637131] ; [48.77637131 87.22362869],0
b3,1,0.542519,0.370891,[34 67] ; [51 85],[36.22362869 64.77637131] ; [48.77637131 87.22362869],0
n1,1,0.562525,0.335351,[18 26] ; [15 28],[16.68965517 27.31034483] ; [16.31034483 26.68965517],0
u4,1,0.64402,0.213523,[  3 157] ; [  6 226],[  3.67346939 156.32653061] ; [  5.32653061 226.67346939],0
p11,1,0.664254,0.188398,[119  41] ; [177  55],[120.81632653  39.18367347] ; [175.18367347  56.81632653],0
p2,1,0.713097,0.135203,[134  26] ; [191  41],[132.65306122  27.34693878] ; [192.34693878  39.65306122],0
s3,1,0.761643,0.092006,[138  22] ; [195  34],[136.96658098  23.03341902] ; [196.03341902  32.96658098],0
p4,1,0.897926,0.016456,[98 62] ; [140  91],[97.39130435 62.60869565] ; [140.60869565  90.39130435],0
b5,1,0.90016,0.01574,[99 61] ; [145  87],[99.59183673 60.40816327] ; [144.40816327  87.59183673],0
