Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000983,10.859195,[54 11] ; [92 61],[43.53211009 21.46788991] ; [102.46788991  50.53211009],1
p9,1,0.451052,0.568008,[53 11] ; [119  33],[50.96296296 13.03703704] ; [121.03703704  30.96296296],0
p1,1,0.471102,0.519391,[ 4 61] ; [  6 147],[ 2.98165138 62.01834862] ; [  7.01834862 145.98165138],0
n4,1,0.542687,0.370583,[46 18] ; [116  37],[47.77880184 16.22119816] ; [114.22119816  38.77880184],0
r4,1,0.56256,0.33529,[56  9] ; [127  26],[54.56422018 10.43577982] ; [128.43577982  24.56422018],0
v4,1,0.594201,0.283831,[59  4] ; [140  13],[58.04166667  4.95833333] ; [140.95833333  12.04166667],0
a6,1,0.600222,0.274661,[44 21] ; [109  44],[45.61926606 19.38073394] ; [107.38073394  45.61926606],0
b5,1,0.605909,0.266175,[44 21] ; [98 55],[42.33944954 22.66055046] ; [99.66055046 53.33944954],0
p7,1,0.612977,0.255863,[33 32] ; [71 80],[31.2962963 33.7037037] ; [72.7037037 78.2962963],0
p6,1,0.651212,0.204375,[18 46] ; [ 38 113],[16.66976744 47.33023256] ; [ 39.33023256 111.66976744],0
u2,1,0.737669,0.112186,[5 6] ; [24 23],[5.5 5.5] ; [23.5 23.5],0
d3,1,0.742723,0.107748,[44 21] ; [107  46],[45.02293578 19.97706422] ; [105.97706422  47.02293578],0
n6,1,0.753109,0.098937,[53 10] ; [126  27],[52.20833333 10.79166667] ; [126.79166667  26.20833333],0
a1,1,0.784114,0.075055,[ 4 61] ; [  8 145],[ 3.57798165 61.42201835] ; [  8.42201835 144.57798165],0
v1,1,0.824916,0.048941,[36 27] ; [87 61],[36.72511848 26.27488152] ; [86.27488152 61.72511848],0
p10,1,0.86085,0.030727,[50 15] ; [116  37],[49.49541284 15.50458716] ; [116.50458716  36.49541284],0
a8,1,0.89762,0.016555,[ 7 48] ; [ 17 124],[ 6.73469388 48.26530612] ; [ 17.26530612 123.73469388],0
p2,1,0.921644,0.009675,[48 17] ; [112  41],[47.70642202 17.29357798] ; [112.29357798  40.70642202],0
b2,1,0.935627,0.006523,[14 28] ; [32 62],[14.20588235 27.79411765] ; [31.79411765 62.20588235],0
b3,1,0.935627,0.006523,[14 28] ; [32 62],[14.20588235 27.79411765] ; [31.79411765 62.20588235],0
s1,1,0.943906,0.004951,[ 2 62] ; [  5 146],[ 2.08372093 61.91627907] ; [  4.91627907 146.08372093],0
n3,1,0.958595,0.002695,[15  5] ; [31 10],[15.08196721  4.91803279] ; [30.91803279 10.08196721],0
