Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
u3,1,0.000229,13.575606,[ 1 17] ; [6 2],[ 4.84615385 13.15384615] ; [2.15384615 5.84615385],1
u2,1,0.420113,0.65,[ 6 12] ; [4 4],[ 6.92307692 11.07692308] ; [3.07692308 4.92307692],0
a4,1,0.4244,0.638099,[13 20] ; [ 7 17],[11.57894737 21.42105263] ; [ 8.42105263 15.57894737],0
a7,1,0.447246,0.577622,[14 21] ; [12 12],[15.42372881 19.57627119] ; [10.57627119 13.42372881],0
r4,1,0.487335,0.482405,[ 5 30] ; [ 2 22],[ 4.15254237 30.84745763] ; [ 2.84745763 21.15254237],0
p1,1,0.487335,0.482405,[ 5 30] ; [ 2 22],[ 4.15254237 30.84745763] ; [ 2.84745763 21.15254237],0
p5,1,0.497605,0.46004,[ 5 29] ; [ 2 21],[ 4.1754386 29.8245614] ; [ 2.8245614 20.1754386],0
b4,1,0.504435,0.445594,[22 13] ; [13 11],[20.76271186 14.23728814] ; [14.23728814  9.76271186],0
b3,1,0.54177,0.37227,[11 16] ; [4 9],[10.125 16.875] ; [4.875 8.125],0
b2,1,0.54177,0.37227,[11 16] ; [4 9],[10.125 16.875] ; [4.875 8.125],0
s4,1,0.56373,0.333287,[ 4 31] ; [ 4 20],[ 4.74576271 30.25423729] ; [ 3.25423729 20.74576271],0
v2,1,0.57763,0.310082,[ 5 28] ; [ 5 19],[ 5.78947368 27.21052632] ; [ 4.21052632 19.78947368],0
p9,1,0.595302,0.282139,[13 19] ; [11 12],[13.96363636 18.03636364] ; [10.03636364 12.96363636],0
p3,1,0.621218,0.244159,[ 9 25] ; [ 5 19],[ 8.20689655 25.79310345] ; [ 5.79310345 18.20689655],0
r1,1,0.656014,0.198402,[14 21] ; [11 13],[14.83050847 20.16949153] ; [10.16949153 13.83050847],0
s8,1,0.672573,0.178607,[ 4 30] ; [ 2 22],[ 3.51724138 30.48275862] ; [ 2.48275862 21.51724138],0
n6,1,0.684238,0.165394,[16 18] ; [10 14],[15.24137931 18.75862069] ; [10.75862069 13.24137931],0
s3,1,0.740857,0.109375,[ 5 27] ; [ 3 21],[ 4.57142857 27.42857143] ; [ 3.42857143 20.57142857],0
u1,1,0.784822,0.074551,[ 1 34] ; [ 1 23],[ 1.18644068 33.81355932] ; [ 0.81355932 23.18644068],0
p12,1,0.790384,0.070656,[ 2 33] ; [ 1 23],[ 1.77966102 33.22033898] ; [ 1.22033898 22.77966102],0
a2,1,0.900508,0.01563,[ 4 31] ; [ 3 21],[ 4.15254237 30.84745763] ; [ 2.84745763 21.15254237],0
d5,1,0.92757,0.008263,[20 15] ; [14 10],[20.16949153 14.83050847] ; [13.83050847 10.16949153],0
n3,1,0.965548,0.001866,[ 8 11] ; [6 8],[ 8.06060606 10.93939394] ; [5.93939394 8.06060606],0
v3,1,0.981894,0.000515,[ 7 27] ; [ 5 19],[ 7.03448276 26.96551724] ; [ 4.96551724 19.03448276],0
n2,1,1.0,0.0,[10 10] ; [7 7],[10. 10.] ; [7. 7.],0
