Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,138.866813,[138  13] ; [ 48 131],[85.10909091 65.89090909] ; [100.89090909  78.10909091],1
a7,1,0.095666,2.776342,[120  32] ; [127  52],[113.42598187  38.57401813] ; [133.57401813  45.42598187],0
n3,1,0.187348,1.73835,[26  8] ; [36 21],[23.16483516 10.83516484] ; [38.83516484 18.16483516],0
p12,1,0.191869,1.703207,[ 11 141] ; [  7 170],[  8.31610942 143.68389058] ; [  9.68389058 167.31610942],0
u3,1,0.261178,1.262503,[28 15] ; [33 28],[25.22115385 17.77884615] ; [35.77884615 25.22115385],0
d4,1,0.293248,1.104651,[128  23] ; [143  35],[124.37993921  26.62006079] ; [146.62006079  31.37993921],0
b5,1,0.294141,1.100568,[87 66] ; [92 88],[82.24324324 70.75675676] ; [96.75675676 83.24324324],0
p8,1,0.318871,0.993571,[74 77] ; [ 77 100],[69.5152439 81.4847561] ; [81.4847561 95.5152439],0
b2,1,0.320636,0.986352,[25 54] ; [26 78],[22.01639344 56.98360656] ; [28.98360656 75.01639344],0
b3,1,0.320636,0.986352,[25 54] ; [26 78],[22.01639344 56.98360656] ; [28.98360656 75.01639344],0
d5,1,0.329694,0.950101,[124  28] ; [139  41],[120.40963855  31.59036145] ; [142.59036145  37.40963855],0
p5,1,0.333721,0.934405,[ 10 142] ; [ 17 162],[ 12.39879154 139.60120846] ; [ 14.60120846 164.39879154],0
v2,1,0.360842,0.834962,[72 76] ; [74 96],[67.94968553 80.05031447] ; [78.05031447 91.94968553],0
a3,1,0.371852,0.797467,[108  44] ; [119  60],[104.24169184  47.75830816] ; [122.75830816  56.24169184],0
u2,1,0.375744,0.784579,[26 17] ; [31 29],[23.7961165 19.2038835] ; [33.2038835 26.7961165],0
s1,1,0.41624,0.660907,[  9 144] ; [  7 170],[  7.41818182 145.58181818] ; [  8.58181818 168.41818182],0
a1,1,0.516649,0.420577,[  4 149] ; [  7 173],[  5.05405405 147.94594595] ; [  5.94594595 174.05405405],0
p1,1,0.528955,0.396398,[ 11 140] ; [ 10 169],[  9.60909091 141.39090909] ; [ 11.39090909 167.60909091],0
n1,1,0.542521,0.370887,[10 24] ; [21 38],[11.33333333 22.66666667] ; [19.66666667 39.33333333],0
d3,1,0.545123,0.366126,[107  44] ; [122  58],[104.46827795  46.53172205] ; [124.53172205  55.46827795],0
a8,1,0.554459,0.34939,[ 18 120] ; [ 18 148],[ 16.34210526 121.65789474] ; [ 19.65789474 146.34210526],0
b1,1,0.573916,0.316174,[65 88] ; [ 71 109],[62.48648649 90.51351351] ; [ 73.51351351 106.48648649],0
v3,1,0.57773,0.309919,[ 47 103] ; [ 49 123],[ 44.72049689 105.27950311] ; [ 51.27950311 120.72049689],0
n2,1,0.673736,0.177263,[23 11] ; [38 22],[22.06382979 11.93617021] ; [38.93617021 21.06382979],0
b4,1,0.721885,0.126694,[88 65] ; [107  73],[89.59459459 63.40540541] ; [105.40540541  74.59459459],0
p11,1,0.858052,0.031989,[111  42] ; [129  51],[110.27027027  42.72972973] ; [129.72972973  50.27027027],0
a5,1,0.886287,0.02045,[107  45] ; [128  52],[107.59036145  44.40963855] ; [127.40963855  52.59036145],0
u4,1,0.908135,0.013315,[  1 152] ; [  1 179],[  0.91891892 152.08108108] ; [  1.08108108 178.91891892],0
a6,1,0.932803,0.00711,[103  48] ; [122  58],[102.64350453  48.35649547] ; [122.35649547  57.64350453],0
