Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,52.117419,[ 97 146] ; [110  31],[130.9921875 112.0078125] ; [76.0078125 64.9921875],1
p9,1,0.117717,2.447436,[193  55] ; [119  22],[198.91002571  49.08997429] ; [113.08997429  27.91002571],0
d1,1,0.129187,2.302243,[124 127] ; [82 61],[131.23350254 119.76649746] ; [74.76649746 68.23350254],0
a3,1,0.129614,2.297118,[159  91] ; [101  41],[165.81632653  84.18367347] ; [94.18367347 47.81632653],0
v4,1,0.132511,2.262833,[236  13] ; [140   3],[238.83673469  10.16326531] ; [137.16326531   5.83673469],0
p11,1,0.138161,2.198321,[197  54] ; [121  22],[202.58375635  48.41624365] ; [115.41624365  27.58375635],0
d3,1,0.189668,1.720193,[161  90] ; [101  42],[166.90862944  84.09137056] ; [95.09137056 47.90862944],0
a8,1,0.21993,1.50483,[ 25 206] ; [ 19 105],[ 28.63098592 202.36901408] ; [ 15.36901408 108.63098592],0
b4,1,0.240451,1.377947,[141 110] ; [89 54],[146.52284264 104.47715736] ; [83.47715736 59.52284264],0
u3,1,0.281393,1.160352,[53 39] ; [20 22],[50.11940299 41.88059701] ; [22.88059701 19.11940299],0
s1,1,0.320305,0.987701,[  5 244] ; [  1 139],[  3.84061697 245.15938303] ; [  2.15938303 137.84061697],0
p1,1,0.326242,0.963756,[ 16 234] ; [ 13 130],[ 18.44783715 231.55216285] ; [ 10.55216285 132.44783715],0
n1,1,0.329212,0.951995,[25 43] ; [ 5 15],[23.18181818 44.81818182] ; [ 6.81818182 13.18181818],0
d2,1,0.380666,0.768549,[104 146] ; [66 77],[108.14249364 141.85750636] ; [61.85750636 81.14249364],0
a7,1,0.404282,0.695553,[178  73] ; [107  36],[181.56091371  69.43908629] ; [103.43908629  39.56091371],0
a5,1,0.517797,0.418279,[173  78] ; [103  40],[175.82741117  75.17258883] ; [100.17258883  42.82741117],0
b1,1,0.538155,0.378969,[ 92 159] ; [48 95],[ 89.18781726 161.81218274] ; [50.81218274 92.18781726],0
n3,1,0.556901,0.345098,[50 16] ; [18  4],[51. 15.] ; [17.  5.],0
u1,1,0.559773,0.340098,[ 30 221] ; [ 20 123],[ 31.85279188 219.14720812] ; [ 18.14720812 124.85279188],0
u4,1,0.566663,0.328299,[  2 249] ; [  2 141],[  2.54822335 248.45177665] ; [  1.45177665 141.54822335],0
d4,1,0.611352,0.258211,[192  58] ; [113  30],[194.02035623  55.97964377] ; [110.97964377  32.02035623],0
s4,1,0.644205,0.213285,[ 25 225] ; [ 12 128],[ 23.71794872 226.28205128] ; [ 13.28205128 126.71794872],0
s6,1,0.686969,0.162386,[116 130] ; [69 71],[117.9015544 128.0984456] ; [67.0984456 72.9015544],0
a2,1,0.706872,0.141421,[ 47 204] ; [ 29 114],[ 48.41624365 202.58375635] ; [ 27.58375635 115.41624365],0
u2,1,0.73817,0.111742,[47 44] ; [23 19],[47.89473684 43.10526316] ; [22.10526316 19.89473684],0
n2,1,0.741605,0.108721,[49 18] ; [16  7],[48.38888889 18.61111111] ; [16.61111111  6.38888889],0
r2,1,0.745974,0.104945,[241   9] ; [135   6],[240.40920716   9.59079284] ; [135.59079284   5.40920716],0
a6,1,0.750605,0.101023,[177  74] ; [103  40],[178.37563452  72.62436548] ; [101.62436548  41.37563452],0
d5,1,0.772668,0.083456,[197  54] ; [114  29],[198.12436548  52.87563452] ; [112.87563452  30.12436548],0
s5,1,0.791114,0.070153,[ 50 195] ; [ 27 113],[ 49. 196.] ; [ 28. 112.],0
b5,1,0.801592,0.063146,[153  98] ; [89 54],[154.16751269  96.83248731] ; [87.83248731 55.16751269],0
r1,1,0.823243,0.049897,[205  44] ; [119  24],[205.80612245  43.19387755] ; [118.19387755  24.80612245],0
p2,1,0.833956,0.043945,[205  46] ; [118  25],[205.76903553  45.23096447] ; [117.23096447  25.76903553],0
a4,1,0.87341,0.025386,[102 147] ; [57 85],[101.25575448 147.74424552] ; [57.74424552 84.25575448],0
r3,1,0.879185,0.023105,[247   4] ; [141   2],[247.17766497   3.82233503] ; [140.82233503   2.17766497],0
s3,1,0.895024,0.017411,[ 61 189] ; [ 35 105],[ 61.53846154 188.46153846] ; [ 34.46153846 105.53846154],0
b2,1,0.917683,0.010682,[49 86] ; [36 65],[48.62288136 86.37711864] ; [36.37711864 64.62288136],0
b3,1,0.917683,0.010682,[49 86] ; [36 65],[48.62288136 86.37711864] ; [36.37711864 64.62288136],0
