Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,86.94252,[385 102] ; [ 81 111],[334.22974963 152.77025037] ; [131.77025037  60.22974963],1
s4,1,0.309204,1.034072,[ 68 412] ; [ 33 158],[ 72.25037258 407.74962742] ; [ 28.74962742 162.25037258],0
v3,1,0.314325,1.012413,[199 273] ; [86 99],[204.74885845 267.25114155] ; [ 80.25114155 104.74885845],0
a4,1,0.319645,0.990397,[243 245] ; [ 87 104],[237.17231222 250.82768778] ; [92.82768778 98.17231222],0
n3,1,0.362486,0.829263,[67 18] ; [33 13],[64.88549618 20.11450382] ; [35.11450382 10.88549618],0
p9,1,0.363944,0.824239,[417  66] ; [158  31],[413.28125  69.71875] ; [161.71875  27.28125],0
p12,1,0.366776,0.81456,[ 47 439] ; [ 14 174],[ 43.9851632 442.0148368] ; [ 17.0148368 170.9851632],0
v1,1,0.394442,0.725203,[275 202] ; [101  86],[270.10843373 206.89156627] ; [105.89156627  81.10843373],0
s2,1,0.416249,0.660881,[257 226] ; [95 96],[252.24925816 230.75074184] ; [99.75074184 91.24925816],0
p2,1,0.416944,0.658914,[418  71] ; [156  32],[414.60265879  74.39734121] ; [159.39734121  28.60265879],0
n6,1,0.424215,0.63861,[438  51] ; [167  24],[435.06617647  53.93382353] ; [169.93382353  21.06617647],0
b4,1,0.439132,0.598551,[289 201] ; [107  85],[284.51612903 205.48387097] ; [111.48387097  80.51612903],0
p8,1,0.525705,0.402686,[266 214] ; [98 88],[262.34234234 217.65765766] ; [101.65765766  84.34234234],0
n5,1,0.671594,0.179743,[418  70] ; [166  25],[419.72312224  68.27687776] ; [164.27687776  26.72312224],0
u2,1,0.674134,0.176805,[73 54] ; [27 23],[71.75141243 55.24858757] ; [28.24858757 21.75141243],0
s3,1,0.677436,0.173026,[274 207] ; [111  78],[276.39552239 204.60447761] ; [108.60447761  80.39552239],0
p6,1,0.679522,0.170665,[195 287] ; [ 72 114],[192.65568862 289.34431138] ; [ 74.34431138 111.65568862],0
p11,1,0.6905,0.158545,[402  88] ; [155  37],[400.19061584  89.80938416] ; [156.80938416  35.19061584],0
p3,1,0.704123,0.144218,[263 224] ; [99 90],[260.78994083 226.21005917] ; [101.21005917  87.78994083],0
d2,1,0.711772,0.136513,[255 232] ; [97 94],[252.83775811 234.16224189] ; [99.16224189 91.83775811],0
s1,1,0.722017,0.126568,[ 18 463] ; [  6 183],[ 17.22985075 463.77014925] ; [  6.77014925 182.22985075],0
a1,1,0.741935,0.108433,[ 26 464] ; [  9 183],[ 25.14662757 464.85337243] ; [  9.85337243 182.14662757],0
p7,1,0.749592,0.101874,[314 163] ; [120  66],[312.24434389 164.75565611] ; [121.75565611  64.24434389],0
s6,1,0.771392,0.084422,[334 147] ; [127  59],[332.44527736 148.55472264] ; [128.55472264  57.44527736],0
u4,1,0.780413,0.077719,[ 11 479] ; [  5 187],[ 11.49560117 478.50439883] ; [  4.50439883 187.49560117],0
p5,1,0.791636,0.069794,[ 63 422] ; [ 26 163],[ 64.04302671 420.95697329] ; [ 24.95697329 164.04302671],0
a3,1,0.810547,0.057466,[362 125] ; [141  51],[360.76730486 126.23269514] ; [142.23269514  49.76730486],0
n1,1,0.926727,0.008457,[37 46] ; [21 27],[36.7480916 46.2519084] ; [21.2519084 26.7480916],0
