Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,2e-06,22.907773,[101  23] ; [142 110],[80.13829787 43.86170213] ; [162.86170213  89.13829787],1
a1,1,0.357673,0.846048,[  5 119] ; [ 16 236],[  6.92553191 117.07446809] ; [ 14.07446809 237.92553191],0
d4,1,0.358606,0.842768,[98 24] ; [191  60],[94.52546917 27.47453083] ; [194.47453083  56.52546917],0
d3,1,0.376653,0.781599,[80 43] ; [152 100],[76.096 46.904] ; [155.904  96.096],0
s5,1,0.379883,0.771079,[34 90] ; [ 56 185],[30.57534247 93.42465753] ; [ 59.42465753 181.57534247],0
r1,1,0.41197,0.673107,[91 31] ; [177  74],[87.65683646 34.34316354] ; [180.34316354  70.65683646],0
n1,1,0.474454,0.511584,[10 22] ; [36 58],[11.68253968 20.31746032] ; [34.31746032 59.68253968],0
u2,1,0.482439,0.493345,[16 14] ; [39 46],[14.34782609 15.65217391] ; [40.65217391 44.34782609],0
s1,1,0.492559,0.470932,[  4 118] ; [ 12 237],[  5.26145553 116.73854447] ; [ 10.73854447 238.26145553],0
n6,1,0.492719,0.470583,[93 29] ; [183  68],[90.27345845 31.72654155] ; [185.72654155  65.27345845],0
n5,1,0.505261,0.443869,[83 39] ; [162  89],[80.13404826 41.86595174] ; [164.86595174  86.13404826],0
b1,1,0.534114,0.386558,[48 76] ; [106 146],[50.78723404 73.21276596] ; [103.21276596 148.78723404],0
a5,1,0.560643,0.338591,[83 41] ; [161  91],[80.46808511 43.53191489] ; [163.53191489  88.46808511],0
r2,1,0.570229,0.3223,[108  12] ; [220  30],[106.37837838  13.62162162] ; [221.62162162  28.37837838],0
p5,1,0.578252,0.30907,[  7 115] ; [ 11 238],[  5.91913747 116.08086253] ; [ 12.08086253 236.91913747],0
u3,1,0.624751,0.239246,[16 17] ; [46 40],[17.19327731 15.80672269] ; [44.80672269 41.19327731],0
u1,1,0.631543,0.229974,[ 19 105] ; [ 34 218],[ 17.4787234 106.5212766] ; [ 35.5212766 216.4787234],0
a6,1,0.654127,0.200736,[81 42] ; [160  92],[79.048 43.952] ; [161.952  90.048],0
a2,1,0.662361,0.190668,[27 97] ; [ 50 202],[25.39361702 98.60638298] ; [ 51.60638298 200.39361702],0
n4,1,0.666798,0.185371,[85 37] ; [170  82],[83.18181818 38.81818182] ; [171.81818182  80.18181818],0
d2,1,0.679189,0.17104,[55 68] ; [117 132],[56.87096774 66.12903226] ; [115.12903226 133.87096774],0
u4,1,0.802303,0.062684,[  2 122] ; [  5 247],[  2.30851064 121.69148936] ; [  4.69148936 247.30851064],0
a4,1,0.840528,0.040489,[52 72] ; [108 143],[52.90666667 71.09333333] ; [107.09333333 143.90666667],0
s4,1,0.873152,0.02549,[ 21 103] ; [ 44 206],[ 21.55080214 102.44919786] ; [ 43.44919786 206.55080214],0
a7,1,0.875109,0.024703,[80 44] ; [164  87],[80.68266667 43.31733333] ; [163.31733333  87.68266667],0
d5,1,0.893464,0.017935,[94 29] ; [191  61],[93.48 29.52] ; [191.52  60.48],0
b5,1,0.908264,0.013278,[76 48] ; [156  96],[76.5106383 47.4893617] ; [155.4893617  96.5106383],0
d1,1,1.0,0.0,[62 62] ; [126 126],[62. 62.] ; [126. 126.],0
