Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.000172,14.117254,[ 6 34] ; [10  5],[11.63636364 28.36363636] ; [ 4.36363636 10.63636364],1
p11,1,0.177663,1.817068,[19 22] ; [10  5],[21.23214286 19.76785714] ; [7.76785714 7.23214286],0
p10,1,0.184625,1.76,[16 24] ; [9 6],[18.18181818 21.81818182] ; [6.81818182 8.18181818],0
p2,1,0.185065,1.756475,[22 19] ; [11  4],[24.16071429 16.83928571] ; [8.83928571 6.16071429],0
p8,1,0.194344,1.684375,[ 9 31] ; [6 9],[10.90909091 29.09090909] ; [ 4.09090909 10.90909091],0
d1,1,0.277988,1.176898,[ 8 33] ; [ 5 10],[ 9.51785714 31.48214286] ; [ 3.48214286 11.51785714],0
a5,1,0.285699,1.139781,[18 23] ; [9 6],[19.76785714 21.23214286] ; [7.23214286 7.76785714],0
n4,1,0.30313,1.060372,[21 20] ; [10  5],[22.69642857 18.30357143] ; [8.30357143 6.69642857],0
a3,1,0.32167,0.982143,[18 22] ; [9 6],[19.63636364 20.36363636] ; [7.36363636 7.63636364],0
a6,1,0.337959,0.918157,[16 25] ; [8 7],[17.57142857 23.42857143] ; [6.42857143 8.57142857],0
b1,1,0.39142,0.734526,[27 14] ; [8 7],[25.625 15.375] ; [9.375 5.625],0
s4,1,0.423587,0.640342,[ 7 34] ; [ 4 11],[ 8.05357143 32.94642857] ; [ 2.94642857 12.05357143],0
n3,1,0.438058,0.601364,[13  9] ; [2 3],[12.22222222  9.77777778] ; [2.77777778 2.22222222],0
p9,1,0.457369,0.552325,[19 20] ; [9 6],[20.22222222 18.77777778] ; [7.77777778 7.22222222],0
v2,1,0.481486,0.495495,[12 28] ; [6 9],[13.09090909 26.90909091] ; [ 4.90909091 10.09090909],0
s1,1,0.48444,0.488851,[ 3 38] ; [ 2 13],[ 3.66071429 37.33928571] ; [ 1.33928571 13.66071429],0
a1,1,0.48444,0.488851,[ 3 38] ; [ 2 13],[ 3.66071429 37.33928571] ; [ 1.33928571 13.66071429],0
a4,1,0.487948,0.481047,[12 29] ; [ 3 12],[10.98214286 30.01785714] ; [ 4.01785714 10.98214286],0
u2,1,0.524967,0.404125,[11 12] ; [2 4],[10.31034483 12.68965517] ; [2.68965517 3.31034483],0
u3,1,0.554492,0.349332,[ 5 18] ; [2 4],[ 5.55172414 17.44827586] ; [1.44827586 4.55172414],0
n5,1,0.581178,0.304335,[24 17] ; [10  5],[24.89285714 16.10714286] ; [9.10714286 5.89285714],0
d2,1,0.601213,0.273171,[11 30] ; [ 3 12],[10.25 30.75] ; [ 3.75 11.25],0
d3,1,0.606697,0.265013,[16 25] ; [7 8],[16.83928571 24.16071429] ; [6.16071429 8.83928571],0
a8,1,0.664993,0.187515,[ 4 34] ; [ 1 14],[ 3.58490566 34.41509434] ; [ 1.41509434 13.58490566],0
s5,1,0.701511,0.146905,[ 4 37] ; [ 2 13],[ 4.39285714 36.60714286] ; [ 1.60714286 13.39285714],0
p1,1,0.719567,0.128908,[ 4 37] ; [ 1 14],[ 3.66071429 37.33928571] ; [ 1.33928571 13.66071429],0
n1,1,0.726095,0.122727,[ 7 15] ; [2 3],[ 7.33333333 14.66666667] ; [1.66666667 3.33333333],0
d5,1,0.762838,0.091057,[20 21] ; [8 7],[20.5 20.5] ; [7.5 7.5],0
p5,1,0.808466,0.058761,[ 2 38] ; [ 1 14],[ 2.18181818 37.81818182] ; [ 0.81818182 14.18181818],0
b2,1,0.884483,0.021109,[ 8 19] ; [3 8],[ 7.81578947 19.18421053] ; [3.18421053 7.81578947],0
b3,1,0.884483,0.021109,[ 8 19] ; [3 8],[ 7.81578947 19.18421053] ; [3.18421053 7.81578947],0
v4,1,0.888509,0.019653,[20 21] ; [7 8],[19.76785714 21.23214286] ; [7.23214286 7.76785714],0
p12,1,0.933301,0.007004,[ 3 38] ; [ 1 14],[ 2.92857143 38.07142857] ; [ 1.07142857 13.92857143],0
n2,1,0.97021,0.001395,[13  9] ; [3 2],[13.03703704  8.96296296] ; [2.96296296 2.03703704],0
r1,1,0.990292,0.000148,[11 30] ; [ 4 11],[10.98214286 30.01785714] ; [ 4.01785714 10.98214286],0
