Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,5.8e-05,16.170868,[54  4] ; [44 26],[44.40625 13.59375] ; [53.59375 16.40625],1
d4,1,0.588452,0.292768,[38 20] ; [49 21],[39.421875 18.578125] ; [47.578125 22.421875],0
b3,1,0.611297,0.258291,[13 27] ; [17 28],[14.11764706 25.88235294] ; [15.88235294 29.11764706],0
b2,1,0.611297,0.258291,[13 27] ; [17 28],[14.11764706 25.88235294] ; [15.88235294 29.11764706],0
p3,1,0.625988,0.237541,[13 46] ; [18 52],[14.17829457 44.82170543] ; [16.82170543 53.17829457],0
u2,1,0.642015,0.216117,[11 12] ; [12 17],[10.17307692 12.82692308] ; [12.82692308 16.17307692],0
p5,1,0.671433,0.17993,[ 1 58] ; [ 2 69],[ 1.36153846 57.63846154] ; [ 1.63846154 69.36153846],0
u1,1,0.692118,0.156802,[ 8 51] ; [ 8 63],[ 7.26153846 51.73846154] ; [ 8.73846154 62.26153846],0
a7,1,0.698976,0.14954,[32 26] ; [41 29],[33.078125 24.921875] ; [39.921875 30.078125],0
s6,1,0.701987,0.146413,[23 36] ; [25 45],[21.95348837 37.04651163] ; [26.04651163 43.95348837],0
n5,1,0.703418,0.144941,[34 25] ; [38 32],[32.93023256 26.06976744] ; [39.06976744 30.93023256],0
d3,1,0.712402,0.13589,[28 31] ; [36 35],[29.04615385 29.95384615] ; [34.95384615 36.04615385],0
p1,1,0.742635,0.107824,[ 4 54] ; [ 6 65],[ 4.49612403 53.50387597] ; [ 5.50387597 65.49612403],0
b5,1,0.761229,0.092335,[30 29] ; [38 33],[30.86153846 28.13846154] ; [37.13846154 33.86153846],0
s1,1,0.813955,0.055379,[ 5 52] ; [ 7 63],[ 5.38582677 51.61417323] ; [ 6.61417323 63.38582677],0
a2,1,0.839595,0.04097,[10 49] ; [13 58],[10.43846154 48.56153846] ; [12.56153846 58.43846154],0
p12,1,0.885208,0.020843,[ 1 57] ; [ 1 70],[ 0.89922481 57.10077519] ; [ 1.10077519 69.89922481],0
a3,1,0.931208,0.007452,[35 24] ; [41 29],[34.75968992 24.24031008] ; [41.24031008 28.75968992],0
d2,1,0.946809,0.004451,[27 31] ; [33 37],[27.1875 30.8125] ; [32.8125 37.1875],0
a8,1,0.990808,0.000133,[ 4 50] ; [ 5 62],[ 4.01652893 49.98347107] ; [ 4.98347107 62.01652893],0
