Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,3e-06,21.673832,[86  4] ; [26 14],[77.53846154 12.46153846] ; [34.46153846  5.53846154],1
s5,1,0.313736,1.014881,[22 66] ; [ 6 30],[19.87096774 68.12903226] ; [ 8.12903226 27.87096774],0
n3,1,0.343734,0.896454,[17  8] ; [12 10],[15.42553191  9.57446809] ; [13.57446809  8.42553191],0
s2,1,0.351629,0.867569,[37 53] ; [13 27],[34.61538462 55.38461538] ; [15.38461538 24.61538462],0
s7,1,0.36547,0.81901,[32 54] ; [10 25],[29.85123967 56.14876033] ; [12.14876033 22.85123967],0
n5,1,0.437872,0.601852,[38 52] ; [14 26],[36. 54.] ; [16. 24.],0
p5,1,0.45871,0.549041,[ 5 85] ; [ 1 38],[ 4.18604651 85.81395349] ; [ 1.81395349 37.18604651],0
b1,1,0.463063,0.538481,[46 45] ; [23 17],[47.93129771 43.06870229] ; [21.06870229 18.93129771],0
b2,1,0.48039,0.497977,[13 38] ; [ 8 16],[14.28 36.72] ; [ 6.72 17.28],0
b3,1,0.48039,0.497977,[13 38] ; [ 8 16],[14.28 36.72] ; [ 6.72 17.28],0
a8,1,0.49332,0.469277,[ 7 76] ; [ 2 38],[ 6.07317073 76.92682927] ; [ 2.92682927 37.07317073],0
s3,1,0.542009,0.371829,[44 45] ; [17 22],[42.4140625 46.5859375] ; [18.5859375 20.4140625],0
b4,1,0.560219,0.339325,[55 36] ; [22 18],[53.48854962 37.51145038] ; [23.51145038 16.48854962],0
d1,1,0.566178,0.32912,[52 39] ; [25 15],[53.48854962 37.51145038] ; [23.51145038 16.48854962],0
n1,1,0.594907,0.282746,[ 8 16] ; [ 9 13],[ 8.86956522 15.13043478] ; [ 8.13043478 13.86956522],0
a2,1,0.741827,0.108528,[16 75] ; [ 8 32],[16.67175573 74.32824427] ; [ 7.32824427 32.67175573],0
u2,1,0.753596,0.098534,[24  8] ; [7 3],[23.61904762  8.38095238] ; [7.38095238 2.61904762],0
d4,1,0.761183,0.092372,[77 14] ; [33  7],[76.41221374 14.58778626] ; [33.58778626  6.41221374],0
v3,1,0.800929,0.063577,[22 61] ; [ 9 28],[21.44166667 61.55833333] ; [ 9.55833333 27.44166667],0
p12,1,0.80922,0.058289,[ 3 86] ; [ 1 38],[ 2.78125 86.21875] ; [ 1.21875 37.78125],0
u3,1,0.940506,0.00557,[22 10] ; [7 3],[22.0952381  9.9047619] ; [6.9047619 3.0952381],0
s4,1,0.990889,0.00013,[16 75] ; [ 7 33],[15.97709924 75.02290076] ; [ 7.02290076 32.97709924],0
