Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,5.4e-05,16.29256,[105  13] ; [18 13],[97.40939597 20.59060403] ; [25.59060403  5.40939597],1
p2,1,0.299587,1.076031,[94 24] ; [22  9],[91.86577181 26.13422819] ; [24.13422819  6.86577181],0
p7,1,0.322475,0.978884,[67 51] ; [13 15],[64.65753425 53.34246575] ; [15.34246575 12.65753425],0
b3,1,0.337497,0.919917,[26 42] ; [ 5 14],[24.22988506 43.77011494] ; [ 6.77011494 12.22988506],0
b2,1,0.337497,0.919917,[26 42] ; [ 5 14],[24.22988506 43.77011494] ; [ 6.77011494 12.22988506],0
a3,1,0.342651,0.900489,[60 56] ; [19 12],[62.34013605 53.65986395] ; [16.65986395 14.34013605],0
b5,1,0.347777,0.881551,[69 49] ; [21 10],[71.27516779 46.72483221] ; [18.72483221 12.27516779],0
n1,1,0.359756,0.838745,[ 6 18] ; [3 4],[ 6.96774194 17.03225806] ; [2.03225806 4.96774194],0
d3,1,0.389722,0.73981,[47 71] ; [15 16],[49.10067114 68.89932886] ; [12.89932886 18.10067114],0
n2,1,0.428539,0.626779,[17  7] ; [6 1],[17.80645161  6.19354839] ; [5.19354839 1.80645161],0
s2,1,0.46325,0.53803,[53 62] ; [12 19],[51.19863014 63.80136986] ; [13.80136986 17.19863014],0
v1,1,0.532466,0.389683,[55 59] ; [13 18],[53.46206897 60.53793103] ; [14.53793103 16.46206897],0
d1,1,0.551903,0.353919,[  7 111] ; [ 1 30],[  6.33557047 111.66442953] ; [ 1.66442953 29.33557047],0
p3,1,0.598727,0.276921,[48 70] ; [11 20],[46.72483221 71.27516779] ; [12.27516779 18.72483221],0
s4,1,0.669754,0.18189,[23 95] ; [ 5 26],[22.17449664 95.82550336] ; [ 5.82550336 25.17449664],0
d4,1,0.692295,0.156612,[60 58] ; [17 14],[60.97986577 57.02013423] ; [16.02013423 14.97986577],0
a2,1,0.712618,0.135676,[ 10 108] ; [ 2 29],[  9.5033557 108.4966443] ; [ 2.4966443 28.5033557],0
a8,1,0.722815,0.125812,[13 97] ; [ 4 24],[13.55072464 96.44927536] ; [ 3.44927536 24.55072464],0
s3,1,0.780615,0.077572,[63 51] ; [18 13],[63.68275862 50.31724138] ; [17.31724138 13.68275862],0
s1,1,0.786315,0.073495,[  5 111] ; [ 1 30],[  4.73469388 111.26530612] ; [ 1.26530612 29.73469388],0
p1,1,0.830468,0.045839,[ 17 101] ; [ 4 27],[ 16.63087248 101.36912752] ; [ 4.36912752 26.63087248],0
u1,1,0.964004,0.002037,[  4 114] ; [ 1 30],[  3.95973154 114.04026846] ; [ 1.04026846 29.95973154],0
