Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1e-06,25.027638,[31 52] ; [30  4],[43.27350427 39.72649573] ; [17.72649573 16.27350427],1
b2,1,0.33124,0.944044,[19 29] ; [10  9],[20.7761194 27.2238806] ; [ 8.2238806 10.7761194],0
p3,1,0.416168,0.661111,[46 38] ; [22 13],[48. 36.] ; [20. 15.],0
s6,1,0.432214,0.616867,[50 30] ; [18 15],[48.14159292 31.85840708] ; [19.85840708 13.14159292],0
b1,1,0.446856,0.578613,[40 44] ; [14 21],[38.11764706 45.88235294] ; [15.88235294 19.11764706],0
p11,1,0.467442,0.528016,[70 14] ; [31  4],[71.29411765 12.70588235] ; [29.70588235  5.29411765],0
s8,1,0.475095,0.510101,[23 60] ; [12 23],[24.61864407 58.38135593] ; [10.38135593 24.61864407],0
p2,1,0.48524,0.487063,[73 11] ; [32  3],[74.11764706  9.88235294] ; [30.88235294  4.11764706],0
u3,1,0.504985,0.444444,[19 17] ; [5 7],[18. 18.] ; [6. 6.],0
s1,1,0.516713,0.420449,[ 1 81] ; [ 1 33],[ 1.4137931 80.5862069] ; [ 0.5862069 33.4137931],0
n6,1,0.534681,0.385488,[68 16] ; [30  5],[69.17647059 14.82352941] ; [28.82352941  6.17647059],0
s4,1,0.554681,0.348998,[13 68] ; [ 4 30],[11.97391304 69.02608696] ; [ 5.02608696 28.97391304],0
a6,1,0.568962,0.324423,[53 31] ; [24 11],[54.35294118 29.64705882] ; [22.64705882 12.35294118],0
d5,1,0.575405,0.313722,[65 18] ; [29  6],[66.11864407 16.88135593] ; [27.88135593  7.11864407],0
p1,1,0.581652,0.303571,[ 9 75] ; [ 5 30],[ 9.88235294 74.11764706] ; [ 4.11764706 30.88235294],0
n2,1,0.586214,0.296296,[14  4] ; [4 2],[13.5  4.5] ; [4.5 1.5],0
a1,1,0.595496,0.281842,[ 3 81] ; [ 2 33],[ 3.52941176 80.47058824] ; [ 1.47058824 33.52941176],0
n3,1,0.638227,0.221069,[13  4] ; [4 2],[12.56521739  4.43478261] ; [4.43478261 1.56521739],0
r1,1,0.716833,0.131548,[65 19] ; [26  9],[64.23529412 19.76470588] ; [26.76470588  8.23529412],0
b5,1,0.751044,0.100656,[53 31] ; [21 14],[52.23529412 31.76470588] ; [21.76470588 13.23529412],0
d3,1,0.77523,0.081533,[54 28] ; [24 11],[54.66666667 27.33333333] ; [23.33333333 11.66666667],0
p7,1,0.791588,0.069827,[70 13] ; [28  6],[69.52136752 13.47863248] ; [28.47863248  5.52136752],0
s2,1,0.807793,0.059183,[28 55] ; [11 24],[27.43220339 55.56779661] ; [11.56779661 23.43220339],0
r3,1,0.843837,0.038804,[81  3] ; [34  1],[81.17647059  2.82352941] ; [33.82352941  1.17647059],0
a4,1,0.909781,0.01284,[37 46] ; [16 19],[37.27966102 45.72033898] ; [15.72033898 19.27966102],0
d4,1,0.976471,0.00087,[67 17] ; [28  7],[67.05882353 16.94117647] ; [27.94117647  7.05882353],0
s5,1,0.990255,0.000149,[22 59] ; [ 9 24],[22.02631579 58.97368421] ; [ 8.97368421 24.02631579],0
