Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.004186,8.20131,[16 18] ; [19 71],[ 9.59677419 24.40322581] ; [25.40322581 64.59677419],0
u2,1,0.389015,0.742018,[8 7] ; [17 25],[6.57894737 8.42105263] ; [18.42105263 23.57894737],0
p8,1,0.411509,0.674437,[10 23] ; [21 70],[ 8.25 24.75] ; [22.75 68.25],0
n5,1,0.442577,0.589593,[20 14] ; [46 44],[18.09677419 15.90322581] ; [47.90322581 42.09677419],0
a8,1,0.496848,0.461663,[ 3 28] ; [ 5 78],[ 2.1754386 28.8245614] ; [ 5.8245614 77.1754386],0
b1,1,0.543877,0.368402,[20 14] ; [48 43],[18.496 15.504] ; [49.504 41.496],0
n6,1,0.548961,0.359182,[19 15] ; [55 34],[20.45528455 13.54471545] ; [53.54471545 35.45528455],0
d1,1,0.564668,0.331687,[13 21] ; [40 51],[14.416 19.584] ; [38.584 52.416],0
s4,1,0.569322,0.323818,[ 5 29] ; [10 81],[ 4.08 29.92] ; [10.92 80.08],0
d4,1,0.581653,0.303571,[21 12] ; [62 28],[22.26829268 10.73170732] ; [60.73170732 29.26829268],0
a7,1,0.592482,0.286485,[20 14] ; [57 32],[21.28455285 12.71544715] ; [55.71544715 33.28455285],0
d3,1,0.621782,0.243372,[17 17] ; [50 41],[18.224 15.776] ; [48.776 42.224],0
v3,1,0.698929,0.149588,[ 9 24] ; [21 67],[ 8.18181818 24.81818182] ; [21.81818182 66.18181818],0
n4,1,0.71281,0.135487,[22 12] ; [55 35],[21.11290323 12.88709677] ; [55.88709677 34.11290323],0
a3,1,0.715557,0.13279,[19 15] ; [47 43],[18.09677419 15.90322581] ; [47.90322581 42.09677419],0
d5,1,0.716566,0.131807,[22 12] ; [62 29],[22.848 11.152] ; [61.152 29.848],0
p6,1,0.745259,0.105558,[ 6 27] ; [14 75],[ 5.40983607 27.59016393] ; [14.59016393 74.40983607],0
n2,1,0.772238,0.083781,[8 6] ; [20 18],[7.53846154 6.46153846] ; [20.46153846 17.53846154],0
p5,1,0.789749,0.071095,[ 1 32] ; [ 2 89],[ 0.7983871 32.2016129] ; [ 2.2016129 88.7983871],0
a6,1,0.805548,0.060601,[21 13] ; [54 37],[20.4 13.6] ; [54.6 36.4],0
n3,1,0.813008,0.055955,[7 5] ; [23 14],[7.34693878 4.65306122] ; [22.65306122 14.34693878],0
p1,1,0.848693,0.036399,[ 3 31] ; [ 7 83],[ 2.74193548 31.25806452] ; [ 7.25806452 82.74193548],0
a1,1,0.885076,0.020891,[ 2 32] ; [ 6 85],[ 2.176 31.824] ; [ 5.824 85.176],0
p11,1,0.899257,0.016028,[15 19] ; [39 52],[14.688 19.312] ; [39.312 51.688],0
d2,1,0.900779,0.015544,[16 18] ; [43 46],[16.30894309 17.69105691] ; [42.69105691 46.30894309],0
b3,1,0.931119,0.007471,[ 6 14] ; [18 40],[ 6.15384615 13.84615385] ; [17.84615385 40.15384615],0
b2,1,0.931119,0.007471,[ 6 14] ; [18 40],[ 6.15384615 13.84615385] ; [17.84615385 40.15384615],0
s5,1,0.956189,0.003018,[ 5 28] ; [14 76],[ 5.09756098 27.90243902] ; [13.90243902 76.09756098],0
a4,1,0.975338,0.000956,[12 21] ; [33 57],[12.07317073 20.92682927] ; [32.92682927 57.07317073],0
