Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,85.836961,[ 4 42] ; [215  62],[31.18885449 14.81114551] ; [187.81114551  89.18885449],1
a8,1,0.505264,0.443863,[ 6 38] ; [ 44 204],[ 7.53424658 36.46575342] ; [ 42.46575342 205.53424658],0
s4,1,0.525105,0.403854,[10 36] ; [ 49 226],[ 8.45482866 37.54517134] ; [ 50.54517134 224.45482866],0
u2,1,0.580926,0.304739,[10  8] ; [29 17],[10.96875  7.03125] ; [28.03125 17.96875],0
n2,1,0.601452,0.272812,[7 3] ; [45 13],[7.64705882 2.35294118] ; [44.35294118 13.64705882],0
b2,1,0.630664,0.231162,[16 17] ; [ 84 107],[14.73214286 18.26785714] ; [ 85.26785714 105.73214286],0
b3,1,0.630664,0.231162,[16 17] ; [ 84 107],[14.73214286 18.26785714] ; [ 85.26785714 105.73214286],0
p5,1,0.641781,0.21642,[ 9 36] ; [ 47 227],[ 7.89968652 37.10031348] ; [ 48.10031348 225.89968652],0
p10,1,0.646307,0.210588,[42  4] ; [244  30],[41.1125  4.8875] ; [244.8875  29.1125],0
p2,1,0.657495,0.196581,[38  8] ; [235  41],[39.  7.] ; [234.  42.],0
u4,1,0.837999,0.041801,[ 2 44] ; [ 14 263],[ 2.27863777 43.72136223] ; [ 13.72136223 263.27863777],0
p4,1,0.841354,0.040065,[32 14] ; [196  80],[32.57142857 13.42857143] ; [195.42857143  80.57142857],0
p6,1,0.856148,0.032862,[22 24] ; [135 139],[22.56875 23.43125] ; [134.43125 139.56875],0
b4,1,0.942996,0.005113,[26 20] ; [155 122],[25.77708978 20.22291022] ; [155.22291022 121.77708978],0
n3,1,0.97275,0.001167,[6 3] ; [39 19],[6.04477612 2.95522388] ; [38.95522388 19.04477612],0
p11,1,0.991689,0.000109,[38  8] ; [229  48],[38.0247678  7.9752322] ; [228.9752322  48.0247678],0
p9,1,0.994387,4.9e-05,[42  4] ; [251  24],[41.98753894  4.01246106] ; [251.01246106  23.98753894],0
n1,1,1.0,0.0,[5 5] ; [28 28],[5. 5.] ; [28. 28.],0
