Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.000252,13.394575,[ 6 59] ; [10 13],[11.81818182 53.18181818] ; [ 4.18181818 18.81818182],1
n4,1,0.255282,1.294163,[34 32] ; [15  8],[36.33707865 29.66292135] ; [12.66292135 10.33707865],0
n3,1,0.272716,1.203036,[13 17] ; [8 5],[14.65116279 15.34883721] ; [6.34883721 6.65116279],0
u1,1,0.284037,1.147673,[ 4 62] ; [ 3 20],[ 5.19101124 60.80898876] ; [ 1.80898876 21.19101124],0
a6,1,0.297911,1.083522,[29 37] ; [13 10],[31.14606742 34.85393258] ; [10.85393258 12.14606742],0
a4,1,0.335111,0.929047,[21 44] ; [10 13],[22.89772727 42.10227273] ; [ 8.10227273 14.89772727],0
p8,1,0.360349,0.836676,[17 48] ; [ 8 14],[18.67816092 46.32183908] ; [ 6.32183908 15.67816092],0
p7,1,0.382468,0.762753,[17 47] ; [ 8 14],[18.60465116 45.39534884] ; [ 6.39534884 15.60465116],0
p12,1,0.415955,0.661715,[ 1 64] ; [ 1 21],[ 1.49425287 63.50574713] ; [ 0.50574713 21.49425287],0
b4,1,0.442897,0.588766,[37 29] ; [15  8],[38.56179775 27.43820225] ; [13.43820225  9.56179775],0
d4,1,0.52501,0.40404,[40 26] ; [15  7],[41.25 24.75] ; [13.75  8.25],0
s1,1,0.58821,0.293149,[ 6 60] ; [ 3 20],[ 6.6741573 59.3258427] ; [ 2.3258427 20.6741573],0
p4,1,0.592958,0.285748,[18 48] ; [ 7 14],[18.96551724 47.03448276] ; [ 6.03448276 14.96551724],0
n5,1,0.604474,0.268301,[39 27] ; [15  8],[40.04494382 25.95505618] ; [13.95505618  9.04494382],0
d3,1,0.693546,0.155274,[28 37] ; [11 12],[28.80681818 36.19318182] ; [10.19318182 12.80681818],0
p10,1,0.708635,0.139644,[31 34] ; [11 10],[31.74418605 33.25581395] ; [10.25581395 10.74418605],0
s2,1,0.736467,0.113256,[11 55] ; [ 3 19],[10.5 55.5] ; [ 3.5 18.5],0
p9,1,0.753797,0.098368,[33 31] ; [10 11],[32.37647059 31.62352941] ; [10.62352941 10.37647059],0
a5,1,0.760572,0.09286,[32 34] ; [12 11],[32.62921348 33.37078652] ; [11.37078652 11.62921348],0
p1,1,0.767719,0.087238,[ 7 58] ; [ 3 20],[ 7.38636364 57.61363636] ; [ 2.61363636 20.38636364],0
s8,1,0.793559,0.068483,[ 7 59] ; [ 2 21],[ 6.6741573 59.3258427] ; [ 2.3258427 20.6741573],0
p3,1,0.80187,0.062965,[14 52] ; [ 5 16],[14.4137931 51.5862069] ; [ 4.5862069 16.4137931],0
p2,1,0.809046,0.058398,[31 33] ; [10 12],[30.51162791 33.48837209] ; [10.48837209 11.51162791],0
a8,1,0.813506,0.055651,[ 4 58] ; [ 1 19],[ 3.7804878 58.2195122] ; [ 1.2195122 18.7804878],0
b3,1,0.869264,0.027091,[16 25] ; [5 7],[16.24528302 24.75471698] ; [4.75471698 7.24528302],0
b2,1,0.869264,0.027091,[16 25] ; [5 7],[16.24528302 24.75471698] ; [4.75471698 7.24528302],0
s7,1,0.888531,0.019646,[14 48] ; [ 4 15],[13.77777778 48.22222222] ; [ 4.22222222 14.77777778],0
p5,1,0.893756,0.017837,[ 5 59] ; [ 2 21],[ 5.14942529 58.85057471] ; [ 1.85057471 21.14942529],0
a7,1,0.902009,0.015159,[32 34] ; [11 11],[32.25 33.75] ; [10.75 11.25],0
s4,1,0.907867,0.013393,[ 8 58] ; [ 3 20],[ 8.15730337 57.84269663] ; [ 2.84269663 20.15730337],0
s5,1,0.938845,0.005886,[ 6 59] ; [ 2 21],[ 5.90909091 59.09090909] ; [ 2.09090909 20.90909091],0
b5,1,0.943519,0.005019,[31 35] ; [11 12],[31.14606742 34.85393258] ; [10.85393258 12.14606742],0
r2,1,0.957023,0.002904,[37 27] ; [12  9],[36.89411765 27.10588235] ; [12.10588235  8.89411765],0
b1,1,0.969382,0.001473,[37 29] ; [13 10],[37.07865169 28.92134831] ; [12.92134831 10.07865169],0
