Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,1.2e-05,19.188312,[135  12] ; [34 17],[125.46969697  21.53030303] ; [43.53030303  7.46969697],1
a8,1,0.167331,1.906695,[ 14 120] ; [ 2 48],[ 11.65217391 122.34782609] ; [ 4.34782609 45.65217391],0
p5,1,0.235895,1.404961,[  9 136] ; [ 1 50],[  7.39795918 137.60204082] ; [ 2.60204082 48.39795918],0
p7,1,0.251304,1.316039,[63 80] ; [17 32],[59.58333333 83.41666667] ; [20.41666667 28.58333333],0
r1,1,0.252508,1.309374,[94 53] ; [28 23],[90.57575758 56.42424242] ; [31.42424242 19.57575758],0
s5,1,0.262336,1.25639,[ 31 112] ; [ 7 42],[ 28.30208333 114.69791667] ; [ 9.69791667 39.30208333],0
u2,1,0.267927,1.227332,[42 45] ; [18 12],[44.61538462 42.38461538] ; [15.38461538 14.61538462],0
a4,1,0.275637,1.188475,[ 27 120] ; [ 6 45],[ 24.5 122.5] ; [ 8.5 42.5],0
r2,1,0.276994,1.181781,[127  20] ; [40 10],[124.6142132  22.3857868] ; [42.3857868  7.6142132],0
p1,1,0.284217,1.146816,[  8 138] ; [ 5 46],[  9.63451777 136.36548223] ; [ 3.36548223 47.63451777],0
d3,1,0.382673,0.762097,[83 65] ; [25 26],[80.32160804 67.67839196] ; [27.67839196 23.32160804],0
s3,1,0.432473,0.616174,[75 68] ; [23 27],[72.61139896 70.38860104] ; [25.38860104 24.61139896],0
u3,1,0.439563,0.597422,[44 44] ; [18 13],[45.8487395 42.1512605] ; [16.1512605 14.8487395],0
v1,1,0.4657,0.53216,[54 89] ; [16 34],[51.86528497 91.13471503] ; [18.13471503 31.86528497],0
s7,1,0.477761,0.50397,[ 40 102] ; [11 37],[ 38.11578947 103.88421053] ; [12.88421053 35.11578947],0
n1,1,0.489809,0.476946,[10 28] ; [ 7 13],[11.13793103 26.86206897] ; [ 5.86206897 14.13793103],0
a6,1,0.64987,0.206064,[70 78] ; [26 25],[71.39698492 76.60301508] ; [24.60301508 26.39698492],0
u1,1,0.660676,0.192703,[  4 144] ; [ 2 49],[  4.46231156 143.53768844] ; [ 1.53768844 49.46231156],0
b2,1,0.668734,0.183086,[14 60] ; [ 7 24],[14.8 59.2] ; [ 6.2 24.8],0
b3,1,0.668734,0.183086,[14 60] ; [ 7 24],[14.8 59.2] ; [ 6.2 24.8],0
n2,1,0.71632,0.132046,[24 13] ; [12  8],[23.36842105 13.63157895] ; [12.63157895  7.36842105],0
s4,1,0.825024,0.04888,[ 28 119] ; [ 9 42],[ 27.46969697 119.53030303] ; [ 9.53030303 41.46969697],0
b4,1,0.86135,0.030505,[92 56] ; [31 20],[91.47738693 56.52261307] ; [31.52261307 19.47738693],0
a3,1,0.880815,0.022481,[59 87] ; [20 31],[58.54822335 87.45177665] ; [20.45177665 30.54822335],0
d1,1,0.88886,0.019529,[ 48 100] ; [16 35],[ 47.59798995 100.40201005] ; [16.40201005 34.59798995],0
n3,1,0.88965,0.019251,[24 14] ; [13  7],[24.24137931 13.75862069] ; [12.75862069  7.24137931],0
s1,1,0.922376,0.009495,[  8 137] ; [ 3 48],[  8.1377551 136.8622449] ; [ 2.8622449 48.1377551],0
d2,1,0.967686,0.001641,[ 35 112] ; [12 39],[ 34.89393939 112.10606061] ; [12.10606061 38.89393939],0
d4,1,0.994476,4.8e-05,[94 53] ; [32 18],[94.02030457 52.97969543] ; [31.97969543 18.02030457],0
