Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,66.913725,[104  28] ; [ 1 33],[83.4939759 48.5060241] ; [21.5060241 12.4939759],1
d3,1,0.057505,3.607922,[82 50] ; [15 19],[77.13253012 54.86746988] ; [19.86746988 14.13253012],0
b3,1,0.073035,3.213447,[27 45] ; [13  9],[30.63829787 41.36170213] ; [ 9.36170213 12.63829787],0
b2,1,0.073035,3.213447,[27 45] ; [13  9],[30.63829787 41.36170213] ; [ 9.36170213 12.63829787],0
a6,1,0.104486,2.635696,[86 46] ; [17 17],[81.90361446 50.09638554] ; [21.09638554 12.90361446],0
n5,1,0.114687,2.48842,[77 54] ; [25  9],[80.98181818 50.01818182] ; [21.01818182 12.98181818],0
p6,1,0.121909,2.392618,[ 16 115] ; [ 1 32],[ 13.57926829 117.42073171] ; [ 3.42073171 29.57926829],0
p3,1,0.172182,1.863838,[ 29 101] ; [ 4 30],[ 26.15853659 103.84146341] ; [ 6.84146341 27.15853659],0
n2,1,0.189064,1.7249,[28 15] ; [ 9 10],[25.66129032 17.33870968] ; [11.33870968  7.66129032],0
d1,1,0.193943,1.687411,[63 69] ; [12 22],[59.63855422 72.36144578] ; [15.36144578 18.63855422],0
p1,1,0.201192,1.6337,[ 10 121] ; [ 5 29],[ 11.90909091 119.09090909] ; [ 3.09090909 30.90909091],0
s1,1,0.22586,1.466742,[  5 126] ; [ 3 31],[  6.35151515 124.64848485] ; [ 1.64848485 32.35151515],0
b4,1,0.22955,1.443646,[81 51] ; [17 17],[77.92771084 54.07228916] ; [20.07228916 13.92771084],0
n1,1,0.265732,1.238648,[14 29] ; [ 9 10],[15.9516129 27.0483871] ; [ 7.0483871 11.9516129],0
a8,1,0.265784,1.238377,[ 11 114] ; [ 1 32],[  9.49367089 115.50632911] ; [ 2.50632911 30.49367089],0
a5,1,0.289767,1.120702,[83 49] ; [18 16],[80.31325301 51.68674699] ; [20.68674699 13.31325301],0
s2,1,0.32663,0.962212,[ 20 110] ; [ 3 31],[ 18.23170732 111.76829268] ; [ 4.76829268 29.23170732],0
u1,1,0.347198,0.88367,[ 15 117] ; [ 2 32],[ 13.51807229 118.48192771] ; [ 3.48192771 30.51807229],0
a3,1,0.468007,0.526679,[85 47] ; [19 14],[83.2 48.8] ; [20.8 12.2],0
s7,1,0.478086,0.503226,[ 22 102] ; [ 4 28],[ 20.66666667 103.33333333] ; [ 5.33333333 26.66666667],0
s4,1,0.533731,0.387283,[ 11 121] ; [ 4 30],[ 11.92771084 120.07228916] ; [ 3.07228916 30.92771084],0
p12,1,0.586846,0.295296,[  2 128] ; [ 1 33],[  2.37804878 127.62195122] ; [ 0.62195122 33.37804878],0
v3,1,0.660102,0.1934,[30 94] ; [ 7 27],[29.03797468 94.96202532] ; [ 7.96202532 26.03797468],0
a4,1,0.693732,0.155075,[57 75] ; [13 20],[56. 76.] ; [14. 19.],0
s5,1,0.849198,0.036154,[ 10 114] ; [ 3 30],[ 10.26751592 113.73248408] ; [ 2.73248408 30.26751592],0
s8,1,0.861659,0.030367,[ 17 115] ; [ 4 30],[ 16.69879518 115.30120482] ; [ 4.30120482 29.69879518],0
a2,1,0.863331,0.029631,[ 21 111] ; [ 5 29],[ 20.6746988 111.3253012] ; [ 5.3253012 28.6746988],0
d2,1,0.900242,0.015714,[54 77] ; [14 19],[54.31707317 76.68292683] ; [13.68292683 19.31707317],0
s3,1,0.908626,0.013172,[ 29 102] ; [ 7 26],[ 28.75609756 102.24390244] ; [ 7.24390244 25.75609756],0
n4,1,0.961238,0.002362,[86 46] ; [22 12],[85.87951807 46.12048193] ; [22.12048193 11.87951807],0
p5,1,0.972858,0.001158,[  4 127] ; [ 1 33],[  3.96969697 127.03030303] ; [ 1.03030303 32.96969697],0
