Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,32.467235,[19  3] ; [12 52],[ 7.93023256 14.06976744] ; [23.06976744 40.93023256],1
d1,1,0.58042,0.305556,[ 5 17] ; [19 47],[ 6. 16.] ; [18. 48.],0
n3,1,0.612467,0.256598,[4 7] ; [14 17],[4.71428571 6.28571429] ; [13.28571429 17.71428571],0
p9,1,0.627752,0.235121,[13  9] ; [34 30],[12.02325581  9.97674419] ; [34.97674419 29.02325581],0
a1,1,0.698127,0.150427,[ 2 20] ; [ 8 58],[ 2.5 19.5] ; [ 7.5 58.5],0
n6,1,0.699345,0.149154,[12  9] ; [34 31],[11.23255814  9.76744186] ; [34.76744186 30.23255814],0
d4,1,0.705987,0.142318,[14  8] ; [39 27],[13.25  8.75] ; [39.75 26.25],0
n1,1,0.746355,0.10462,[4 7] ; [13 18],[4.45238095 6.54761905] ; [12.54761905 18.45238095],0
a4,1,0.756806,0.0959,[ 6 16] ; [20 45],[ 6.57471264 15.42528736] ; [19.42528736 45.57471264],0
r1,1,0.776205,0.080808,[ 5 17] ; [17 49],[ 5.5 16.5] ; [16.5 49.5],0
a8,1,0.790051,0.070886,[ 1 20] ; [ 4 59],[ 1.25 19.75] ; [ 3.75 59.25],0
a3,1,0.809046,0.058398,[12 10] ; [33 31],[11.51162791 10.48837209] ; [33.48837209 30.51162791],0
r2,1,0.942913,0.005128,[12  9] ; [36 28],[11.85882353  9.14117647] ; [36.14117647 27.85882353],0
d3,1,0.945459,0.00468,[10 12] ; [29 36],[ 9.86206897 12.13793103] ; [29.13793103 35.86206897],0
