Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,78.868847,[ 31 136] ; [147  85],[74.50125313 92.49874687] ; [103.49874687 128.50125313],1
p10,1,0.086179,2.944339,[141  25] ; [211  22],[146.44611529  19.55388471] ; [205.55388471  27.44611529],0
p7,1,0.089893,2.876285,[130  36] ; [197  35],[136.38693467  29.61306533] ; [190.61306533  41.38693467],0
u4,1,0.110335,2.549421,[  2 166] ; [  9 227],[  4.57425743 163.42574257] ; [  6.42574257 229.57425743],0
b2,1,0.115806,2.473151,[30 66] ; [61 87],[35.80327869 60.19672131] ; [55.19672131 92.80327869],0
b3,1,0.115806,2.473151,[30 66] ; [61 87],[35.80327869 60.19672131] ; [55.19672131 92.80327869],0
s7,1,0.120686,2.408393,[81 80] ; [130  93],[88.46614583 72.53385417] ; [122.53385417 100.46614583],0
b1,1,0.12572,2.34457,[ 68 100] ; [ 78 158],[ 60.71287129 107.28712871] ; [ 85.28712871 150.71287129],0
a7,1,0.15168,2.055274,[118  50] ; [180  55],[124.22828784  43.77171216] ; [173.77171216  61.22828784],0
n5,1,0.169498,1.887376,[135  32] ; [202  33],[139.99751244  27.00248756] ; [197.00248756  37.99751244],0
p4,1,0.17696,1.822968,[120  48] ; [181  53],[125.79104478  42.20895522] ; [175.20895522  58.79104478],0
b4,1,0.18619,1.747508,[90 78] ; [142  94],[96.47524752 71.52475248] ; [135.52475248 100.47524752],0
p9,1,0.191866,1.70323,[146  20] ; [215  19],[149.815  16.185] ; [211.185  22.815],0
s3,1,0.209319,1.576127,[88 77] ; [139  94],[94.1080402 70.8919598] ; [132.8919598 100.1080402],0
r3,1,0.217053,1.523751,[157  10] ; [227   8],[159.52238806   7.47761194] ; [224.47761194  10.52238806],0
d5,1,0.231235,1.433248,[130  37] ; [195  41],[134.67741935  32.32258065] ; [190.32258065  45.67741935],0
a4,1,0.244684,1.353406,[ 67 100] ; [108 127],[72.69900498 94.30099502] ; [102.30099502 132.69900498],0
s2,1,0.301034,1.06961,[83 84] ; [128 105],[88.0925 78.9075] ; [122.9075 110.0925],0
n3,1,0.347558,0.882353,[22 12] ; [27  9],[23.8 10.2] ; [25.2 10.8],0
s1,1,0.374881,0.787423,[  6 161] ; [  5 230],[  4.56965174 162.43034826] ; [  6.43034826 228.56965174],0
a8,1,0.40487,0.693816,[ 22 132] ; [ 37 174],[ 24.89315068 129.10684932] ; [ 34.10684932 176.89315068],0
n4,1,0.425156,0.636018,[138  30] ; [200  35],[140.90322581  27.09677419] ; [197.09677419  37.90322581],0
a1,1,0.430757,0.620781,[  7 161] ; [ 14 222],[  8.73267327 159.26732673] ; [ 12.26732673 223.73267327],0
r2,1,0.465309,0.533094,[157   9] ; [223   9],[158.49246231   7.50753769] ; [221.50753769  10.49246231],0
p2,1,0.483564,0.490815,[156  11] ; [216  20],[154.15384615  12.84615385] ; [217.84615385  18.15384615],0
n1,1,0.494348,0.467048,[15 19] ; [13 23],[13.6 20.4] ; [14.4 21.6],0
b5,1,0.61023,0.259841,[94 74] ; [126 110],[91.48514851 76.51485149] ; [128.51485149 107.48514851],0
s6,1,0.623378,0.241149,[116  46] ; [158  70],[113.81538462  48.18461538] ; [160.18461538  67.81538462],0
v4,1,0.789483,0.071279,[162   5] ; [229   6],[162.43034826   4.56965174] ; [228.56965174   6.43034826],0
u2,1,0.85214,0.034741,[31 32] ; [27 26],[31.5 31.5] ; [26.5 26.5],0
p6,1,0.864852,0.028968,[84 84] ; [118 114],[84.84 83.16] ; [117.16 114.84],0
p5,1,0.895891,0.017123,[ 32 135] ; [ 44 192],[ 31.49379653 135.50620347] ; [ 44.50620347 191.49379653],0
u3,1,0.896359,0.016968,[32 30] ; [28 25],[32.34782609 29.65217391] ; [27.65217391 25.34782609],0
p1,1,0.95538,0.003131,[ 20 146] ; [ 28 208],[ 19.82089552 146.17910448] ; [ 28.17910448 207.82089552],0
