Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,5.5e-05,16.275422,[20 11] ; [ 38 104],[10.39306358 20.60693642] ; [47.60693642 94.39306358],1
d2,1,0.561453,0.337195,[ 7 27] ; [ 36 106],[ 8.30681818 25.69318182] ; [ 34.69318182 107.30681818],0
s8,1,0.57113,0.320795,[12 22] ; [43 99],[10.625 23.375] ; [44.375 97.625],0
p10,1,0.606182,0.265773,[24 10] ; [91 47],[22.73255814 11.26744186] ; [92.26744186 45.73255814],0
n2,1,0.663594,0.189188,[11  3] ; [32 12],[10.37931034  3.62068966] ; [32.62068966 11.37931034],0
d5,1,0.668449,0.183422,[16 17] ; [63 79],[14.89714286 18.10285714] ; [64.10285714 77.89714286],0
p4,1,0.6814,0.168555,[14 20] ; [64 78],[15.06818182 18.93181818] ; [62.93181818 79.06818182],0
p9,1,0.681865,0.168033,[23 11] ; [99 40],[23.97687861 10.02312139] ; [98.02312139 40.97687861],0
a4,1,0.710763,0.137516,[ 7 27] ; [ 33 107],[ 7.81609195 26.18390805] ; [ 32.18390805 107.81609195],0
n3,1,0.72158,0.126984,[11  3] ; [31 11],[10.5  3.5] ; [31.5 10.5],0
v4,1,0.726925,0.121954,[28  5] ; [122  18],[28.61271676  4.38728324] ; [121.38728324  18.61271676],0
d1,1,0.730719,0.118452,[ 1 33] ; [  6 136],[ 1.35227273 32.64772727] ; [  5.64772727 136.35227273],0
r3,1,0.732339,0.116975,[29  5] ; [116  24],[28.33333333  5.66666667] ; [116.66666667  23.33333333],0
p1,1,0.741869,0.10849,[ 4 30] ; [ 14 128],[ 3.47727273 30.52272727] ; [ 14.52272727 127.47727273],0
r2,1,0.775263,0.081508,[29  5] ; [122  18],[29.50574713  4.49425287] ; [121.49425287  18.50574713],0
p2,1,0.780217,0.077861,[25  9] ; [101  41],[24.34090909  9.65909091] ; [101.65909091  40.34090909],0
b4,1,0.814688,0.054935,[16 18] ; [70 72],[16.61363636 17.38636364] ; [69.38636364 72.61363636],0
a7,1,0.819216,0.052237,[18 15] ; [80 61],[18.5862069 14.4137931] ; [79.4137931 61.5862069],0
n4,1,0.819638,0.051989,[24 10] ; [96 44],[23.44827586 10.55172414] ; [96.55172414 43.44827586],0
v1,1,0.867636,0.027776,[14 20] ; [59 79],[14.43023256 19.56976744] ; [58.56976744 79.43023256],0
r1,1,0.886568,0.020349,[21 13] ; [84 55],[20.63583815 13.36416185] ; [84.36416185 54.63583815],0
r4,1,0.893178,0.018032,[25  9] ; [106  36],[25.30681818  8.69318182] ; [105.69318182  36.30681818],0
u2,1,0.893468,0.017934,[ 8 12] ; [30 42],[ 8.26086957 11.73913043] ; [29.73913043 42.26086957],0
p8,1,0.900139,0.015747,[14 20] ; [56 84],[13.67816092 20.32183908] ; [56.32183908 83.67816092],0
b5,1,0.909018,0.013059,[20 14] ; [82 60],[19.70454545 14.29545455] ; [82.29545455 59.70454545],0
p11,1,0.996301,2.1e-05,[23 11] ; [96 46],[22.98863636 11.01136364] ; [96.01136364 45.98863636],0
