Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,100.548556,[206  39] ; [145 193],[147.50428816  97.49571184] ; [203.49571184 134.50428816],1
r3,1,0.089608,2.881409,[243   5] ; [330  16],[239.23232323   8.76767677] ; [333.76767677  12.23232323],0
a1,1,0.090411,2.867033,[ 17 233] ; [ 13 335],[ 12.54180602 237.45819398] ; [ 17.45819398 330.54180602],0
d3,1,0.096805,2.757406,[173  75] ; [220 128],[163.53020134  84.46979866] ; [229.46979866 118.53020134],0
u1,1,0.154075,2.031439,[ 46 204] ; [ 49 299],[ 39.71571906 210.28428094] ; [ 55.28428094 292.71571906],0
r2,1,0.247121,1.339509,[235  13] ; [314  26],[231.55102041  16.44897959] ; [317.44897959  22.55102041],0
b2,1,0.267485,1.229599,[76 98] ; [ 80 130],[ 70.6875 103.3125] ; [ 85.3125 124.6875],0
b3,1,0.267485,1.229599,[76 98] ; [ 80 130],[ 70.6875 103.3125] ; [ 85.3125 124.6875],0
u2,1,0.457595,0.551772,[38 21] ; [65 46],[35.74705882 23.25294118] ; [67.25294118 43.74705882],0
u3,1,0.476891,0.505965,[36 23] ; [62 50],[33.8128655 25.1871345] ; [64.1871345 47.8128655],0
b5,1,0.494475,0.466773,[141 109] ; [206 142],[145.06688963 104.93311037] ; [201.93311037 146.06688963],0
a7,1,0.532428,0.389756,[179  68] ; [244 104],[175.59831933  71.40168067] ; [247.40168067 100.59831933],0
n1,1,0.581192,0.304311,[15 24] ; [27 54],[13.65 25.35] ; [28.35 52.65],0
a6,1,0.660364,0.193082,[171  76] ; [235 113],[168.54117647  78.45882353] ; [237.45882353 110.54117647],0
a8,1,0.673148,0.177942,[ 34 188] ; [ 54 270],[ 35.78021978 186.21978022] ; [ 52.21978022 271.78021978],0
n2,1,0.681405,0.168548,[31  9] ; [60 21],[30.08264463  9.91735537] ; [60.91735537 20.08264463],0
b1,1,0.691259,0.157725,[ 88 162] ; [128 220],[ 90.30100334 159.69899666] ; [125.69899666 222.30100334],0
s1,1,0.741611,0.108716,[  6 240] ; [  7 337],[  5.42033898 240.57966102] ; [  7.57966102 336.42033898],0
p2,1,0.755087,0.097306,[215  33] ; [296  49],[213.70657673  34.29342327] ; [297.29342327  47.70657673],0
b4,1,0.767065,0.087744,[151  99] ; [206 142],[149.24749164 100.75250836] ; [207.75250836 140.24749164],0
n3,1,0.941392,0.005405,[31 10] ; [60 20],[30.83471074 10.16528926] ; [60.16528926 19.83471074],0
