Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.00058,11.840319,[17 16] ; [10 48],[ 9.79120879 23.20879121] ; [17.20879121 40.79120879],1
b2,1,0.319855,0.989538,[ 8 17] ; [ 7 27],[ 6.3559322 18.6440678] ; [ 8.6440678 25.3559322],0
v4,1,0.37841,0.775862,[30  2] ; [51  7],[28.8  3.2] ; [52.2  5.8],0
n4,1,0.392552,0.731023,[25  8] ; [39 19],[23.20879121  9.79120879] ; [40.79120879 17.20879121],0
s7,1,0.422955,0.642089,[13 18] ; [19 38],[11.27272727 19.72727273] ; [20.72727273 36.27272727],0
d3,1,0.431218,0.619541,[21 12] ; [32 26],[19.21978022 13.78021978] ; [33.78021978 24.21978022],0
p8,1,0.463767,0.536788,[10 23] ; [22 36],[11.6043956 21.3956044] ; [20.3956044 37.6043956],0
s4,1,0.471995,0.517301,[ 3 30] ; [ 8 48],[ 4.07865169 28.92134831] ; [ 6.92134831 49.07865169],0
b5,1,0.508365,0.437432,[20 13] ; [31 27],[18.49450549 14.50549451] ; [32.50549451 25.49450549],0
a8,1,0.518582,0.416712,[ 2 27] ; [ 6 47],[ 2.82926829 26.17073171] ; [ 5.17073171 47.82926829],0
a4,1,0.533389,0.387931,[12 20] ; [18 40],[10.66666667 21.33333333] ; [19.33333333 38.66666667],0
n6,1,0.552799,0.352327,[23 10] ; [43 14],[24.2  8.8] ; [41.8 15.2],0
p7,1,0.567504,0.326877,[18 13] ; [30 28],[16.71910112 14.28089888] ; [31.28089888 26.71910112],0
d1,1,0.590352,0.289794,[14 19] ; [28 30],[15.23076923 17.76923077] ; [26.76923077 31.23076923],0
s5,1,0.609008,0.261622,[ 8 25] ; [11 45],[ 7.04494382 25.95505618] ; [11.95505618 44.04494382],0
r1,1,0.618424,0.248089,[26  7] ; [43 15],[25.02197802  7.97802198] ; [43.97802198 14.02197802],0
s6,1,0.619872,0.246048,[16 17] ; [25 33],[14.86813187 18.13186813] ; [26.13186813 31.86813187],0
p4,1,0.619872,0.246048,[16 17] ; [25 33],[14.86813187 18.13186813] ; [26.13186813 31.86813187],0
p1,1,0.643496,0.214199,[ 2 31] ; [ 5 52],[ 2.56666667 30.43333333] ; [ 4.43333333 52.56666667],0
r3,1,0.643496,0.214199,[31  2] ; [52  5],[30.43333333  2.56666667] ; [52.56666667  4.43333333],0
a6,1,0.660957,0.192364,[22 11] ; [36 22],[21.03296703 11.96703297] ; [36.96703297 21.03296703],0
p6,1,0.719489,0.128983,[ 8 23] ; [13 45],[ 7.31460674 23.68539326] ; [13.68539326 44.31460674],0
n3,1,0.765688,0.088816,[6 3] ; [13  5],[6.33333333 2.66666667] ; [12.66666667  5.33333333],0
b1,1,0.766362,0.08829,[17 16] ; [28 30],[16.31868132 16.68131868] ; [28.68131868 29.31868132],0
r2,1,0.794488,0.067854,[29  4] ; [52  6],[29.37362637  3.62637363] ; [51.62637363  6.37362637],0
n5,1,0.79599,0.066843,[19 14] ; [35 23],[19.58241758 13.41758242] ; [34.41758242 23.58241758],0
p2,1,0.809023,0.058412,[23 10] ; [39 19],[22.48351648 10.51648352] ; [39.51648352 18.48351648],0
a7,1,0.809848,0.057899,[20 13] ; [36 21],[20.53333333 12.46666667] ; [35.46666667 21.53333333],0
d4,1,0.821811,0.050722,[23 10] ; [41 16],[23.46666667  9.53333333] ; [40.53333333 16.46666667],0
u2,1,0.882973,0.021668,[6 5] ; [16 12],[6.20512821 4.79487179] ; [15.79487179 12.20512821],0
s8,1,0.883278,0.021555,[ 9 24] ; [15 43],[ 8.7032967 24.2967033] ; [15.2967033 42.7032967],0
n1,1,0.914641,0.011489,[3 5] ; [ 6 11],[2.88 5.12] ; [ 6.12 10.88],0
d2,1,0.918614,0.010441,[16 17] ; [27 30],[15.76666667 17.23333333] ; [27.23333333 29.76666667],0
d5,1,0.920612,0.009933,[23 10] ; [41 17],[23.20879121  9.79120879] ; [40.79120879 17.20879121],0
b4,1,0.942059,0.005283,[23 10] ; [40 18],[22.84615385 10.15384615] ; [40.15384615 17.84615385],0
