Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,8.2e-05,15.504245,[184  35] ; [44 27],[172.17931034  46.82068966] ; [55.82068966 15.17931034],1
s8,1,0.464231,0.535674,[110 109] ; [34 41],[107.26530612 111.73469388] ; [36.73469388 38.26530612],0
b5,1,0.512898,0.42815,[147  73] ; [47 28],[144.6779661  75.3220339] ; [49.3220339 25.6779661],0
d4,1,0.514494,0.424917,[180  40] ; [58 16],[178.0952381  41.9047619] ; [59.9047619 14.0952381],0
n1,1,0.565358,0.330511,[21 31] ; [12 23],[19.72413793 32.27586207] ; [13.27586207 21.72413793],0
b2,1,0.595072,0.282492,[42 91] ; [10 27],[40.68235294 92.31764706] ; [11.31764706 25.68235294],0
b3,1,0.595072,0.282492,[42 91] ; [10 27],[40.68235294 92.31764706] ; [11.31764706 25.68235294],0
u3,1,0.615884,0.251695,[44 28] ; [15 12],[42.90909091 29.09090909] ; [16.09090909 10.90909091],0
v2,1,0.674024,0.176932,[112  97] ; [36 35],[110.47142857  98.52857143] ; [37.52857143 33.47142857],0
a5,1,0.6892,0.159952,[155  65] ; [51 24],[153.62711864  66.37288136] ; [52.37288136 22.62711864],0
p4,1,0.719945,0.128546,[ 94 125] ; [30 44],[ 92.68259386 126.31740614] ; [31.31740614 42.68259386],0
r4,1,0.795758,0.066999,[196  24] ; [66  9],[195.38983051  24.61016949] ; [66.61016949  8.38983051],0
s3,1,0.799049,0.06481,[148  66] ; [50 24],[147.125  66.875] ; [50.875 23.125],0
p5,1,0.799355,0.064609,[ 13 206] ; [ 5 69],[ 13.45392491 205.54607509] ; [ 4.54607509 69.45392491],0
v4,1,0.799995,0.064188,[207  10] ; [71  4],[206.59589041  10.40410959] ; [71.40410959  3.59589041],0
v3,1,0.827808,0.047312,[ 74 139] ; [24 48],[ 73.24210526 139.75789474] ; [24.75789474 47.24210526],0
u4,1,0.846513,0.037469,[  5 215] ; [ 2 73],[  5.22033898 214.77966102] ; [ 1.77966102 73.22033898],0
n3,1,0.847111,0.037174,[35 16] ; [24 12],[34.5862069 16.4137931] ; [24.4137931 11.5862069],0
d5,1,0.896585,0.016894,[174  46] ; [58 16],[173.60544218  46.39455782] ; [58.39455782 15.60544218],0
a8,1,0.937416,0.006165,[ 34 165] ; [11 55],[ 33.79245283 165.20754717] ; [11.20754717 54.79245283],0
a1,1,0.972544,0.001185,[  9 211] ; [ 3 72],[  8.94915254 211.05084746] ; [ 3.05084746 71.94915254],0
