Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,32.46299,[159   9] ; [41 21],[146.08695652  21.91304348] ; [53.91304348  8.08695652],1
v4,1,0.344125,0.895004,[162   4] ; [59  3],[160.90350877   5.09649123] ; [60.09649123  1.90350877],0
s6,1,0.347712,0.881788,[125  35] ; [44 17],[122.35294118  37.64705882] ; [46.64705882 14.35294118],0
v1,1,0.355435,0.853957,[109  57] ; [36 25],[106.03524229  59.96475771] ; [38.96475771 22.03524229],0
u3,1,0.368803,0.807692,[24 15] ; [12 12],[22.28571429 16.71428571] ; [13.71428571 10.28571429],0
d5,1,0.369196,0.806368,[138  29] ; [48 14],[135.6419214  31.3580786] ; [50.3580786 11.6419214],0
a8,1,0.372075,0.796722,[ 23 128] ; [12 47],[ 25.16666667 125.83333333] ; [ 9.83333333 49.16666667],0
d4,1,0.381758,0.765032,[145  22] ; [51 11],[142.93449782  24.06550218] ; [53.06550218  8.93449782],0
s8,1,0.409906,0.679073,[99 68] ; [33 29],[96.26200873 70.73799127] ; [35.73799127 26.26200873],0
p1,1,0.414969,0.66452,[ 29 138] ; [ 8 54],[ 26.98253275 140.01746725] ; [10.01746725 51.98253275],0
u4,1,0.606678,0.265041,[  8 159] ; [ 2 60],[  7.29257642 159.70742358] ; [ 2.70742358 59.29257642],0
s3,1,0.677697,0.17273,[103  63] ; [36 25],[101.64757709  64.35242291] ; [37.35242291 23.64757709],0
b2,1,0.694396,0.154368,[48 63] ; [13 20],[47.02083333 63.97916667] ; [13.97916667 19.02083333],0
b3,1,0.694396,0.154368,[48 63] ; [13 20],[47.02083333 63.97916667] ; [13.97916667 19.02083333],0
b1,1,0.774323,0.082211,[74 94] ; [26 36],[73.04347826 94.95652174] ; [26.95652174 35.04347826],0
p11,1,0.779473,0.078404,[146  22] ; [53  9],[145.35652174  22.64347826] ; [53.64347826  8.35652174],0
n1,1,0.781727,0.076768,[10 12] ; [8 8],[10.42105263 11.57894737] ; [7.57894737 8.42105263],0
r4,1,0.812605,0.056201,[156  12] ; [57  5],[155.5826087  12.4173913] ; [57.4173913  4.5826087],0
u2,1,0.897079,0.016732,[21 19] ; [13 11],[21.25 18.75] ; [12.75 11.25],0
b4,1,0.905993,0.013946,[99 69] ; [36 26],[98.60869565 69.39130435] ; [36.39130435 25.60869565],0
d3,1,0.953069,0.003464,[124  44] ; [46 16],[124.17391304  43.82608696] ; [45.82608696 16.17391304],0
n2,1,0.964419,0.00199,[18  4] ; [13  3],[17.94736842  4.05263158] ; [13.05263158  2.94736842],0
r2,1,0.990216,0.00015,[156   8] ; [59  3],[156.01769912   7.98230088] ; [58.98230088  3.01769912],0
