Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.001953,9.593001,[15 10] ; [26 70],[ 8.47107438 16.52892562] ; [32.52892562 63.47107438],0
p1,1,0.119044,2.429856,[ 4 21] ; [ 6 89],[ 2.08333333 22.91666667] ; [ 7.91666667 87.08333333],0
a7,1,0.127687,2.320398,[14 11] ; [69 27],[17.14876033  7.85123967] ; [65.85123967 30.14876033],0
n1,1,0.228612,1.449474,[6 4] ; [ 9 15],[4.41176471 5.58823529] ; [10.58823529 13.41176471],0
n4,1,0.242357,1.366829,[10 15] ; [51 45],[12.60330579 12.39669421] ; [48.39669421 47.60330579],0
n2,1,0.251943,1.3125,[9 1] ; [18  7],[7.71428571 2.28571429] ; [19.28571429  5.71428571],0
a3,1,0.279764,1.168235,[19  6] ; [62 34],[16.73553719  8.26446281] ; [64.26446281 31.73553719],0
a4,1,0.285801,1.139299,[ 7 18] ; [38 58],[ 9.29752066 15.70247934] ; [35.70247934 60.29752066],0
p10,1,0.328139,0.956229,[17  7] ; [57 38],[14.92436975  9.07563025] ; [59.07563025 35.92436975],0
p11,1,0.407451,0.686227,[15 10] ; [66 30],[16.73553719  8.26446281] ; [64.26446281 31.73553719],0
d1,1,0.416198,0.661026,[14 11] ; [45 51],[12.19008264 12.80991736] ; [46.80991736 49.19008264],0
v4,1,0.446947,0.578382,[23  2] ; [90  4],[23.7394958  1.2605042] ; [89.2605042  4.7394958],0
p7,1,0.45428,0.559951,[14  9] ; [48 44],[12.4 10.6] ; [49.6 42.4],0
p8,1,0.485997,0.485377,[12 12] ; [40 55],[10.48739496 13.51260504] ; [41.51260504 53.48739496],0
b5,1,0.488987,0.478754,[14 11] ; [61 35],[15.49586777  9.50413223] ; [59.50413223 36.49586777],0
r1,1,0.490153,0.47619,[20  4] ; [85 11],[21.  3.] ; [84. 12.],0
p4,1,0.491515,0.473208,[13 11] ; [44 51],[11.49579832 12.50420168] ; [45.50420168 49.49579832],0
u2,1,0.494739,0.466204,[5 1] ; [23 10],[4.30769231 1.69230769] ; [23.69230769  9.30769231],0
n5,1,0.554041,0.350128,[ 9 16] ; [40 54],[10.29411765 14.70588235] ; [38.70588235 55.29411765],0
v3,1,0.573631,0.316645,[ 6 17] ; [28 59],[ 7.10909091 15.89090909] ; [26.89090909 60.10909091],0
d2,1,0.577912,0.309623,[11 14] ; [36 59],[ 9.79166667 15.20833333] ; [37.20833333 57.79166667],0
b4,1,0.673723,0.177278,[16  9] ; [57 39],[15.08264463  9.91735537] ; [57.91735537 38.08264463],0
u3,1,0.685372,0.164141,[5 1] ; [25  8],[4.61538462 1.38461538] ; [25.38461538  7.61538462],0
d5,1,0.736545,0.113186,[20  5] ; [73 22],[19.375  5.625] ; [73.625 21.375],0
p2,1,0.746128,0.104814,[19  5] ; [73 23],[18.4  5.6] ; [73.6 22.4],0
a2,1,0.750832,0.100833,[ 4 21] ; [18 78],[ 4.54545455 20.45454545] ; [17.45454545 78.54545455],0
a8,1,0.758228,0.094746,[ 2 22] ; [ 9 77],[ 2.4 21.6] ; [ 8.6 77.4],0
v2,1,0.780702,0.077509,[13 12] ; [42 44],[12.38738739 12.61261261] ; [42.61261261 43.38738739],0
b1,1,0.786439,0.073407,[13 12] ; [47 49],[12.39669421 12.60330579] ; [47.60330579 48.39669421],0
d3,1,0.797392,0.065907,[17  8] ; [62 33],[16.45833333  8.54166667] ; [62.54166667 32.45833333],0
r2,1,0.804219,0.06145,[24  1] ; [91  5],[23.76033058  1.23966942] ; [91.23966942  4.76033058],0
n3,1,0.910578,0.012613,[8 2] ; [18  5],[7.87878788 2.12121212] ; [18.12121212  4.87878788],0
u1,1,0.939882,0.005688,[ 3 22] ; [11 85],[ 2.89256198 22.10743802] ; [11.10743802 84.89256198],0
a5,1,0.977827,0.000772,[17  8] ; [65 31],[16.94214876  8.05785124] ; [65.05785124 30.94214876],0
