Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,183.001334,[535  67] ; [56 91],[475.00934579 126.99065421] ; [115.99065421  31.00934579],1
b3,1,0.119513,2.423691,[156 230] ; [20 46],[150.30088496 235.69911504] ; [25.69911504 40.30088496],0
r2,1,0.142531,2.150417,[573  24] ; [136  10],[569.68102288  27.31897712] ; [139.31897712   6.68102288],0
s1,1,0.200301,1.640176,[ 20 575] ; [  2 145],[ 17.64150943 577.35849057] ; [  4.35849057 142.64150943],0
a1,1,0.240178,1.379551,[ 30 574] ; [  4 143],[ 27.3448735 576.6551265] ; [  6.6551265 140.3448735],0
u4,1,0.359683,0.838999,[ 16 588] ; [  2 145],[ 14.47669774 589.52330226] ; [  3.52330226 143.47669774],0
d3,1,0.42762,0.62928,[421 182] ; [97 49],[417.02803738 185.97196262] ; [100.97196262  45.02803738],0
b5,1,0.440413,0.595207,[357 247] ; [92 55],[361.11318242 242.88681758] ; [87.88681758 59.11318242],0
u2,1,0.579157,0.307599,[83 75] ; [28 30],[81.19444444 76.80555556] ; [29.80555556 28.19444444],0
a7,1,0.613944,0.254472,[437 165] ; [109  37],[439.42780749 162.57219251] ; [106.57219251  39.42780749],0
b4,1,0.61675,0.250462,[352 252] ; [89 58],[354.67909454 249.32090546] ; [86.32090546 60.67909454],0
s5,1,0.837072,0.042288,[203 374] ; [49 94],[201.95 375.05] ; [50.05 92.95],0
n2,1,0.873804,0.025226,[77 26] ; [39 14],[76.58974359 26.41025641] ; [39.41025641 13.58974359],0
v4,1,0.927753,0.008222,[580  24] ; [139   6],[579.80774366  24.19225634] ; [139.19225634   5.80774366],0
u3,1,0.952427,0.003559,[87 72] ; [32 26],[87.19354839 71.80645161] ; [31.80645161 26.19354839],0
