Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.000407,12.498641,[37 30] ; [ 86 183],[24.52678571 42.47321429] ; [ 98.47321429 170.52678571],1
b2,1,0.507883,0.438426,[17 31] ; [68 99],[18.97674419 29.02325581] ; [ 66.02325581 100.97674419],0
b3,1,0.507883,0.438426,[17 31] ; [68 99],[18.97674419 29.02325581] ; [ 66.02325581 100.97674419],0
u1,1,0.57521,0.314042,[15 52] ; [ 52 217],[13.36011905 53.63988095] ; [ 53.63988095 215.36011905],0
a4,1,0.603983,0.26903,[29 38] ; [125 142],[30.89221557 36.10778443] ; [123.10778443 143.89221557],0
n4,1,0.648213,0.208161,[58  9] ; [226  42],[56.8 10.2] ; [227.2  40.8],0
u2,1,0.66438,0.188246,[14  8] ; [35 25],[13.14634146  8.85365854] ; [35.85365854 24.14634146],0
a6,1,0.666673,0.185519,[44 23] ; [182  84],[45.47147147 21.52852853] ; [180.52852853  85.47147147],0
p1,1,0.669405,0.182299,[ 8 59] ; [ 27 239],[ 7.04204204 59.95795796] ; [ 27.95795796 238.04204204],0
p3,1,0.686449,0.162956,[37 30] ; [153 111],[38.4592145 28.5407855] ; [151.5407855 112.4592145],0
s2,1,0.690113,0.158963,[36 31] ; [149 115],[37.44712991 29.55287009] ; [147.55287009 116.44712991],0
p6,1,0.779118,0.078663,[25 41] ; [103 156],[25.99384615 40.00615385] ; [102.00615385 156.99384615],0
r4,1,0.808091,0.058995,[64  3] ; [255  14],[63.61011905  3.38988095] ; [255.38988095  13.61011905],0
s3,1,0.825932,0.048366,[39 28] ; [154 104],[39.78769231 27.21230769] ; [153.21230769 104.78769231],0
n6,1,0.914727,0.011466,[60  7] ; [237  29],[59.75675676  7.24324324] ; [237.24324324  28.75675676],0
n3,1,0.970656,0.001353,[9 3] ; [37 12],[9.04918033 2.95081967] ; [36.95081967 12.04918033],0
s7,1,0.973076,0.001139,[37 26] ; [148 103],[37.11783439 25.88216561] ; [147.88216561 103.11783439],0
v4,1,1.0,0.0,[65  2] ; [260   8],[65.  2.] ; [260.   8.],0
