Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,38.966738,[63  5] ; [ 8 18],[51.36170213 16.63829787] ; [19.63829787  6.36170213],1
a8,1,0.263405,1.250774,[11 50] ; [ 2 22],[ 9.32941176 51.67058824] ; [ 3.67058824 20.32941176],0
p2,1,0.272277,1.205241,[56 12] ; [18  7],[54.10752688 13.89247312] ; [19.89247312  5.10752688],0
a1,1,0.350118,0.873028,[ 4 64] ; [ 3 23],[ 5.06382979 62.93617021] ; [ 1.93617021 24.06382979],0
b4,1,0.353156,0.862086,[40 28] ; [18  8],[41.95744681 26.04255319] ; [16.04255319  9.95744681],0
a2,1,0.38809,0.744919,[16 52] ; [ 4 22],[14.46808511 53.53191489] ; [ 5.53191489 20.46808511],0
d2,1,0.464892,0.534092,[33 34] ; [15 11],[34.58064516 32.41935484] ; [13.41935484 12.58064516],0
s1,1,0.48255,0.493096,[ 1 66] ; [ 1 25],[ 1.44086022 65.55913978] ; [ 0.55913978 25.44086022],0
u2,1,0.51043,0.433185,[11  8] ; [5 6],[10.13333333  8.86666667] ; [5.86666667 5.13333333],0
v4,1,0.526098,0.401922,[65  3] ; [24  2],[64.38297872  3.61702128] ; [24.61702128  1.38297872],0
v3,1,0.585917,0.296766,[25 43] ; [ 8 18],[23.87234043 44.12765957] ; [ 9.12765957 16.87234043],0
p12,1,0.603352,0.26997,[ 8 60] ; [ 2 23],[ 7.31182796 60.68817204] ; [ 2.68817204 22.31182796],0
s6,1,0.645906,0.211101,[45 21] ; [19  7],[45.91304348 20.08695652] ; [18.08695652  7.91304348],0
d5,1,0.674028,0.176927,[55 13] ; [22  4],[55.70212766 12.29787234] ; [21.29787234  4.70212766],0
p1,1,0.690689,0.158341,[10 58] ; [ 3 23],[ 9.40425532 58.59574468] ; [ 3.59574468 22.40425532],0
s8,1,0.708135,0.140147,[26 41] ; [ 9 17],[25.21505376 41.78494624] ; [ 9.78494624 16.21505376],0
b1,1,0.745374,0.105459,[26 42] ; [ 9 17],[25.31914894 42.68085106] ; [ 9.68085106 16.31914894],0
d1,1,0.759087,0.094052,[39 29] ; [14 12],[38.34042553 29.65957447] ; [14.65957447 11.34042553],0
u1,1,0.764419,0.08981,[15 53] ; [ 5 21],[14.46808511 53.53191489] ; [ 5.53191489 20.46808511],0
n3,1,0.772059,0.083916,[9 4] ; [7 4],[8.66666667 4.33333333] ; [7.33333333 3.66666667],0
d4,1,0.772089,0.083894,[55 12] ; [22  4],[55.47311828 11.52688172] ; [21.52688172  4.47311828],0
r3,1,0.845445,0.037999,[61  6] ; [24  2],[61.23655914  5.76344086] ; [23.76344086  2.23655914],0
r2,1,0.861058,0.030635,[61  7] ; [23  3],[60.76595745  7.23404255] ; [23.23404255  2.76595745],0
s7,1,0.866047,0.028454,[25 38] ; [10 14],[25.34482759 37.65517241] ; [ 9.65517241 14.34482759],0
n1,1,0.915759,0.011189,[5 8] ; [4 7],[4.875 8.125] ; [4.125 6.875],0
a4,1,0.960729,0.002424,[31 37] ; [12 14],[31.10638298 36.89361702] ; [11.89361702 14.10638298],0
u3,1,0.980588,0.000592,[11  9] ; [6 5],[10.96774194  9.03225806] ; [6.03225806 4.96774194],0
p6,1,0.991917,0.000103,[30 38] ; [11 14],[29.97849462 38.02150538] ; [11.02150538 13.97849462],0
