Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,26.440189,[166  64] ; [62 75],[142.88828338  87.11171662] ; [85.11171662 51.88828338],1
b4,1,0.428762,0.626174,[140  95] ; [77 62],[136.35026738  98.64973262] ; [80.64973262 58.35026738],0
a2,1,0.445965,0.580887,[ 73 162] ; [ 38 101],[ 69.7459893 165.2540107] ; [41.2540107 97.7459893],0
u1,1,0.456377,0.554765,[ 64 171] ; [ 33 106],[ 60.94919786 174.05080214] ; [ 36.05080214 102.94919786],0
u2,1,0.483051,0.491967,[24 24] ; [18 13],[25.51898734 22.48101266] ; [16.48101266 14.51898734],0
d3,1,0.485469,0.486554,[180  55] ; [102  37],[177.19251337  57.80748663] ; [104.80748663  34.19251337],0
u3,1,0.507623,0.438964,[33 16] ; [18 12],[31.63291139 17.36708861] ; [19.36708861 10.63291139],0
a4,1,0.567377,0.327092,[125 109] ; [70 69],[122.33243968 111.66756032] ; [72.66756032 66.33243968],0
r1,1,0.608929,0.261738,[194  41] ; [111  27],[192.15817694  42.84182306] ; [112.84182306  25.15817694],0
a3,1,0.625315,0.238467,[186  47] ; [108  31],[184.14516129  48.85483871] ; [109.85483871  29.14516129],0
s1,1,0.665045,0.187453,[  8 225] ; [  6 133],[  8.7688172 224.2311828] ; [  5.2311828 133.7688172],0
s6,1,0.735813,0.113841,[169  61] ; [97 38],[167.61643836  62.38356164] ; [98.38356164 36.61643836],0
a1,1,0.807126,0.059602,[ 15 220] ; [  8 131],[ 14.45187166 220.54812834] ; [  8.54812834 130.45187166],0
d2,1,0.817867,0.053033,[134 101] ; [77 61],[132.93565684 102.06434316] ; [78.06434316 59.93565684],0
b1,1,0.864297,0.029209,[101 134] ; [61 78],[101.79144385 133.20855615] ; [60.20855615 78.79144385],0
n3,1,0.946491,0.004504,[24  8] ; [26  9],[23.88059701  8.11940299] ; [26.11940299  8.88059701],0
