Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,70.199698,[ 72 100] ; [369 112],[116.15926493  55.84073507] ; [324.84073507 156.15926493],1
b2,1,0.154296,2.029262,[50 62] ; [104 178],[43.77664975 68.22335025] ; [110.22335025 171.77664975],0
u2,1,0.169134,1.890605,[20 27] ; [70 59],[24.03409091 22.96590909] ; [65.96590909 63.03409091],0
a5,1,0.188287,1.730973,[123  49] ; [369 113],[129.39449541  42.60550459] ; [362.60550459 119.39449541],0
s1,1,0.198511,1.653298,[  2 169] ; [ 14 460],[  4.24186047 166.75813953] ; [ 11.75813953 462.24186047],0
s8,1,0.210037,1.57117,[86 86] ; [212 265],[78.97688752 93.02311248] ; [219.02311248 257.97688752],0
s5,1,0.211032,1.564333,[66 99] ; [160 303],[ 59.37898089 105.62101911] ; [166.62101911 296.37898089],0
v1,1,0.223418,1.482278,[87 80] ; [271 200],[93.70846395 73.29153605] ; [264.29153605 206.70846395],0
a1,1,0.247448,1.337656,[ 10 162] ; [ 18 464],[  7.36391437 164.63608563] ; [ 20.63608563 461.36391437],0
n3,1,0.258615,1.276156,[29 14] ; [72 22],[31.70072993 11.29927007] ; [69.29927007 24.70072993],0
n4,1,0.259876,1.269418,[146  26] ; [389  91],[141.13496933  30.86503067] ; [393.86503067  86.13496933],0
s7,1,0.265035,1.242267,[93 74] ; [232 226],[86.84 80.16] ; [238.16 219.84],0
s6,1,0.275755,1.187892,[109  57] ; [330 140],[114.58176101  51.41823899] ; [324.41823899 145.58176101],0
p12,1,0.277739,1.178118,[ 11 159] ; [ 44 436],[ 14.38461538 155.61538462] ; [ 40.61538462 439.38461538],0
s2,1,0.32867,0.954132,[84 87] ; [254 221],[89.47058824 81.52941176] ; [248.52941176 226.47058824],0
p8,1,0.37429,0.789372,[95 74] ; [285 189],[99.8755832 69.1244168] ; [280.1244168 193.8755832],0
a8,1,0.396055,0.720272,[ 21 140] ; [ 68 361],[ 24.28644068 136.71355932] ; [ 64.71355932 364.28644068],0
p1,1,0.431099,0.619861,[ 13 159] ; [ 46 435],[ 15.54058193 156.45941807] ; [ 43.45941807 437.54058193],0
p10,1,0.503776,0.446973,[144  26] ; [413  63],[146.57894737  23.42105263] ; [410.42105263  65.57894737],0
p6,1,0.546236,0.364104,[ 66 104] ; [197 278],[ 69.31782946 100.68217054] ; [193.68217054 281.31782946],0
p5,1,0.635688,0.224426,[ 25 147] ; [ 63 418],[ 23.17917305 148.82082695] ; [ 64.82082695 416.17917305],0
v3,1,0.654833,0.199861,[72 98] ; [189 279],[ 69.54545455 100.45454545] ; [191.45454545 276.54545455],0
d2,1,0.775515,0.081321,[84 88] ; [241 240],[85.60490046 86.39509954] ; [239.39509954 241.60490046],0
p3,1,0.832126,0.044934,[91 81] ; [259 222],[92.1898928 79.8101072] ; [257.8101072 223.1898928],0
p7,1,0.843006,0.039224,[120  51] ; [326 144],[118.97971919  52.02028081] ; [327.02028081 142.97971919],0
u4,1,0.848042,0.036717,[  4 168] ; [ 10 471],[  3.68759571 168.31240429] ; [ 10.31240429 470.68759571],0
n1,1,0.849905,0.035811,[15 28] ; [34 59],[15.49264706 27.50735294] ; [33.50735294 59.49264706],0
s4,1,0.874154,0.025085,[ 28 143] ; [ 75 398],[ 27.34937888 143.65062112] ; [ 75.65062112 397.34937888],0
p11,1,0.923076,0.009324,[144  28] ; [402  80],[143.59633028  28.40366972] ; [402.40366972  79.59633028],0
p9,1,0.932603,0.007152,[153  18] ; [423  51],[152.70697674  18.29302326] ; [423.29302326  50.70697674],0
s3,1,0.936341,0.006379,[98 72] ; [271 202],[97.55832037 72.44167963] ; [271.44167963 201.55832037],0
a4,1,0.947517,0.004333,[78 93] ; [218 263],[77.63190184 93.36809816] ; [218.36809816 262.63190184],0
a3,1,0.99483,4.2e-05,[125  46] ; [351 129],[125.03225806  45.96774194] ; [350.96774194 129.03225806],0
