Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.000156,14.300595,[11  5] ; [13 51],[ 4.8 11.2] ; [19.2 44.8],1
p1,1,0.5562,0.346327,[ 1 16] ; [ 7 59],[ 1.63855422 15.36144578] ; [ 6.36144578 59.63855422],0
a2,1,0.574248,0.315627,[ 1 16] ; [ 2 64],[ 0.61445783 16.38554217] ; [ 2.38554217 63.61445783],0
b3,1,0.586591,0.295699,[4 7] ; [20 24],[4.8 6.2] ; [19.2 24.8],0
b2,1,0.586591,0.295699,[4 7] ; [20 24],[4.8 6.2] ; [19.2 24.8],0
r4,1,0.591893,0.287397,[12  5] ; [42 24],[11.06024096  5.93975904] ; [42.93975904 23.06024096],0
s5,1,0.607845,0.263325,[ 5 12] ; [14 46],[ 4.19480519 12.80519481] ; [14.80519481 45.19480519],0
n5,1,0.64019,0.218494,[11  6] ; [38 27],[10.15853659  6.84146341] ; [38.84146341 26.15853659],0
a4,1,0.723238,0.125412,[ 6 11] ; [26 39],[ 6.63414634 10.36585366] ; [25.36585366 39.63414634],0
b5,1,0.751662,0.10014,[ 7 10] ; [30 36],[7.57831325 9.42168675] ; [29.42168675 36.57831325],0
b1,1,0.751662,0.10014,[10  7] ; [36 30],[9.42168675 7.57831325] ; [36.57831325 29.42168675],0
n3,1,0.82173,0.050769,[2 1] ; [18 12],[1.81818182 1.18181818] ; [18.18181818 11.81818182],0
v3,1,0.822496,0.050327,[ 5 12] ; [16 44],[ 4.63636364 12.36363636] ; [16.36363636 43.63636364],0
b4,1,0.82876,0.046782,[9 8] ; [33 33],[8.60240964 8.39759036] ; [33.39759036 32.60240964],0
d5,1,0.83759,0.042015,[10  7] ; [37 29],[9.62650602 7.37349398] ; [37.37349398 28.62650602],0
d4,1,0.844256,0.038594,[11  6] ; [41 25],[10.65060241  6.34939759] ; [41.34939759 24.65060241],0
p10,1,0.848994,0.036253,[ 7 10] ; [28 36],[7.34567901 9.65432099] ; [27.65432099 36.34567901],0
r2,1,0.862547,0.029975,[13  3] ; [54 11],[13.2345679  2.7654321] ; [53.7654321 11.2345679],0
u2,1,0.899895,0.015824,[4 6] ; [11 15],[4.16666667 5.83333333] ; [10.83333333 15.16666667],0
v1,1,0.901199,0.015412,[ 6 11] ; [24 41],[ 6.2195122 10.7804878] ; [23.7804878 41.2195122],0
s8,1,0.910751,0.012564,[ 6 11] ; [22 43],[ 5.80487805 11.19512195] ; [22.19512195 42.80487805],0
p9,1,0.922644,0.009429,[8 9] ; [30 32],[8.17721519 8.82278481] ; [29.82278481 32.17721519],0
s1,1,0.923149,0.009306,[ 2 15] ; [ 7 57],[ 1.88888889 15.11111111] ; [ 7.11111111 56.88888889],0
n4,1,0.925983,0.00863,[10  7] ; [38 28],[9.8313253 7.1686747] ; [38.1686747 27.8313253],0
p12,1,0.966778,0.001735,[ 1 16] ; [ 4 61],[ 1.03658537 15.96341463] ; [ 3.96341463 61.03658537],0
