Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-06,23.409174,[15 22] ; [50  7],[25.58510638 11.41489362] ; [39.41489362 17.58510638],1
p6,1,0.727524,0.121397,[ 3 33] ; [ 6 51],[ 3.48387097 32.51612903] ; [ 5.51612903 51.48387097],0
s7,1,0.752159,0.099725,[ 9 28] ; [15 40],[ 9.65217391 27.34782609] ; [14.34782609 40.65217391],0
a1,1,0.754749,0.097583,[ 2 35] ; [ 4 53],[ 2.36170213 34.63829787] ; [ 3.63829787 53.36170213],0
d2,1,0.784054,0.075098,[ 8 29] ; [11 46],[ 7.4787234 29.5212766] ; [11.5212766 45.4787234],0
p9,1,0.813342,0.055751,[25 10] ; [42 15],[25.48913043  9.51086957] ; [41.51086957 15.48913043],0
b1,1,0.850498,0.035526,[15 22] ; [22 35],[14.56382979 22.43617021] ; [22.43617021 34.56382979],0
b2,1,0.907778,0.013419,[ 9 11] ; [14 16],[ 9.2 10.8] ; [13.8 16.2],0
b3,1,0.907778,0.013419,[ 9 11] ; [14 16],[ 9.2 10.8] ; [13.8 16.2],0
n2,1,0.926661,0.008473,[13  4] ; [14  4],[13.11428571  3.88571429] ; [13.88571429  4.11428571],0
p5,1,0.976048,0.000901,[ 2 35] ; [ 3 54],[ 1.96808511 35.03191489] ; [ 3.03191489 53.96808511],0
