Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,32.804492,[23 15] ; [14 92],[ 9.76388889 28.23611111] ; [27.23611111 78.76388889],1
s4,1,0.626733,0.236517,[ 5 33] ; [11 96],[ 4.19310345 33.80689655] ; [11.80689655 95.19310345],0
v1,1,0.62674,0.236508,[12 23] ; [32 75],[10.84507042 24.15492958] ; [33.15492958 73.84507042],0
s7,1,0.663843,0.188889,[11 23] ; [29 73],[10. 24.] ; [30. 72.],0
p5,1,0.678179,0.172183,[ 2 35] ; [  4 101],[ 1.56338028 35.43661972] ; [  4.43661972 100.56338028],0
b5,1,0.737413,0.112413,[23 15] ; [62 46],[22.12328767 15.87671233] ; [62.87671233 45.12328767],0
v3,1,0.758015,0.094918,[13 24] ; [33 69],[12.24460432 24.75539568] ; [33.75539568 68.24460432],0
p12,1,0.770743,0.084916,[ 1 37] ; [  2 106],[ 0.78082192 37.21917808] ; [  2.21917808 105.78082192],0
u1,1,0.774001,0.082453,[ 6 32] ; [15 93],[ 5.46575342 32.53424658] ; [15.53424658 92.46575342],0
d2,1,0.796425,0.066552,[17 21] ; [50 56],[17.68055556 20.31944444] ; [49.31944444 56.68055556],0
a1,1,0.799482,0.064525,[ 3 35] ; [10 98],[ 3.38356164 34.61643836] ; [ 9.61643836 98.38356164],0
b1,1,0.844267,0.038588,[19 19] ; [52 56],[18.47945205 19.52054795] ; [52.52054795 55.47945205],0
a8,1,0.854423,0.033664,[ 3 32] ; [10 94],[ 3.27338129 31.72661871] ; [ 9.72661871 94.27338129],0
n1,1,0.900768,0.015548,[5 5] ; [22 24],[4.82142857 5.17857143] ; [22.17857143 23.82142857],0
s1,1,0.909224,0.013,[ 3 35] ; [ 9 97],[ 3.16666667 34.83333333] ; [ 8.83333333 97.16666667],0
d1,1,0.909275,0.012985,[18 20] ; [50 58],[17.69863014 20.30136986] ; [50.30136986 57.69863014],0
b2,1,0.919006,0.01034,[ 9 16] ; [26 44],[ 9.21052632 15.78947368] ; [25.78947368 44.21052632],0
b3,1,0.919006,0.01034,[ 9 16] ; [26 44],[ 9.21052632 15.78947368] ; [25.78947368 44.21052632],0
u3,1,0.931164,0.007462,[8 8] ; [20 19],[8.14545455 7.85454545] ; [19.85454545 19.14545455],0
d4,1,0.932696,0.007132,[26 12] ; [74 33],[26.20689655 11.79310345] ; [73.79310345 33.20689655],0
