Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,3e-06,21.958944,[72 27] ; [ 8 23],[60.92307692 38.07692308] ; [19.07692308 11.92307692],1
p3,1,0.6837,0.165991,[38 61] ; [11 21],[37.03053435 61.96946565] ; [11.96946565 20.03053435],0
b5,1,0.694929,0.153801,[58 41] ; [20 12],[58.94656489 40.05343511] ; [19.05343511 12.94656489],0
p10,1,0.699978,0.148495,[60 39] ; [17 13],[59.09302326 39.90697674] ; [17.90697674 12.09302326],0
n6,1,0.704794,0.143533,[55 44] ; [19 13],[55.92366412 43.07633588] ; [18.07633588 13.92366412],0
r3,1,0.71117,0.137111,[84 15] ; [28  4],[84.64122137 14.35877863] ; [27.35877863  4.64122137],0
p11,1,0.742066,0.108319,[62 37] ; [19 13],[61.21374046 37.78625954] ; [19.78625954 12.21374046],0
p7,1,0.749347,0.10208,[50 47] ; [17 14],[50.7734375 46.2265625] ; [16.2265625 14.7734375],0
s4,1,0.764694,0.089594,[21 78] ; [ 6 26],[20.40458015 78.59541985] ; [ 6.59541985 25.40458015],0
s8,1,0.770112,0.085397,[25 73] ; [ 9 23],[25.63076923 72.36923077] ; [ 8.36923077 23.63076923],0
p2,1,0.788016,0.072301,[71 28] ; [23  8],[71.58461538 27.41538462] ; [22.41538462  8.58461538],0
r2,1,0.804209,0.061456,[80 17] ; [27  5],[80.45736434 16.54263566] ; [26.54263566  5.45736434],0
s3,1,0.849191,0.036157,[43 55] ; [13 18],[42.54263566 55.45736434] ; [13.45736434 17.54263566],0
v4,1,0.859941,0.031134,[87 12] ; [26  4],[86.72093023 12.27906977] ; [26.27906977  3.72093023],0
u3,1,0.86621,0.028384,[26 15] ; [11  7],[25.71186441 15.28813559] ; [11.28813559  6.71186441],0
n1,1,0.878825,0.023244,[ 9 24] ; [3 9],[ 8.8 24.2] ; [3.2 8.8],0
n2,1,0.89054,0.018939,[20 13] ; [7 5],[19.8 13.2] ; [7.2 4.8],0
p4,1,0.937161,0.006216,[41 58] ; [13 19],[40.80916031 58.19083969] ; [13.19083969 18.80916031],0
v1,1,0.974704,0.001005,[27 70] ; [ 9 23],[27.06976744 69.93023256] ; [ 8.93023256 23.06976744],0
