Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,2e-05,18.210354,[ 3 37] ; [16 14],[10.85714286 29.14285714] ; [ 8.14285714 21.85714286],1
p1,1,0.60338,0.269928,[ 6 38] ; [ 3 28],[ 5.28 38.72] ; [ 3.72 27.28],0
u2,1,0.605577,0.266667,[7 3] ; [8 2],[7.5 2.5] ; [7.5 2.5],0
n3,1,0.608757,0.261988,[13  6] ; [7 2],[13.57142857  5.42857143] ; [6.42857143 2.57142857],0
a4,1,0.625598,0.238077,[16 28] ; [13 18],[17.01333333 26.98666667] ; [11.98666667 19.01333333],0
s8,1,0.625598,0.238077,[16 28] ; [13 18],[17.01333333 26.98666667] ; [11.98666667 19.01333333],0
d3,1,0.634722,0.225712,[26 18] ; [20 11],[26.98666667 17.01333333] ; [19.01333333 11.98666667],0
d5,1,0.645459,0.211673,[32 12] ; [24  7],[32.85333333 11.14666667] ; [23.14666667  7.85333333],0
d1,1,0.65566,0.198839,[19 25] ; [15 16],[19.94666667 24.05333333] ; [14.05333333 16.94666667],0
v3,1,0.677741,0.17268,[13 29] ; [10 18],[13.8 28.2] ; [ 9.2 18.8],0
a2,1,0.697869,0.150698,[ 7 37] ; [ 6 25],[ 7.62666667 36.37333333] ; [ 5.37333333 25.62666667],0
s4,1,0.717095,0.131293,[ 7 37] ; [ 4 27],[ 6.45333333 37.54666667] ; [ 4.54666667 26.45333333],0
s5,1,0.721991,0.126593,[11 31] ; [ 9 21],[11.66666667 30.33333333] ; [ 8.33333333 21.66666667],0
p12,1,0.753853,0.098321,[ 2 40] ; [ 2 29],[ 2.30136986 39.69863014] ; [ 1.69863014 29.30136986],0
a6,1,0.7624,0.091404,[24 20] ; [18 13],[24.64 19.36] ; [17.36 13.64],0
n2,1,0.815276,0.054581,[14  5] ; [7 2],[14.25  4.75] ; [6.75 2.25],0
d2,1,0.836131,0.042785,[16 28] ; [12 19],[16.42666667 27.57333333] ; [11.57333333 19.42666667],0
a5,1,0.836131,0.042785,[28 16] ; [19 12],[27.57333333 16.42666667] ; [19.42666667 11.57333333],0
a7,1,0.929171,0.007901,[26 18] ; [18 13],[25.81333333 18.18666667] ; [18.18666667 12.81333333],0
r1,1,0.936972,0.006253,[33 11] ; [23  8],[32.85333333 11.14666667] ; [23.14666667  7.85333333],0
b2,1,0.943844,0.004962,[ 9 14] ; [ 8 13],[ 8.88636364 14.11363636] ; [ 8.11363636 12.88636364],0
b3,1,0.943844,0.004962,[ 9 14] ; [ 8 13],[ 8.88636364 14.11363636] ; [ 8.11363636 12.88636364],0
a1,1,0.950029,0.003928,[ 3 41] ; [ 2 29],[ 2.93333333 41.06666667] ; [ 2.06666667 28.93333333],0
b4,1,0.979958,0.000631,[24 20] ; [17 14],[24.05333333 19.94666667] ; [16.94666667 14.05333333],0
d4,1,0.988084,0.000223,[34 10] ; [24  7],[34.02666667  9.97333333] ; [23.97333333  7.02666667],0
