Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,4.1e-05,16.821598,[74  5] ; [66 30],[63.2 15.8] ; [76.8 19.2],1
v3,1,0.563289,0.334041,[18 60] ; [24 65],[19.61676647 58.38323353] ; [22.38323353 66.61676647],0
u1,1,0.587832,0.293742,[12 67] ; [12 85],[10.77272727 68.22727273] ; [13.22727273 83.77272727],0
d2,1,0.608153,0.262873,[38 41] ; [42 53],[36.32183908 42.67816092] ; [43.67816092 51.32183908],0
a4,1,0.620924,0.244571,[32 47] ; [35 60],[30.41954023 48.58045977] ; [36.58045977 58.41954023],0
a6,1,0.642707,0.215219,[48 31] ; [55 41],[46.49714286 32.50285714] ; [56.50285714 39.49714286],0
d5,1,0.676809,0.17374,[55 24] ; [64 32],[53.72 25.28] ; [65.28 30.72],0
a8,1,0.693826,0.154974,[ 7 65] ; [ 7 81],[ 6.3 65.7] ; [ 7.7 80.3],0
s2,1,0.70497,0.143353,[21 56] ; [24 73],[19.9137931 57.0862069] ; [25.0862069 71.9137931],0
s3,1,0.769532,0.085841,[29 49] ; [37 57],[29.93023256 48.06976744] ; [36.06976744 57.93023256],0
u4,1,0.797764,0.06566,[ 3 76] ; [ 3 94],[ 2.69318182 76.30681818] ; [ 3.30681818 93.69318182],0
n4,1,0.803405,0.061972,[50 29] ; [59 37],[49.20571429 29.79428571] ; [59.79428571 36.20571429],0
p4,1,0.882698,0.021771,[28 51] ; [33 63],[27.53714286 51.46285714] ; [33.46285714 62.53714286],0
a7,1,0.938793,0.005896,[49 30] ; [59 37],[48.75428571 30.24571429] ; [59.24571429 36.75428571],0
s7,1,0.966802,0.001732,[19 57] ; [22 67],[18.88484848 57.11515152] ; [22.11515152 66.88484848],0
a5,1,0.972265,0.001209,[45 34] ; [55 42],[44.88636364 34.11363636] ; [55.11363636 41.88636364],0
s6,1,0.992964,7.8e-05,[31 48] ; [38 59],[30.97159091 48.02840909] ; [38.02840909 58.97159091],0
