Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,56.00648,[63  5] ; [ 7 28],[46.21359223 21.78640777] ; [23.78640777 11.21359223],1
d1,1,0.349766,0.874305,[44 25] ; [19 16],[41.79807692 27.20192308] ; [21.20192308 13.79807692],0
b5,1,0.36914,0.806557,[33 36] ; [20 15],[35.16346154 33.83653846] ; [17.83653846 17.16346154],0
n2,1,0.374857,0.7875,[7 1] ; [7 3],[6.22222222 1.77777778] ; [7.77777778 2.22222222],0
a2,1,0.454005,0.560634,[14 55] ; [ 5 30],[12.60576923 56.39423077] ; [ 6.39423077 28.60576923],0
p2,1,0.480574,0.497561,[56 12] ; [26  8],[54.66666667 13.33333333] ; [27.33333333  6.66666667],0
d4,1,0.487825,0.481319,[63  5] ; [31  4],[62.05825243  5.94174757] ; [31.94174757  3.05825243],0
p12,1,0.502588,0.449467,[ 5 62] ; [ 4 31],[ 5.91176471 61.08823529] ; [ 3.08823529 31.91176471],0
u1,1,0.535866,0.383255,[11 58] ; [ 4 31],[ 9.95192308 59.04807692] ; [ 5.04807692 29.95192308],0
a6,1,0.601591,0.272602,[45 24] ; [21 14],[43.78846154 25.21153846] ; [22.21153846 12.78846154],0
u3,1,0.623158,0.241454,[11 12] ; [10  8],[11.7804878 11.2195122] ; [9.2195122 8.7804878],0
s1,1,0.629079,0.233312,[ 1 67] ; [ 1 34],[ 1.32038835 66.67961165] ; [ 0.67961165 34.32038835],0
p3,1,0.680193,0.169908,[34 34] ; [16 19],[33.00970874 34.99029126] ; [16.99029126 18.00970874],0
a7,1,0.693974,0.154817,[42 26] ; [23 12],[42.91262136 25.08737864] ; [22.08737864 12.91262136],0
d3,1,0.812213,0.05644,[45 24] ; [22 13],[44.45192308 24.54807692] ; [22.54807692 12.45192308],0
s8,1,0.840862,0.040317,[17 52] ; [ 8 27],[16.58653846 52.41346154] ; [ 8.41346154 26.58653846],0
v2,1,0.89131,0.018672,[33 33] ; [18 17],[33.32673267 32.67326733] ; [17.67326733 17.32673267],0
p9,1,0.896697,0.016857,[54 12] ; [29  6],[54.23762376 11.76237624] ; [28.76237624  6.23762376],0
v4,1,0.957802,0.0028,[65  4] ; [31  2],[64.94117647  4.05882353] ; [31.05882353  1.94117647],0
r2,1,0.986141,0.000302,[65  4] ; [32  2],[64.98058252  4.01941748] ; [32.01941748  1.98058252],0
