Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,5.4e-05,16.300325,[ 6 35] ; [25 19],[14.95294118 26.04705882] ; [16.04705882 27.95294118],1
n3,1,0.17753,1.818182,[4 6] ; [7 3],[5.5 4.5] ; [5.5 4.5],0
p3,1,0.183279,1.770833,[13 27] ; [21 24],[16. 24.] ; [18. 27.],0
s2,1,0.218592,1.51359,[16 24] ; [23 20],[18.79518072 21.20481928] ; [20.20481928 22.79518072],0
a6,1,0.220304,1.502389,[23 18] ; [31 14],[25.74418605 15.25581395] ; [28.25581395 16.74418605],0
n6,1,0.220988,1.497945,[36  5] ; [35 10],[33.84883721  7.15116279] ; [37.15116279  7.84883721],0
p9,1,0.264952,1.242698,[37  4] ; [36  8],[35.21176471  5.78823529] ; [37.78823529  6.21176471],0
p1,1,0.277346,1.180047,[ 8 33] ; [ 5 40],[ 6.19767442 34.80232558] ; [ 6.80232558 38.19767442],0
s5,1,0.282143,1.156738,[ 9 29] ; [ 6 36],[ 7.125 30.875] ; [ 7.875 34.125],0
a8,1,0.370642,0.80151,[ 3 32] ; [ 6 33],[ 4.25675676 30.74324324] ; [ 4.74324324 34.25675676],0
u1,1,0.425473,0.635147,[ 7 34] ; [ 5 40],[ 5.72093023 35.27906977] ; [ 6.27906977 38.72093023],0
d3,1,0.441869,0.591423,[25 16] ; [31 14],[26.69767442 14.30232558] ; [29.30232558 15.69767442],0
a7,1,0.454469,0.559482,[29 12] ; [35 10],[30.51162791 10.48837209] ; [33.48837209 11.51162791],0
v4,1,0.465863,0.531771,[39  2] ; [41  4],[38.13953488  2.86046512] ; [41.86046512  3.13953488],0
d2,1,0.503811,0.446899,[18 23] ; [23 22],[19.54651163 21.45348837] ; [21.45348837 23.54651163],0
b4,1,0.563639,0.333442,[23 18] ; [28 17],[24.31395349 16.68604651] ; [26.68604651 18.31395349],0
s3,1,0.57788,0.309675,[18 21] ; [23 21],[19.26506024 19.73493976] ; [21.73493976 22.26506024],0
b1,1,0.599789,0.275315,[14 27] ; [13 32],[12.87209302 28.12790698] ; [14.12790698 30.87209302],0
p11,1,0.599789,0.275315,[27 14] ; [32 13],[28.12790698 12.87209302] ; [30.87209302 14.12790698],0
r2,1,0.600755,0.273859,[37  4] ; [42  3],[37.6627907  3.3372093] ; [41.3372093  3.6627907],0
n4,1,0.607139,0.264361,[28 13] ; [33 12],[29.08139535 11.91860465] ; [31.91860465 13.08139535],0
d5,1,0.607139,0.264361,[28 13] ; [33 12],[29.08139535 11.91860465] ; [31.91860465 13.08139535],0
s8,1,0.608941,0.26172,[14 27] ; [17 26],[15.13095238 25.86904762] ; [15.86904762 27.13095238],0
u4,1,0.612691,0.256275,[ 1 40] ; [ 2 43],[ 1.43023256 39.56976744] ; [ 1.56976744 43.43023256],0
s6,1,0.61441,0.253803,[22 18] ; [26 17],[23.13253012 16.86746988] ; [24.86746988 18.13253012],0
s7,1,0.63169,0.229776,[16 24] ; [19 23],[17.07317073 22.92682927] ; [17.92682927 24.07317073],0
s4,1,0.642086,0.216024,[ 5 36] ; [ 4 40],[ 4.34117647 36.65882353] ; [ 4.65882353 39.34117647],0
a2,1,0.727565,0.121359,[ 7 34] ; [ 9 36],[ 7.62790698 33.37209302] ; [ 8.37209302 36.62790698],0
u3,1,0.781745,0.076754,[11 10] ; [8 6],[11.4  9.6] ; [7.6 6.4],0
n5,1,0.788197,0.072174,[29 12] ; [33 12],[29.55813953 11.44186047] ; [32.44186047 12.55813953],0
a4,1,0.813384,0.055726,[15 25] ; [18 27],[15.52941176 24.47058824] ; [17.47058824 27.52941176],0
p2,1,0.836448,0.042617,[33  8] ; [37  8],[33.37209302  7.62790698] ; [36.62790698  8.37209302],0
p6,1,0.931612,0.007364,[ 9 32] ; [10 34],[ 9.16470588 31.83529412] ; [ 9.83529412 34.16470588],0
p10,1,0.931612,0.007364,[32  9] ; [34 10],[31.83529412  9.16470588] ; [34.16470588  9.83529412],0
