Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,2.1e-05,18.066811,[68 19] ; [19 27],[56.90977444 30.09022556] ; [30.09022556 15.90977444],1
v2,1,0.747753,0.103429,[45 40] ; [23 23],[44.1221374 40.8778626] ; [23.8778626 22.1221374],0
v4,1,0.750714,0.100932,[78  6] ; [42  4],[77.53846154  6.46153846] ; [42.46153846  3.53846154],0
n1,1,0.755794,0.096726,[5 9] ; [5 7],[5.38461538 8.61538462] ; [4.61538462 7.38461538],0
p4,1,0.793057,0.068824,[53 32] ; [27 18],[52.30769231 32.69230769] ; [27.69230769 17.30769231],0
n2,1,0.80857,0.058696,[13  2] ; [10  2],[12.77777778  2.22222222] ; [10.22222222  1.77777778],0
p3,1,0.821583,0.050855,[46 40] ; [25 20],[46.61068702 39.38931298] ; [24.38931298 20.61068702],0
u2,1,0.845006,0.038218,[11 14] ; [8 9],[11.30952381 13.69047619] ; [7.69047619 9.30952381],0
d5,1,0.887705,0.01994,[69 18] ; [36 10],[68.68421053 18.31578947] ; [36.31578947  9.68421053],0
s7,1,0.89021,0.019055,[32 50] ; [17 28],[31.63779528 50.36220472] ; [17.36220472 27.63779528],0
a1,1,0.934762,0.0067,[ 6 81] ; [ 3 43],[ 5.88721805 81.11278195] ; [ 3.11278195 42.88721805],0
s1,1,0.936458,0.006356,[ 4 82] ; [ 2 44],[ 3.90909091 82.09090909] ; [ 2.09090909 43.90909091],0
a4,1,0.938731,0.005908,[41 46] ; [22 24],[41.21052632 45.78947368] ; [21.78947368 24.21052632],0
