Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,67.861544,[87  9] ; [ 2 22],[71.2 24.8] ; [17.8  6.2],1
b5,1,0.054019,3.712121,[57 39] ; [ 9 15],[52.8 43.2] ; [13.2 10.8],0
v3,1,0.069635,3.291596,[38 55] ; [ 5 19],[34.17948718 58.82051282] ; [ 8.82051282 15.17948718],0
s3,1,0.083075,3.003699,[48 47] ; [ 7 16],[44.27966102 50.72033898] ; [10.72033898 12.27966102],0
s7,1,0.086281,2.942429,[33 55] ; [ 4 18],[29.6 58.4] ; [ 7.4 14.6],0
a6,1,0.092346,2.832993,[62 34] ; [11 13],[58.4 37.6] ; [14.6  9.4],0
u1,1,0.096561,2.761438,[17 79] ; [ 1 23],[14.4 81.6] ; [ 3.6 20.4],0
s2,1,0.108774,2.57194,[36 58] ; [ 5 19],[32.66101695 61.33898305] ; [ 8.33898305 15.66101695],0
a5,1,0.129653,2.296651,[64 32] ; [12 12],[60.8 35.2] ; [15.2  8.8],0
a2,1,0.131685,2.272524,[21 75] ; [ 2 22],[18.4 77.6] ; [ 4.6 19.4],0
p3,1,0.137971,2.200446,[35 60] ; [ 5 19],[31.93277311 63.06722689] ; [ 8.06722689 15.93277311],0
p6,1,0.139969,2.178304,[21 73] ; [ 2 21],[18.47863248 75.52136752] ; [ 4.52136752 18.47863248],0
n5,1,0.183886,1.765935,[67 29] ; [20  4],[69.6 26.4] ; [17.4  6.6],0
s1,1,0.211683,1.559877,[ 5 89] ; [ 3 21],[ 6.37288136 87.62711864] ; [ 1.62711864 22.37288136],0
p12,1,0.288977,1.12438,[ 1 94] ; [ 1 23],[ 1.59663866 93.40336134] ; [ 0.40336134 23.59663866],0
a8,1,0.333702,0.934478,[10 77] ; [ 1 21],[ 8.77981651 78.22018349] ; [ 2.22018349 19.77981651],0
d1,1,0.408961,0.681818,[45 51] ; [ 9 15],[43.2 52.8] ; [10.8 13.2],0
s5,1,0.447199,0.577743,[18 76] ; [ 3 21],[16.72881356 77.27118644] ; [ 4.27118644 19.72881356],0
u2,1,0.472787,0.515455,[18 19] ; [4 7],[16.95833333 20.04166667] ; [5.04166667 5.95833333],0
p1,1,0.537614,0.379981,[ 8 87] ; [ 3 21],[ 8.78151261 86.21848739] ; [ 2.21848739 21.78151261],0
b1,1,0.577414,0.310434,[58 38] ; [13 11],[56.8 39.2] ; [14.2  9.8],0
p5,1,0.69691,0.151707,[ 6 90] ; [ 1 23],[ 5.6 90.4] ; [ 1.4 22.6],0
d2,1,0.713709,0.1346,[46 50] ; [12 11],[46.78991597 49.21008403] ; [11.21008403 11.78991597],0
b4,1,0.779075,0.078694,[59 37] ; [14 10],[58.4 37.6] ; [14.6  9.4],0
a3,1,0.802798,0.062364,[57 39] ; [13 10],[56.47058824 39.52941176] ; [13.52941176  9.47058824],0
a4,1,0.912826,0.011985,[36 59] ; [ 9 14],[36.22881356 58.77118644] ; [ 8.77118644 14.22881356],0
n1,1,0.942094,0.005276,[10 12] ; [7 8],[10.10810811 11.89189189] ; [6.89189189 8.10810811],0
