Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,4.8e-05,16.538432,[38  5] ; [10 14],[30.80597015 12.19402985] ; [17.19402985  6.80597015],1
s5,1,0.415891,0.661898,[ 8 31] ; [ 3 21],[ 6.80952381 32.19047619] ; [ 4.19047619 19.80952381],0
n3,1,0.422678,0.642857,[10  2] ; [4 2],[9.33333333 2.66666667] ; [4.66666667 1.33333333],0
b4,1,0.432924,0.614967,[24 19] ; [11 13],[22.46268657 20.53731343] ; [12.53731343 11.46268657],0
p10,1,0.455589,0.55671,[22 21] ; [10 14],[20.53731343 22.46268657] ; [11.46268657 12.53731343],0
p8,1,0.45593,0.555867,[14 29] ; [10 14],[15.40298507 27.59701493] ; [ 8.59701493 15.40298507],0
n6,1,0.492237,0.471632,[25 18] ; [16  8],[26.31343284 16.68656716] ; [14.68656716  9.31343284],0
s3,1,0.551701,0.354279,[22 21] ; [10 13],[20.84848485 22.15151515] ; [11.15151515 11.84848485],0
s2,1,0.587261,0.294643,[13 29] ; [ 9 15],[14. 28.] ; [ 8. 16.],0
d3,1,0.61624,0.251188,[17 26] ; [11 13],[17.97014925 25.02985075] ; [10.02985075 13.97014925],0
s8,1,0.662062,0.191028,[11 32] ; [ 5 19],[10.26865672 32.73134328] ; [ 5.73134328 18.26865672],0
a8,1,0.666912,0.185235,[ 5 36] ; [ 2 21],[ 4.484375 36.515625] ; [ 2.515625 20.484375],0
u2,1,0.693282,0.155556,[12  8] ; [8 7],[11.42857143  8.57142857] ; [8.57142857 6.42857143],0
p9,1,0.751045,0.100655,[27 16] ; [16  8],[27.59701493 15.40298507] ; [15.40298507  8.59701493],0
p3,1,0.751045,0.100655,[16 27] ; [ 8 16],[15.40298507 27.59701493] ; [ 8.59701493 15.40298507],0
d4,1,0.784017,0.075125,[23 20] ; [12 12],[22.46268657 20.53731343] ; [12.53731343 11.46268657],0
p7,1,0.829812,0.046201,[25 18] ; [14  9],[25.40909091 17.59090909] ; [13.59090909  9.40909091],0
a1,1,0.839446,0.041048,[ 3 40] ; [ 2 22],[ 3.20895522 39.79104478] ; [ 1.79104478 22.20895522],0
p1,1,0.839446,0.041048,[ 3 40] ; [ 2 22],[ 3.20895522 39.79104478] ; [ 1.79104478 22.20895522],0
b1,1,0.86456,0.029095,[17 26] ; [10 14],[17.32835821 25.67164179] ; [ 9.67164179 14.32835821],0
p2,1,0.91266,0.012031,[31 12] ; [17  7],[30.80597015 12.19402985] ; [17.19402985  6.80597015],0
p6,1,0.915738,0.011195,[ 9 32] ; [ 5 19],[ 8.83076923 32.16923077] ; [ 5.16923077 18.83076923],0
d2,1,0.915937,0.011141,[ 5 38] ; [ 3 21],[ 5.13432836 37.86567164] ; [ 2.86567164 21.13432836],0
p5,1,0.926744,0.008453,[ 2 41] ; [ 1 23],[ 1.92537313 41.07462687] ; [ 1.07462687 22.92537313],0
s1,1,0.926744,0.008453,[ 2 41] ; [ 1 23],[ 1.92537313 41.07462687] ; [ 1.07462687 22.92537313],0
p12,1,0.926744,0.008453,[ 2 41] ; [ 1 23],[ 1.92537313 41.07462687] ; [ 1.07462687 22.92537313],0
